cnn_sgmt_pkey,street_name,full_street_name,class_code,duel_car_way_yn,corrected_length_miles,direction,facility_type,directionality,surface_type,barrier,innovation,orientation,sharrow,contraflow,install_year,duel_car_id
"4060000",CLAREMONT,CLAREMONT BLVD,"4",NO,0.0570641475024,,BIKE ROUTE,1W,,,,S/E,YES,NO,"2009","0"
"4061000",CLAREMONT,CLAREMONT BLVD,"4",NO,0.0468777215903,,BIKE ROUTE,1W,,,,S/E,YES,NO,"2009","0"
"7173000",ILLINOIS,ILLINOIS ST,"5",NO,0.0883677059438,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7173000",ILLINOIS,ILLINOIS ST,"5",NO,0.0883677059438,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7213000",INDUSTRIAL ST ON,INDUSTRIAL ST ON RAMP,"3",NO,0.0367293554723,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2005","0"
"7213000",INDUSTRIAL ST ON,INDUSTRIAL ST ON RAMP,"3",NO,0.0367293554723,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2005","0"
"7165000",ILLINOIS,ILLINOIS ST,"5",NO,0.178336629423,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"7165000",ILLINOIS,ILLINOIS ST,"5",NO,0.178336629423,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"7166000",ILLINOIS,ILLINOIS ST,"5",NO,0.0879844975189,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7166000",ILLINOIS,ILLINOIS ST,"5",NO,0.0879844975189,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7167000",ILLINOIS,ILLINOIS ST,"5",NO,0.0885086200548,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7167000",ILLINOIS,ILLINOIS ST,"5",NO,0.0885086200548,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7168000",ILLINOIS,ILLINOIS ST,"5",NO,0.088263402572,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7168000",ILLINOIS,ILLINOIS ST,"5",NO,0.088263402572,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7169000",ILLINOIS,ILLINOIS ST,"5",NO,0.176429971904,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7169000",ILLINOIS,ILLINOIS ST,"5",NO,0.176429971904,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7170000",ILLINOIS,ILLINOIS ST,"5",NO,0.0845379754892,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7170000",ILLINOIS,ILLINOIS ST,"5",NO,0.0845379754892,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7171000",ILLINOIS,ILLINOIS ST,"5",NO,0.09209078248,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7171000",ILLINOIS,ILLINOIS ST,"5",NO,0.09209078248,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7172000",ILLINOIS,ILLINOIS ST,"5",NO,0.0884373545899,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7172000",ILLINOIS,ILLINOIS ST,"5",NO,0.0884373545899,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7176000",ILLINOIS,ILLINOIS ST,"5",NO,0.087251171359,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7176000",ILLINOIS,ILLINOIS ST,"5",NO,0.087251171359,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7177000",ILLINOIS,ILLINOIS ST,"5",NO,0.0708867904632,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"7177000",ILLINOIS,ILLINOIS ST,"5",NO,0.0708867904632,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"7193000",INDIANA,INDIANA ST,"5",NO,0.176175509184,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7193000",INDIANA,INDIANA ST,"5",NO,0.176175509184,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"7194000",INDIANA,INDIANA ST,"5",NO,0.0852540589633,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7194000",INDIANA,INDIANA ST,"5",NO,0.0852540589633,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"7195000",INDIANA,INDIANA ST,"5",NO,0.179354101508,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7195000",INDIANA,INDIANA ST,"5",NO,0.179354101508,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"7196000",INDIANA,INDIANA ST,"5",NO,0.105952101357,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7196000",INDIANA,INDIANA ST,"5",NO,0.105952101357,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"7197000",INDIANA,INDIANA ST,"5",NO,0.0707207810438,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7197000",INDIANA,INDIANA ST,"5",NO,0.0707207810438,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"7198000",INDIANA,INDIANA ST,"5",NO,0.177271429454,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7198000",INDIANA,INDIANA ST,"5",NO,0.177271429454,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"7199000",INDIANA,INDIANA ST,"3",NO,0.0880037932659,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7199000",INDIANA,INDIANA ST,"3",NO,0.0880037932659,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"7200000",INDIANA,INDIANA ST,"3",NO,0.0880196966775,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7200000",INDIANA,INDIANA ST,"3",NO,0.0880196966775,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"7201000",INDIANA,INDIANA ST,"5",NO,0.0922435449838,,BIKE LANE,2W,,,,N/W,NO,NO,"1997","0"
"7201000",INDIANA,INDIANA ST,"5",NO,0.0922435449838,,BIKE LANE,2W,,,,S/E,NO,NO,"1997","0"
"7202000",INDIANA,INDIANA ST,"5",NO,0.0451729324697,,BIKE LANE,2W,,,,N/W,NO,NO,"2003","0"
"7202000",INDIANA,INDIANA ST,"5",NO,0.0451729324697,,BIKE LANE,2W,,,,S/E,NO,NO,"2003","0"
"7084000",HUGO,HUGO ST,"5",NO,0.058676578239,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2005","0"
"7084000",HUGO,HUGO ST,"5",NO,0.058676578239,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2005","0"
"7085000",HUGO,HUGO ST,"5",NO,0.0588240255331,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2005","0"
"7085000",HUGO,HUGO ST,"5",NO,0.0588240255331,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2005","0"
"7086000",HUGO,HUGO ST,"5",NO,0.0587482482557,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2005","0"
"7086000",HUGO,HUGO ST,"5",NO,0.0587482482557,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2005","0"
"7093000",HUNTERS POINT,HUNTERS POINT BLVD,"5",NO,0.0842366397753,,BIKE LANE,2W,,,,N/W,NO,NO,"2002","0"
"7093000",HUNTERS POINT,HUNTERS POINT BLVD,"5",NO,0.0842366397753,,BIKE LANE,2W,,,,S/E,NO,NO,"2002","0"
"7094000",HUNTERS POINT,HUNTERS POINT BLVD,"5",NO,0.0616471687595,,BIKE LANE,2W,,,,N/W,NO,NO,"2001","0"
"7094000",HUNTERS POINT,HUNTERS POINT BLVD,"5",NO,0.0616471687595,,BIKE LANE,2W,,,,S/E,NO,NO,"2001","0"
"7095000",HUNTERS POINT,HUNTERS POINT BLVD,"5",NO,0.159786469068,,BIKE LANE,2W,,,,N/W,NO,NO,"2000","0"
"7095000",HUNTERS POINT,HUNTERS POINT BLVD,"5",NO,0.159786469068,,BIKE LANE,2W,,,,S/E,NO,NO,"2000","0"
"7096000",HUNTERS POINT,HUNTERS POINT EXPY,"4",NO,0.183051460423,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"7096000",HUNTERS POINT,HUNTERS POINT EXPY,"4",NO,0.183051460423,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"7097000",HUNTERS POINT,HUNTERS POINT EXPY,"4",NO,0.255272115503,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"7097000",HUNTERS POINT,HUNTERS POINT EXPY,"4",NO,0.255272115503,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"7028000",HOWARD,HOWARD ST,"4",NO,0.0678863171102,,BIKE LANE,2W,,,,N/W,NO,NO,"2012","0"
"7028000",HOWARD,HOWARD ST,"4",NO,0.0678863171102,,BIKE ROUTE,2W,,,,S/E,NO,NO,"2012","0"
"7029000",HOWARD,HOWARD ST,"4",NO,0.0682344738977,,BIKE LANE,2W,,,,N/W,NO,NO,"2012","0"
"7029000",HOWARD,HOWARD ST,"4",NO,0.0682344738977,,BIKE ROUTE,2W,,,,S/E,NO,NO,"2012","0"
"7030000",HOWARD,HOWARD ST,"4",NO,0.0670748825805,,BIKE ROUTE,1W,,,,N/W,YES,NO,"2005","0"
"7030000",HOWARD,HOWARD ST,"4",NO,0.0670748825805,,BIKE ROUTE,1W,,,,S/E,NO,NO,"2005","0"
"7031000",HOWARD,HOWARD ST,"4",NO,0.0675717511156,,BIKE ROUTE,2W,,,,S/E,NO,NO,"2012","0"
"7031000",HOWARD,HOWARD ST,"4",NO,0.0675717511156,,BIKE LANE,2W,,,,N/W,NO,NO,"2012","0"
"7032000",HOWARD,HOWARD ST,"3",NO,0.0682782731286,,BIKE LANE,1W,,,,N/W,NO,NO,"2000","0"
"7033000",HOWARD,HOWARD ST,"4",NO,0.146600490645,,BIKE LANE,1W,,,,N/W,NO,NO,"1996","0"
"7034000",HOWARD,HOWARD ST,"4",NO,0.0250753251635,,BIKE LANE,1W,,,,N/W,NO,NO,"2003","0"
"7035000",HOWARD,HOWARD ST,"4",NO,0.0556411082443,,BIKE LANE,1W,,,,N/W,NO,NO,"1997","0"
"7036000",HOWARD,HOWARD ST,"3",NO,0.0303135412297,,BIKE LANE,1W,,,,N/W,NO,NO,"2003","0"
"7037000",HOWARD,HOWARD ST,"3",NO,0.0849043950655,,BIKE LANE,1W,,,,N/W,NO,NO,"2000","0"
"7038000",HOWARD,HOWARD ST,"3",NO,0.17304193829,,BIKE LANE,1W,,,,N/W,YES,NO,"1997","0"
"7039001",HOWARD,HOWARD ST,"4",NO,0.17193164232,,BIKE LANE,1W,,,,N/W,NO,NO,"1997","0"
"7041000",HOWARD,HOWARD ST,"4",NO,0.0606860474211,,BIKE LANE,1W,,,,N/W,NO,NO,"1997","0"
"7042000",HOWARD,HOWARD ST,"4",NO,0.111326971512,,BIKE LANE,1W,,,,N/W,NO,NO,"2003","0"
"7043000",HOWARD,HOWARD ST,"4",NO,0.041077355835,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1997","0"
"7044000",HOWARD,HOWARD ST,"4",NO,0.0447909616063,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2000","0"
"7045000",HOWARD,HOWARD ST,"4",NO,0.0434238421188,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2005","0"
"7046000",HOWARD,HOWARD ST,"4",NO,0.0428355462521,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2003","0"
"7047000",HOWARD,HOWARD ST,"4",NO,0.041392150911,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1997","0"
"7048000",HOWARD,HOWARD ST,"4",NO,0.0450601932491,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2002","0"
"7049000",HOWARD,HOWARD ST,"4",NO,0.0393083012761,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2005","0"
"7050000",HOWARD,HOWARD ST,"4",NO,0.045746525934,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2006","0"
"7051000",HOWARD,HOWARD ST,"4",NO,0.120147915903,,BIKE LANE,1W,GREEN PAINT,,BUFFERED BIKE LANE,N/W,NO,NO,"1997","0"
"7052000",HOWARD,HOWARD ST,"4",NO,0.0326348971399,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1997","0"
"7053000",HOWARD,HOWARD ST,"4",NO,0.0140767462516,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2000","0"
"7054000",HOWARD,HOWARD ST,"4",NO,0.0135064777227,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2000","0"
"7055000",HOWARD,HOWARD ST,"4",NO,0.032734710687,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2000","0"
"7056000",HOWARD,HOWARD ST,"4",NO,0.0921763442665,,BIKE LANE,1W,,,,N/W,NO,NO,"1971","0"
"7060000",HOWTH,HOWTH ST,"5",NO,0.0678980777502,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"7060000",HOWTH,HOWTH ST,"5",NO,0.0678980777502,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"6935000",HOFF,HOFF ST,"5",NO,0.112060753476,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"6935000",HOFF,HOFF ST,"5",NO,0.112060753476,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"6937000",HOFFMAN,HOFFMAN AVE,"5",NO,0.055145793917,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2012","0"
"6937000",HOFFMAN,HOFFMAN AVE,"5",NO,0.055145793917,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2012","0"
"6938000",HOFFMAN,HOFFMAN AVE,"5",NO,0.0557497488984,,BIKE ROUTE,2W,,,,N/W,YES,NO,"0","0"
"370000",07TH,07TH ST,"4",NO,0.0427522034041,,BIKE LANE,1W,,,,N/W,NO,NO,"2003","0"
"6861000",HEARST,HEARST AVE,"5",NO,0.05720539932,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"6861000",HEARST,HEARST AVE,"5",NO,0.05720539932,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"6862000",HEARST,HEARST AVE,"5",NO,0.124789317528,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"6862000",HEARST,HEARST AVE,"5",NO,0.124789317528,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"6863000",HEARST,HEARST AVE,"5",NO,0.125032981598,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"6863000",HEARST,HEARST AVE,"5",NO,0.125032981598,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"6864000",HEARST,HEARST AVE,"5",NO,0.124610465765,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"6864000",HEARST,HEARST AVE,"5",NO,0.124610465765,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"6757000",HARRISON,HARRISON ST,"5",NO,0.11029462518,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"6757000",HARRISON,HARRISON ST,"5",NO,0.11029462518,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"6737000",HARRISON,HARRISON ST,"4",NO,0.0223438598074,,BIKE LANE,2W,,,,N/W,NO,NO,"1971","0"
"6737000",HARRISON,HARRISON ST,"4",NO,0.0223438598074,,BIKE LANE,2W,,,,S/E,NO,NO,"1971","0"
"6738000",HARRISON,HARRISON ST,"4",NO,0.0282909058609,,BIKE LANE,2W,,,,N/W,NO,NO,"2003","0"
"6738000",HARRISON,HARRISON ST,"4",NO,0.0282909058609,,BIKE LANE,2W,,,,S/E,NO,NO,"2003","0"
"6739000",HARRISON,HARRISON ST,"4",NO,0.042414979357,,BIKE LANE,2W,,,,N/W,NO,NO,"1971","0"
"6739000",HARRISON,HARRISON ST,"4",NO,0.042414979357,,BIKE LANE,2W,,,,S/E,NO,NO,"1971","0"
"6740000",HARRISON,HARRISON ST,"5",NO,0.0574302240754,,BIKE LANE,2W,,,,N/W,NO,NO,"1971","0"
"6740000",HARRISON,HARRISON ST,"5",NO,0.0574302240754,,BIKE LANE,2W,,,,S/E,NO,NO,"1971","0"
"6741000",HARRISON,HARRISON ST,"5",NO,0.0448173489205,,BIKE LANE,2W,,,,N/W,NO,NO,"1974","0"
"6741000",HARRISON,HARRISON ST,"5",NO,0.0448173489205,,BIKE LANE,2W,,,,S/E,NO,NO,"1974","0"
"6742000",HARRISON,HARRISON ST,"5",NO,0.0658606892085,,BIKE LANE,2W,,,,N/W,NO,NO,"1997","0"
"6742000",HARRISON,HARRISON ST,"5",NO,0.0658606892085,,BIKE LANE,2W,,,,S/E,NO,NO,"1997","0"
"6743000",HARRISON,HARRISON ST,"5",NO,0.0238385697725,,BIKE LANE,2W,,,,N/W,NO,NO,"1974","0"
"6743000",HARRISON,HARRISON ST,"5",NO,0.0238385697725,,BIKE LANE,2W,,,,S/E,NO,NO,"1974","0"
"6744000",HARRISON,HARRISON ST,"5",NO,0.0883630446062,,BIKE LANE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"1974","0"
"6744000",HARRISON,HARRISON ST,"5",NO,0.0883630446062,,BIKE LANE,2W,GREEN PAINT,,,N/W,NO,NO,"1974","0"
"6745000",HARRISON,HARRISON ST,"5",NO,0.0937326408166,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2006","0"
"6745000",HARRISON,HARRISON ST,"5",NO,0.0937326408166,,BIKE LANE,2W,GREEN PAINT,,BUFFERED BIKE LANE,S/E,YES,NO,"2006","0"
"6746000",HARRISON,HARRISON ST,"5",NO,0.0841633365415,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1984","0"
"6746000",HARRISON,HARRISON ST,"5",NO,0.0841633365415,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"1984","0"
"6747000",HARRISON,HARRISON ST,"5",NO,0.0445143242978,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"2003","0"
"6747000",HARRISON,HARRISON ST,"5",NO,0.0445143242978,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"2003","0"
"6748000",HARRISON,HARRISON ST,"5",NO,0.0436369020246,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1986","0"
"6748000",HARRISON,HARRISON ST,"5",NO,0.0436369020246,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"1986","0"
"6749000",HARRISON,HARRISON ST,"5",NO,0.0670565703082,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1986","0"
"6749000",HARRISON,HARRISON ST,"5",NO,0.0670565703082,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"1986","0"
"6750000",HARRISON,HARRISON ST,"5",NO,0.0211646352086,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1995","0"
"6750000",HARRISON,HARRISON ST,"5",NO,0.0211646352086,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"1995","0"
"6751000",HARRISON,HARRISON ST,"5",NO,0.0181367795743,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1995","0"
"6751000",HARRISON,HARRISON ST,"5",NO,0.0181367795743,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"1995","0"
"6752000",HARRISON,HARRISON ST,"5",NO,0.0715596927323,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1996","0"
"6752000",HARRISON,HARRISON ST,"5",NO,0.0715596927323,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"1996","0"
"6753000",HARRISON,HARRISON ST,"5",NO,0.110561804715,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1996","0"
"6753000",HARRISON,HARRISON ST,"5",NO,0.110561804715,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"1996","0"
"6754000",HARRISON,HARRISON ST,"5",NO,0.110439774545,,BIKE LANE,2W,,,BUFFERED BIKE LANE,N/W,NO,NO,"1996","0"
"6754000",HARRISON,HARRISON ST,"5",NO,0.110439774545,,BIKE LANE,2W,,,BUFFERED BIKE LANE,S/E,NO,NO,"1996","0"
"6755000",HARRISON,HARRISON ST,"5",NO,0.110797126506,,BIKE LANE,2W,,,,N/W,NO,NO,"1998","0"
"6755000",HARRISON,HARRISON ST,"5",NO,0.110797126506,,BIKE LANE,2W,,,,S/E,NO,NO,"1998","0"
"6756000",HARRISON,HARRISON ST,"5",NO,0.110754076247,,BIKE LANE,2W,,,,N/W,NO,NO,"0","0"
"6756000",HARRISON,HARRISON ST,"5",NO,0.110754076247,,BIKE LANE,2W,,,,S/E,NO,NO,"0","0"
"6758000",HARRISON,HARRISON ST,"5",NO,0.110497877864,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"6758000",HARRISON,HARRISON ST,"5",NO,0.110497877864,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"6759001",HARRISON,HARRISON ST,"5",NO,0.0336924891376,,BIKE LANE,2W,,,,N/W,NO,NO,"1998","0"
"6759001",HARRISON,HARRISON ST,"5",NO,0.0336924891376,,BIKE LANE,2W,,,,S/E,NO,NO,"1998","0"
"6759002",HARRISON,HARRISON ST,"5",NO,0.0450079003551,,BIKE LANE,2W,,,,N/W,NO,NO,"1998","0"
"6759002",HARRISON,HARRISON ST,"5",NO,0.0450079003551,,BIKE LANE,2W,,,,S/E,NO,NO,"1998","0"
"358000",07TH,07TH AVE,"4",NO,0.0618802902667,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2009","0"
"358000",07TH,07TH AVE,"4",NO,0.0618802902667,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2009","0"
"359000",07TH,07TH AVE,"4",NO,0.0646408550569,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2009","0"
"359000",07TH,07TH AVE,"4",NO,0.0646408550569,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2009","0"
"360000",07TH,07TH AVE,"4",NO,0.12860625399,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2009","0"
"360000",07TH,07TH AVE,"4",NO,0.12860625399,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2009","0"
"361000",07TH,07TH AVE,"4",NO,0.128708622113,,BIKE LANE,2W,,,,N/W,NO,NO,"2010","0"
"361000",07TH,07TH AVE,"4",NO,0.128708622113,,BIKE LANE,2W,,,,S/E,NO,NO,"2010","0"
"362000",07TH,07TH AVE,"4",NO,0.128961340592,,BIKE LANE,2W,,,,N/W,NO,NO,"2010","0"
"362000",07TH,07TH AVE,"4",NO,0.128961340592,,BIKE LANE,2W,,,,S/E,NO,NO,"2010","0"
"363000",07TH,07TH AVE,"4",NO,0.122531636545,,BIKE LANE,2W,,,,N/W,NO,NO,"2002","0"
"363000",07TH,07TH AVE,"4",NO,0.122531636545,,BIKE LANE,2W,,,,S/E,NO,NO,"2002","0"
"6524000",GREENWICH,GREENWICH ST,"5",NO,0.0912857598858,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2009","0"
"364000",07TH,07TH AVE,"4",NO,0.136689559377,,BIKE LANE,2W,,,,N/W,NO,NO,"2003","0"
"364000",07TH,07TH AVE,"4",NO,0.136689559377,,BIKE LANE,2W,,,,S/E,NO,NO,"2003","0"
"365000",07TH,07TH ST,"4",NO,0.0454558254775,,BIKE LANE,1W,,,,N/W,NO,NO,"2003","0"
"366001",07TH,07TH ST,"4",NO,0.0773089398622,,BIKE LANE,1W,,,,N/W,NO,NO,"2002","0"
"368000",07TH,07TH ST,"4",NO,0.0414985449863,,BIKE LANE,1W,,,,N/W,NO,NO,"2003","0"
"369000",07TH,07TH ST,"4",NO,0.0359282116995,,BIKE LANE,1W,,,,N/W,NO,NO,"2003","0"
"371000",07TH,07TH ST,"4",NO,0.119824511859,,BIKE LANE,1W,,,,N/W,NO,NO,"2001","0"
"372000",07TH,07TH ST,"4",NO,0.0428447249957,,BIKE LANE,1W,,,,N/W,NO,NO,"2000","0"
"373000",07TH,07TH ST,"4",NO,0.0770729130346,,BIKE LANE,1W,,,,N/W,NO,NO,"1999","0"
"374000",07TH,07TH ST,"3",NO,0.0660975924887,,BIKE LANE,1W,,,,N/W,NO,NO,"2000","0"
"374001",07TH,07TH ST,"3",NO,0.0429038020393,,BIKE LANE,1W,,,,N/W,NO,NO,"2002","0"
"374002",07TH,07TH ST,"3",NO,0.0110270006799,,BIKE LANE,1W,,,,N/W,NO,NO,"2002","0"
"375000",07TH,07TH ST,"4",NO,0.119717435973,,BIKE LANE,1W,,,,N/W,NO,NO,"1999","0"
"376000",07TH,07TH ST,"4",NO,0.120108313365,,BIKE LANE,2W,,,,N/W,NO,NO,"1998","0"
"376000",07TH,07TH ST,"4",NO,0.120108313365,,BIKE LANE,2W,,,,S/E,NO,NO,"1998","0"
"377000",07TH,07TH ST,"4",NO,0.0661221036688,,BIKE LANE,2W,,,,N/W,NO,NO,"2006","0"
"377000",07TH,07TH ST,"4",NO,0.0661221036688,,BIKE LANE,2W,,,,S/E,NO,NO,"2006","0"
"378000",07TH,07TH ST,"4",NO,0.06061341532,,BIKE LANE,2W,,,,N/W,NO,NO,"2002","0"
"378000",07TH,07TH ST,"4",NO,0.06061341532,,BIKE LANE,2W,,,,S/E,NO,NO,"2002","0"
"379000",07TH,07TH ST,"4",NO,0.0759944170203,,BIKE LANE,2W,,,,N/W,NO,NO,"1998","0"
"379000",07TH,07TH ST,"4",NO,0.0759944170203,,BIKE LANE,2W,,,,S/E,NO,NO,"1998","0"
"295000",05TH,05TH ST,"4",NO,0.0413754477173,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"295000",05TH,05TH ST,"4",NO,0.0413754477173,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"296000",05TH,05TH ST,"4",NO,0.0411225530567,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"296000",05TH,05TH ST,"4",NO,0.0411225530567,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"297000",05TH,05TH ST,"4",NO,0.0370975808104,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"297000",05TH,05TH ST,"4",NO,0.0370975808104,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"298000",05TH,05TH ST,"4",NO,0.0418253088864,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"298000",05TH,05TH ST,"4",NO,0.0418253088864,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"299000",05TH,05TH ST,"4",NO,0.0424381768623,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"299000",05TH,05TH ST,"4",NO,0.0424381768623,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"300001",05TH,05TH ST,"4",NO,0.0106042399766,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
