cnn_sgmt_pkey,street_name,full_street_name,class_code,duel_car_way_yn,corrected_length_miles,direction,facility_type,directionality,surface_type,barrier,innovation,orientation,sharrow,contraflow,install_year,duel_car_id
"136000",02ND,02ND ST,"4",NO,0.0364584164524,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"136000",02ND,02ND ST,"4",NO,0.0364584164524,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"137000",02ND,02ND ST,"4",NO,0.0410551658137,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"137000",02ND,02ND ST,"4",NO,0.0410551658137,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"6690000",HARNEY,HARNEY WAY,"4",NO,0.251613086923,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"6690000",HARNEY,HARNEY WAY,"4",NO,0.251613086923,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"6691000",HARNEY,HARNEY WAY,"4",NO,0.132441757834,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"6691000",HARNEY,HARNEY WAY,"4",NO,0.132441757834,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19583000",OLD MASON,OLD MASON ST,"4",NO,0.173116985403,,BIKE PATH,2W,,,,N/W,NO,NO,"2003","0"
"19583000",OLD MASON,OLD MASON ST,"4",NO,0.173116985403,,BIKE PATH,2W,,,,S/E,NO,NO,"2003","0"
"19591000",PARK,PARK BLVD,"5",NO,0.0422060267804,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19591000",PARK,PARK BLVD,"5",NO,0.0422060267804,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"180000",03RD,03RD ST,"3",NO,0.0705962724271,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"180000",03RD,03RD ST,"3",NO,0.0705962724271,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"181000",03RD,03RD ST,"3",NO,0.0557463024763,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"181000",03RD,03RD ST,"3",NO,0.0557463024763,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"138000",02ND,02ND ST,"4",NO,0.0627901946181,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"138000",02ND,02ND ST,"4",NO,0.0627901946181,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"139000",02ND,02ND ST,"4",NO,0.0570201515953,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"139000",02ND,02ND ST,"4",NO,0.0570201515953,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"140000",02ND,02ND ST,"4",NO,0.0784702290109,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"140000",02ND,02ND ST,"4",NO,0.0784702290109,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"141000",02ND,02ND ST,"4",NO,0.041363259524,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"141000",02ND,02ND ST,"4",NO,0.041363259524,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"142000",02ND,02ND ST,"4",NO,0.0249262995252,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"142000",02ND,02ND ST,"4",NO,0.0249262995252,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"143000",02ND,02ND ST,"4",NO,0.0166830710302,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"143000",02ND,02ND ST,"4",NO,0.0166830710302,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"144000",02ND,02ND ST,"4",NO,0.0187123878974,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"144000",02ND,02ND ST,"4",NO,0.0187123878974,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"145000",02ND,02ND ST,"4",NO,0.0177878425051,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"145000",02ND,02ND ST,"4",NO,0.0177878425051,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"146000",02ND,02ND ST,"4",NO,0.0415787336909,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"146000",02ND,02ND ST,"4",NO,0.0415787336909,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"147000",02ND,02ND ST,"4",NO,0.120437291591,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"147000",02ND,02ND ST,"4",NO,0.120437291591,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"148000",02ND,02ND ST,"4",NO,0.0725994160885,,BIKE LANE,2W,,,,N/W,NO,NO,"0","0"
"148000",02ND,02ND ST,"4",NO,0.0725994160885,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"6974000",HOLLOWAY,HOLLOWAY AVE,"4",NO,0.0492436144559,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2014","0"
"6974000",HOLLOWAY,HOLLOWAY AVE,"4",NO,0.0492436144559,,BIKE LANE,2W,,,,N/W,NO,NO,"2014","0"
"8011000",LAKE,LAKE ST,"5",NO,0.058967422208,,BIKE LANE,2W,,,,N/W,NO,NO,"1997","0"
"8011000",LAKE,LAKE ST,"5",NO,0.058967422208,,BIKE LANE,2W,,,,S/E,NO,NO,"1997","0"
"4184000",CLEMENT,CLEMENT ST,"5",NO,0.0587146424721,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2004","0"
"4184000",CLEMENT,CLEMENT ST,"5",NO,0.0587146424721,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2004","0"
"5334000",EVANS,EVANS AVE,"4",NO,0.0347034971355,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2006","0"
"5334000",EVANS,EVANS AVE,"4",NO,0.0347034971355,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2006","0"
"159000",03RD,03RD AVE,"5",NO,0.0134528077114,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2005","0"
"159000",03RD,03RD AVE,"5",NO,0.0134528077114,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2005","0"
"160000",03RD,03RD AVE,"5",NO,0.0627831787733,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2005","0"
"160000",03RD,03RD AVE,"5",NO,0.0627831787733,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2005","0"
"580000",14TH,14TH ST,"5",NO,0.060039876557,,BIKE LANE,2W,,,GREEN WAVE,N/W,NO,NO,"2000","0"
"580000",14TH,14TH ST,"5",NO,0.060039876557,,BIKE LANE,2W,,,GREEN WAVE,S/E,NO,NO,"2000","0"
"581000",14TH,14TH ST,"5",NO,0.0601057741211,,BIKE LANE,2W,,,GREEN WAVE,N/W,NO,NO,"2005","0"
"581000",14TH,14TH ST,"5",NO,0.0601057741211,,BIKE LANE,2W,,,GREEN WAVE,S/E,NO,NO,"2005","0"
"582000",14TH,14TH ST,"5",NO,0.0413839314662,,BIKE LANE,2W,,,GREEN WAVE,N/W,NO,NO,"2005","0"
"582000",14TH,14TH ST,"5",NO,0.0413839314662,,BIKE LANE,2W,,,GREEN WAVE,S/E,NO,NO,"2005","0"
"6692000",HARNEY,HARNEY WAY,"4",NO,0.0627981471087,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"6692000",HARNEY,HARNEY WAY,"4",NO,0.0627981471087,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"6659000",HAMPSHIRE,HAMPSHIRE ST,"5",NO,0.0569583868691,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"6659000",HAMPSHIRE,HAMPSHIRE ST,"5",NO,0.0569583868691,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"129000",02ND,02ND ST,"4",NO,0.0436813897548,,BIKE LANE,2W,GREEN PAINT,,,S/E,NO,NO,"0","0"
"129000",02ND,02ND ST,"4",NO,0.0436813897548,,BIKE LANE,2W,,,,N/W,NO,NO,"0","0"
"130000",02ND,02ND ST,"4",NO,0.0363340178418,,BIKE LANE,2W,,,,N/W,NO,NO,"0","0"
"130000",02ND,02ND ST,"4",NO,0.0363340178418,,BIKE LANE,2W,,,,S/E,NO,NO,"0","0"
"131000",02ND,02ND ST,"4",NO,0.0423356082149,,BIKE LANE,2W,GREEN PAINT,,,S/E,NO,NO,"0","0"
"131000",02ND,02ND ST,"4",NO,0.0423356082149,,BIKE LANE,2W,,,,N/W,YES,NO,"0","0"
"132000",02ND,02ND ST,"4",NO,0.0418784171157,,BIKE LANE,2W,,,,S/E,NO,NO,"0","0"
"132000",02ND,02ND ST,"4",NO,0.0418784171157,,BIKE LANE,2W,GREEN PAINT,,,N/W,NO,NO,"0","0"
"133000",02ND,02ND ST,"4",NO,0.0363402855807,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"133000",02ND,02ND ST,"4",NO,0.0363402855807,,BIKE LANE,2W,,,,S/E,NO,NO,"0","0"
"134000",02ND,02ND ST,"4",NO,0.0413140129797,,BIKE LANE,2W,GREEN PAINT,,,S/E,NO,NO,"0","0"
"134000",02ND,02ND ST,"4",NO,0.0413140129797,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"135000",02ND,02ND ST,"4",NO,0.0428534980039,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"0","0"
"135000",02ND,02ND ST,"4",NO,0.0428534980039,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"0","0"
"183000",03RD,03RD ST,"3",NO,0.0317310739573,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"183000",03RD,03RD ST,"3",NO,0.0317310739573,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"11011001",MIGUEL,MIGUEL ST,"5",NO,0.0140715340209,,BIKE ROUTE,2W,,,,N/W,YES,NO,"0","0"
"11011001",MIGUEL,MIGUEL ST,"5",NO,0.0140715340209,,BIKE ROUTE,2W,,,,S/E,YES,NO,"0","0"
"11011002",RICHLAND,RICHLAND AVE,"5",NO,0.152603244116,,BIKE ROUTE,2W,,,,S/E,YES,NO,"0","0"
"11011002",RICHLAND,RICHLAND AVE,"5",NO,0.152603244116,,BIKE ROUTE,2W,,,,N/W,YES,NO,"0","0"
"2180203",ALEMANY,ALEMANY BLVD,"5",YES,0.0344755312358,N/W,BIKE ROUTE,2W,,,,N/W,YES,NO,"2012","572"
"182000",03RD,03RD ST,"3",NO,0.0762643451216,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2010","0"
"182000",03RD,03RD ST,"3",NO,0.0762643451216,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2010","0"
"201000",03RD,03RD ST,"3",NO,0.0591563063086,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2012","0"
"201000",03RD,03RD ST,"3",NO,0.0591563063086,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2012","0"
"284000",05TH,05TH AVE,"5",NO,0.0654875248797,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2005","0"
"284000",05TH,05TH AVE,"5",NO,0.0654875248797,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2005","0"
"289000",05TH,05TH ST,"4",NO,0.0451481666791,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"289000",05TH,05TH ST,"4",NO,0.0451481666791,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"290000",05TH,05TH ST,"4",NO,0.0230936044937,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"290000",05TH,05TH ST,"4",NO,0.0230936044937,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"291000",05TH,05TH ST,"4",NO,0.0130849327175,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"291000",05TH,05TH ST,"4",NO,0.0130849327175,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"292000",05TH,05TH ST,"4",NO,0.0415339355949,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"292000",05TH,05TH ST,"4",NO,0.0415339355949,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"293000",05TH,05TH ST,"4",NO,0.042448218855,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"293000",05TH,05TH ST,"4",NO,0.042448218855,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"294000",05TH,05TH ST,"4",NO,0.0360962159867,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,N/W,YES,NO,"2009","0"
"294000",05TH,05TH ST,"4",NO,0.0360962159867,,BIKE ROUTE,2W,GREEN-BACKED SHARROWS,,,S/E,YES,NO,"2009","0"
"267001",04TH,04TH ST,"3",NO,0.0735145780807,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"267001",04TH,04TH ST,"3",NO,0.0735145780807,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"269000",04TH,04TH ST,"5",NO,0.0529268329225,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"269000",04TH,04TH ST,"5",NO,0.0529268329225,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"270002",04TH,04TH ST,"5",NO,0.0761592556668,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"270002",04TH,04TH ST,"5",NO,0.0761592556668,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"271000",04TH,04TH ST,"5",NO,0.0337221535574,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"271000",04TH,04TH ST,"5",NO,0.0337221535574,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19457000",LINCOLN,LINCOLN BLVD,"4",NO,0.0375766036614,,BIKE ROUTE,2W,,,,N/W,NO,NO,"1999","0"
"19980000",04TH,04TH ST,"5",NO,0.0288302759257,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19980000",04TH,04TH ST,"5",NO,0.0288302759257,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19981000",04TH,04TH ST,"5",NO,0.0604573078039,,BIKE ROUTE,2W,,,,N/W,YES,NO,"2011","0"
"19981000",04TH,04TH ST,"5",NO,0.0604573078039,,BIKE ROUTE,2W,,,,S/E,YES,NO,"2011","0"
"19982000",04TH,04TH ST,"5",NO,0.0439810685766,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19982000",04TH,04TH ST,"5",NO,0.0439810685766,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19983000",04TH,04TH ST,"5",NO,0.0645835087813,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19983000",04TH,04TH ST,"5",NO,0.0645835087813,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19984000",04TH,04TH ST,"5",NO,0.0614136149258,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19984000",04TH,04TH ST,"5",NO,0.0614136149258,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19985000",04TH,04TH ST,"5",NO,0.031344675547,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19985000",04TH,04TH ST,"5",NO,0.031344675547,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19986000",04TH,04TH ST,"5",NO,0.061928904819,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19986000",04TH,04TH ST,"5",NO,0.061928904819,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19987000",04TH,04TH ST,"5",NO,0.065115598195,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19987000",04TH,04TH ST,"5",NO,0.065115598195,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19988000",04TH,04TH ST,"5",NO,0.0650944625859,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19988000",04TH,04TH ST,"5",NO,0.0650944625859,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19989000",04TH,04TH ST,"5",NO,0.067457695268,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19989000",04TH,04TH ST,"5",NO,0.067457695268,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19911000",WEDEMEYER,WEDEMEYER ST,"5",NO,0.0852516057201,,BIKE PATH,2W,,,,S/E,NO,NO,"0","0"
"19911000",WEDEMEYER,WEDEMEYER ST,"5",NO,0.0852516057201,,BIKE PATH,2W,,,,N/W,NO,NO,"0","0"
"19912000",WEDEMEYER,WEDEMEYER ST,"5",NO,0.0833158257013,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19912000",WEDEMEYER,WEDEMEYER ST,"5",NO,0.0833158257013,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19913000",WEDEMEYER,WEDEMEYER ST,"5",NO,0.0822037997546,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19913000",WEDEMEYER,WEDEMEYER ST,"5",NO,0.0822037997546,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19916000",WEST PACIFIC,WEST PACIFIC AVE,"5",NO,0.868792372867,,BIKE PATH,2W,,,,N/W,NO,NO,"0","0"
"19916000",WEST PACIFIC,WEST PACIFIC AVE,"5",NO,0.868792372867,,BIKE PATH,2W,,,,S/E,NO,NO,"0","0"
"19939000",TOLL PLAZA TUNNEL,TOLL PLAZA TUNNEL,"0",NO,0.060367048444,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19939000",TOLL PLAZA TUNNEL,TOLL PLAZA TUNNEL,"0",NO,0.060367048444,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19902000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.141228458426,,BIKE LANE,2W,,,,N/W,NO,NO,"2011","0"
"19902000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.141228458426,,BIKE LANE,2W,,,,S/E,NO,NO,"2011","0"
"19903000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.133888280617,,BIKE LANE,2W,,,,N/W,NO,NO,"2010","0"
"19903000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.133888280617,,BIKE LANE,2W,,,,S/E,NO,NO,"2010","0"
"19904000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.282057670937,,BIKE LANE,2W,,,,N/W,NO,NO,"2009","0"
"19904000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.282057670937,,BIKE LANE,2W,,,,S/E,NO,NO,"2009","0"
"19905000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.0558775562874,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19905000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.0558775562874,,BIKE LANE,2W,,,,S/E,NO,NO,"0","0"
"19907000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.173600078787,,BIKE LANE,2W,,,,N/W,NO,NO,"2010","0"
"19907000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.173600078787,,BIKE LANE,2W,,,,S/E,NO,NO,"2010","0"
"19908000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.337746462732,,BIKE LANE,2W,,,,N/W,NO,NO,"2006","0"
"19908000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.337746462732,,BIKE LANE,2W,,,,S/E,NO,NO,"2006","0"
"19909000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.0614427161121,,BIKE LANE,2W,,,,N/W,NO,NO,"2006","0"
"12386000",TARAVAL,TARAVAL ST,"4",NO,0.0489406489747,,BIKE LANE,2W,,,,S/E,NO,NO,"2003","0"
"19909000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.0614427161121,,BIKE LANE,2W,,,,S/E,NO,NO,"2006","0"
"19910000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.174402900539,,BIKE LANE,2W,,,,N/W,NO,NO,"2009","0"
"19910000",WASHINGTON,WASHINGTON BLVD,"5",NO,0.174402900539,,BIKE LANE,2W,,,,S/E,NO,NO,"2009","0"
"19854000",MASON,MASON ST,"4",NO,0.0198577353389,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19854000",MASON,MASON ST,"4",NO,0.0198577353389,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19866002",UNNAMED 152,UNNAMED 152,"5",NO,0.0517033291984,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19866002",UNNAMED 152,UNNAMED 152,"5",NO,0.0517033291984,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19789000",UNNAMED 077,UNNAMED 077,"5",NO,0.0876719478288,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19649000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0379594182845,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19789000",UNNAMED 077,UNNAMED 077,"5",NO,0.0876719478288,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19790000",UNNAMED 077,UNNAMED 077,"4",NO,0.0372784550721,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19790000",UNNAMED 077,UNNAMED 077,"4",NO,0.0372784550721,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19683000",SHERIDAN,SHERIDAN AVE,"5",NO,0.0461876964545,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19683000",SHERIDAN,SHERIDAN AVE,"5",NO,0.0461876964545,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19596000",PATTEN,PATTEN RD,"5",NO,0.0673554525559,,BIKE PATH,2W,,,,S/E,NO,NO,"0","0"
"19596000",PATTEN,PATTEN RD,"5",NO,0.0673554525559,,BIKE PATH,2W,,,,N/W,NO,NO,"0","0"
"19684000",SHERIDAN,SHERIDAN AVE,"4",NO,0.0458455867559,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19684000",SHERIDAN,SHERIDAN AVE,"4",NO,0.0458455867559,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19685000",SHERIDAN,SHERIDAN AVE,"4",NO,0.025240743233,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19685000",SHERIDAN,SHERIDAN AVE,"4",NO,0.025240743233,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19686000",SHERIDAN,SHERIDAN AVE,"4",NO,0.0284782138624,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19686000",SHERIDAN,SHERIDAN AVE,"4",NO,0.0284782138624,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19687000",SHERIDAN,SHERIDAN AVE,"4",NO,0.0562707484811,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19687000",SHERIDAN,SHERIDAN AVE,"4",NO,0.0562707484811,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19642000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0811396253829,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19642000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0811396253829,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19643000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0186289910359,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19643000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0186289910359,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19644000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.148583883244,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19644000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.148583883244,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19645000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.100265358671,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19645000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.100265358671,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19646000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0780527139213,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19646000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0780527139213,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19647000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0273647227429,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19647000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0273647227429,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19648000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0478499017735,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19648000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0478499017735,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19649000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.0379594182845,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19650000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.12902972925,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19650000",PRESIDIO,PRESIDIO BLVD,"4",NO,0.12902972925,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19656000",RALSTON,RALSTON AVE,"5",NO,0.181423814656,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19656000",RALSTON,RALSTON AVE,"5",NO,0.181423814656,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19657000",RALSTON,RALSTON AVE,"5",NO,0.0975882042033,,BIKE ROUTE,2W,,,,N/W,NO,NO,"0","0"
"19657000",RALSTON,RALSTON AVE,"5",NO,0.0975882042033,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19578000",NORTH 15TH,NORTH 15TH AVE,"5",NO,0.0606923162131,,BIKE LANE,1W,,,BUFFERED BIKE LANE,N/W,NO,YES,"2010","0"
"19578000",NORTH 15TH,NORTH 15TH AVE,"5",NO,0.0606923162131,,BIKE ROUTE,1W,,,,S/E,YES,NO,"2010","0"
"19448000",LINCOLN,LINCOLN BLVD,"4",NO,0.131572483117,,BIKE ROUTE,2W,,,,S/E,NO,NO,"0","0"
"19448000",LINCOLN,LINCOLN BLVD,"4",NO,0.131572483117,,BIKE LANE,2W,,,,N/W,NO,NO,"0","0"
