cnn_sgmt_pkey,f_node_cnn_intrsctn_fkey,t_node_cnn_intrsctn_fkey,cyc_ntwrk_yn,speed_limit,pk_metered_cnt,pk_on_st_cnt,oneway_yn,daily_ride_qrt,facility_type,surface_type,sharrow
8337000,25911000,25921000,NO,25.0,0.0,29.0,YES,86934.0,,,
8338000,25921000,50320000,NO,25.0,0.0,12.0,YES,79071.0,,,
8339000,27091000,27044000,NO,25.0,0.0,0.0,NO,16754.0,,,
8340000,27044000,50560000,NO,25.0,0.0,0.0,NO,16461.0,,,
8341101,27178000,27181000,NO,25.0,0.0,,NO,29083.0,,,
8341201,27178000,27181000,NO,25.0,0.0,0.0,NO,29083.0,,,
8342101,27181000,27193000,NO,25.0,0.0,,NO,28767.0,,,
8342102,27193000,27194000,NO,35.0,0.0,,NO,27124.0,,,
8342201,27181000,33560000,NO,25.0,0.0,20.0,NO,23589.0,,,
8342202,33560000,27194000,NO,35.0,0.0,0.0,NO,24630.0,,,
8343101,27194000,27196000,NO,35.0,0.0,,NO,25350.0,,,
8343201,27194000,27196000,NO,35.0,0.0,0.0,NO,27457.0,,,
8344101,27196000,27087000,NO,35.0,0.0,,NO,25728.0,,,
8344201,27196000,27087000,NO,35.0,0.0,5.0,NO,25728.0,,,
8345101,27087000,27152000,NO,35.0,0.0,,NO,21678.0,,,
8345102,27152000,27153000,NO,35.0,0.0,,NO,23769.0,,,
8345201,27087000,33561000,NO,35.0,0.0,0.0,NO,21678.0,,,
8345202,33561000,27153000,NO,35.0,0.0,0.0,NO,23769.0,,,
8346101,27153000,27156000,NO,35.0,0.0,,NO,24176.0,,,
8346201,27153000,27156000,NO,35.0,0.0,0.0,NO,24176.0,,,
8347101,27156000,27157000,NO,35.0,0.0,,NO,24635.0,,,
8347201,27156000,27157000,NO,35.0,0.0,0.0,NO,24635.0,,,
8348101,27157000,27172000,NO,35.0,0.0,,NO,24825.0,,,
8348201,27157000,27172000,NO,35.0,0.0,0.0,NO,24825.0,,,
8349101,27172000,27175000,NO,35.0,0.0,,NO,25266.0,,,
8349201,27172000,27175000,NO,35.0,0.0,0.0,NO,25266.0,,,
8350101,27175000,27176000,NO,35.0,0.0,,NO,25466.0,,,
8350201,27175000,27176000,NO,35.0,0.0,0.0,NO,25466.0,,,
8351101,27176000,27261000,NO,35.0,0.0,,NO,24032.0,,,
8351201,27176000,27261000,NO,35.0,0.0,8.0,NO,24032.0,,,
8352101,27261000,27358000,NO,35.0,0.0,,NO,29615.0,,,
8352201,27261000,27358000,NO,35.0,0.0,0.0,NO,29615.0,,,
8353101,27358000,27361000,NO,35.0,0.0,,NO,35472.0,,,
8353201,27358000,27361000,NO,35.0,0.0,0.0,NO,35472.0,,,
8354101,27361000,27362000,NO,35.0,0.0,,NO,34844.0,,,
8354201,27361000,27362000,NO,35.0,0.0,0.0,NO,38545.0,,,
8355101,27362000,27373000,NO,35.0,0.0,,NO,40406.0,,,
8355201,27362000,27373000,NO,35.0,0.0,0.0,NO,40406.0,,,
8356101,27373000,27374000,NO,35.0,0.0,,NO,41719.0,,,
8356201,27373000,27374000,NO,35.0,0.0,,NO,43463.0,,,
8357101,27374000,27377000,NO,35.0,0.0,,NO,45485.0,,,
8357201,27374000,27377000,NO,35.0,0.0,,NO,45485.0,,,
8358101,27377000,27378000,NO,35.0,0.0,,NO,43100.0,,,
8358201,27377000,27378000,NO,35.0,0.0,0.0,NO,43100.0,,,
8359101,27378000,27419000,NO,35.0,0.0,,NO,44859.0,,,
8359201,27378000,27419000,NO,35.0,0.0,15.0,NO,44859.0,,,
8360101,27419000,27420000,NO,35.0,0.0,,NO,44646.0,,,
8360201,27419000,27420000,NO,35.0,0.0,0.0,NO,42552.0,,,
8361101,27420000,27423000,NO,35.0,0.0,,NO,40549.0,,,
8361201,27420000,27423000,NO,35.0,0.0,0.0,NO,38455.0,,,
8362101,27423000,27424000,NO,35.0,0.0,,NO,25152.0,,,
8362201,27423000,27424000,NO,35.0,0.0,0.0,NO,26914.0,,,
8363101,27424000,27435000,NO,35.0,0.0,,NO,28645.0,,,
8363201,27424000,27435000,NO,35.0,0.0,0.0,NO,28645.0,,,
8364101,27435000,27436000,NO,35.0,0.0,,NO,19593.0,,,
8364201,27435000,27436000,NO,35.0,0.0,0.0,NO,19593.0,,,
8365101,27436000,27439000,NO,35.0,0.0,,NO,17460.0,,,
8365201,27436000,27439000,NO,35.0,0.0,20.0,NO,17460.0,,,
8366101,27439000,27440000,NO,35.0,0.0,,NO,13877.0,,,
8366201,27439000,27440000,NO,35.0,0.0,20.0,NO,15619.0,,,
8367101,27440000,27719000,NO,35.0,0.0,,NO,13949.0,,,
8367201,27440000,27719000,NO,35.0,0.0,0.0,NO,13949.0,,,
8368101,27719000,27721000,NO,35.0,0.0,,NO,12190.0,,,
8368201,27719000,27721000,NO,35.0,0.0,0.0,NO,12190.0,,,
8369101,27721000,27722000,NO,35.0,0.0,,NO,13944.0,,,
8369201,27721000,27722000,NO,35.0,0.0,0.0,NO,13944.0,,,
8370101,27722000,27740000,NO,35.0,0.0,,NO,15628.0,,,
8370201,27722000,27740000,NO,35.0,0.0,0.0,NO,15628.0,,,
8371101,27740000,27741000,NO,35.0,0.0,,NO,17406.0,,,
8371201,27740000,27741000,NO,35.0,0.0,0.0,NO,17406.0,,,
8372101,27741000,27742000,NO,35.0,0.0,,NO,13913.0,,,
8372201,27741000,27742000,NO,35.0,0.0,0.0,NO,13913.0,,,
8373101,27742000,27745000,NO,35.0,0.0,,NO,15840.0,,,
8373201,27742000,27745000,NO,35.0,0.0,4.0,NO,13913.0,,,
8374101,27745000,27747000,NO,35.0,0.0,,NO,14090.0,,,
8374201,27745000,27747000,NO,35.0,0.0,0.0,NO,12163.0,,,
8375101,27747000,27790000,NO,35.0,0.0,,NO,12355.0,,,
8375201,27747000,27790000,NO,35.0,0.0,0.0,NO,10428.0,,,
8376101,27790000,27791000,NO,35.0,0.0,,NO,8686.0,,,
8376201,27790000,27791000,NO,35.0,0.0,25.0,NO,8686.0,,,
8377101,27791000,27792000,NO,35.0,0.0,,NO,8686.0,,,
8377201,27791000,27792000,NO,35.0,0.0,0.0,NO,8686.0,,,
8378101,27792000,27804000,NO,35.0,0.0,,NO,5230.0,,,
8378201,27792000,27804000,NO,35.0,0.0,0.0,NO,5230.0,,,
8379101,27804000,27805000,NO,35.0,0.0,,NO,3291.0,,,
8379201,27804000,27805000,NO,35.0,0.0,0.0,NO,3291.0,,,
8380101,27805000,27808000,NO,35.0,0.0,,NO,3920.0,,,
8380201,27805000,27808000,NO,35.0,0.0,0.0,NO,3920.0,,,
8381101,27808000,27809000,NO,35.0,0.0,,NO,3920.0,,,
8381201,27808000,27809000,NO,35.0,0.0,0.0,NO,3920.0,,,
8382101,27809000,27954000,NO,35.0,0.0,,NO,4724.0,,,
8382201,27809000,27954000,NO,35.0,0.0,16.0,NO,4724.0,,,
8383101,27954000,27955000,NO,35.0,0.0,,NO,6309.0,,,
8383201,27954000,27955000,NO,35.0,0.0,0.0,NO,5534.0,,,
8384101,27955000,27956000,NO,35.0,0.0,,NO,6309.0,,,
8384201,27955000,27956000,NO,35.0,0.0,0.0,NO,5534.0,,,
8385101,27956000,27957000,NO,35.0,0.0,,NO,5534.0,,,
8385201,27956000,27957000,NO,35.0,0.0,0.0,NO,5534.0,,,
8386101,27957000,27964000,NO,35.0,0.0,,NO,6347.0,,,
8386201,27957000,27964000,NO,35.0,0.0,0.0,NO,6347.0,,,
8387101,27964000,27965000,YES,35.0,0.0,,NO,6347.0,BIKE ROUTE,,NO
8387101,27964000,27965000,YES,35.0,0.0,,NO,6347.0,BIKE ROUTE,,NO
8387101,27964000,27965000,YES,35.0,0.0,,NO,6347.0,BIKE ROUTE,,NO
8387102,27965000,27942000,YES,35.0,0.0,,NO,6347.0,BIKE ROUTE,,NO
8387201,27964000,27942000,YES,35.0,0.0,,NO,6347.0,BIKE ROUTE,,NO
8387201,27964000,27942000,YES,35.0,0.0,,NO,6347.0,BIKE ROUTE,,NO
8387201,27964000,27942000,YES,35.0,0.0,,NO,6347.0,BIKE ROUTE,,NO
8388000,25674000,25672000,NO,25.0,0.0,0.0,YES,84045.0,,,
8389000,25672000,50679000,NO,25.0,0.0,0.0,YES,68732.0,,,
8392000,24458000,25917000,NO,25.0,6.0,17.0,YES,125789.0,,,
8393001,25917000,35011000,NO,25.0,2.0,,YES,117463.0,,,
8394000,25926000,25927000,NO,25.0,0.0,14.0,NO,85887.0,,,
8395000,25927000,25931000,NO,25.0,0.0,18.0,NO,99404.0,,,
8396001,25931000,34017000,NO,25.0,0.0,13.0,NO,98816.0,,,
8398000,51646000,28152000,NO,25.0,0.0,0.0,NO,15082.0,,,
8399000,21968000,33399000,NO,25.0,0.0,7.0,NO,29183.0,,,
8400000,33399000,21967000,NO,25.0,0.0,10.0,YES,32073.0,,,
8401000,21967000,21964000,NO,15.0,2.0,17.0,YES,29566.0,,,
8402000,21964000,21965000,NO,15.0,1.0,40.0,YES,30259.0,,,
8403000,33332000,21682000,NO,25.0,0.0,0.0,NO,60934.0,,,
8404000,21682000,21688000,NO,25.0,0.0,62.0,NO,78085.0,,,
8405000,21688000,21691000,NO,15.0,0.0,0.0,NO,45116.0,,,
8406000,21691000,21687000,NO,15.0,0.0,0.0,NO,64167.0,,,
8407000,21687000,21716000,NO,15.0,0.0,0.0,NO,81104.0,,,
8408000,21716000,21719000,NO,25.0,0.0,39.0,NO,74943.0,,,
8409000,21719000,21721000,NO,25.0,0.0,0.0,NO,65782.0,,,
8410000,21721000,21729000,NO,25.0,0.0,0.0,NO,57116.0,,,
8411000,21729000,21728000,NO,25.0,0.0,39.0,NO,87936.0,,,
8412000,21728000,21443000,NO,25.0,0.0,0.0,NO,80642.0,,,
8413000,21443000,21442000,NO,25.0,0.0,0.0,NO,90979.0,,,
8414000,23691000,23690000,NO,25.0,0.0,0.0,NO,46027.0,,,
8415000,26023000,26008000,NO,25.0,0.0,0.0,NO,42784.0,,,
8416000,35002000,21596000,NO,25.0,0.0,0.0,NO,7242.0,,,
8417000,21596000,22474000,NO,15.0,0.0,0.0,NO,7646.0,,,
8418000,22474000,22498000,NO,15.0,0.0,0.0,NO,4960.0,,,
8419000,27076000,27056000,NO,25.0,0.0,0.0,NO,61337.0,,,
8420000,27056000,50534000,NO,25.0,0.0,36.0,NO,42012.0,,,
8421000,33545000,26942000,NO,25.0,0.0,17.0,NO,,,,
8422000,26942000,26941000,NO,25.0,0.0,0.0,NO,20679.0,,,
8423000,26941000,26940000,NO,25.0,0.0,0.0,NO,25513.0,,,
8424000,26940000,26939000,NO,25.0,0.0,20.0,NO,25628.0,,,
8425000,26939000,26938000,NO,25.0,1.0,0.0,NO,30844.0,,,
8427000,51502000,50516000,NO,25.0,0.0,,NO,30729.0,,,
8428000,20392000,20390000,NO,25.0,0.0,0.0,NO,37889.0,,,
8429000,20390000,51980000,NO,25.0,0.0,0.0,NO,42988.0,,,
8430000,26208000,26207000,NO,25.0,0.0,0.0,NO,20196.0,,,
8431000,24819000,24870000,NO,25.0,0.0,24.0,YES,7155.0,,,
8432000,24870000,24876000,NO,25.0,0.0,0.0,YES,6865.0,,,
8433000,24876000,24879000,NO,25.0,0.0,0.0,YES,8038.0,,,
8435000,25373000,25371000,NO,25.0,0.0,0.0,NO,13940.0,,,
8436000,25371000,25383000,NO,25.0,0.0,0.0,NO,19320.0,,,
8437000,25383000,25382000,NO,25.0,0.0,0.0,NO,35305.0,,,
8438000,25382000,25398000,NO,25.0,0.0,0.0,NO,44939.0,,,
8439000,25398000,25449000,NO,25.0,0.0,0.0,NO,51188.0,,,
8440000,25449000,25453000,NO,25.0,0.0,0.0,NO,56489.0,,,
8441000,25453000,25464000,NO,25.0,0.0,0.0,NO,67120.0,,,
8442000,25464000,30035000,NO,25.0,1.0,0.0,NO,69009.0,,,
8443000,30035000,25465000,NO,25.0,0.0,7.0,NO,57871.0,,,
8444000,25465000,25469000,NO,25.0,0.0,0.0,NO,60877.0,,,
8445000,25469000,25520000,NO,25.0,1.0,0.0,NO,60877.0,,,
8446000,25520000,25521000,NO,15.0,0.0,0.0,NO,59275.0,,,
8447000,25521000,25530000,NO,15.0,0.0,43.0,YES,45708.0,,,
8448000,25530000,25568000,NO,25.0,0.0,,YES,43564.0,,,
8449000,25568000,25565000,NO,25.0,0.0,,YES,39173.0,,,
8450000,25565000,25566000,NO,25.0,0.0,0.0,YES,46414.0,,,
8451000,25566000,26691000,NO,25.0,0.0,0.0,NO,58549.0,,,
8452000,26691000,26696000,NO,25.0,0.0,37.0,NO,58824.0,,,
8453101,26696000,26699000,NO,30.0,0.0,,NO,62460.0,,,
8453201,26696000,26699000,NO,30.0,0.0,0.0,NO,66311.0,,,
8454101,26699000,26715000,NO,30.0,0.0,,NO,65510.0,,,
8454201,26699000,26715000,NO,30.0,0.0,0.0,NO,63503.0,,,
8455101,26715000,26721000,NO,30.0,0.0,,NO,59826.0,,,
8455201,26715000,26721000,NO,30.0,0.0,0.0,NO,59826.0,,,
8456101,26721000,26722000,NO,30.0,0.0,,NO,45072.0,,,
8456201,26721000,26722000,NO,30.0,0.0,0.0,NO,45072.0,,,
8457101,26722000,26737000,NO,30.0,0.0,,NO,47143.0,,,
8457201,26722000,26737000,NO,30.0,0.0,25.0,NO,47459.0,,,
8458101,26737000,26748000,NO,30.0,0.0,,NO,46879.0,,,
8458201,26737000,26748000,NO,30.0,0.0,0.0,NO,46879.0,,,
8459101,26748000,26751000,NO,30.0,13.0,,NO,49066.0,,,
8459201,26748000,26751000,NO,30.0,0.0,0.0,NO,49361.0,,,
8460101,26751000,26770000,NO,30.0,13.0,,NO,42038.0,,,
8460201,26751000,26770000,NO,30.0,11.0,25.0,NO,42333.0,,,
8461101,26770000,26965000,NO,30.0,9.0,,NO,44151.0,,,
8461201,26770000,26965000,NO,30.0,11.0,19.0,NO,44151.0,,,
8462101,26965000,26973000,NO,30.0,10.0,,NO,37295.0,,,
8462201,26965000,26973000,NO,30.0,10.0,16.0,NO,37295.0,,,
8463101,26973000,26974000,NO,30.0,12.0,,NO,23593.0,,,
8463201,26973000,26974000,NO,30.0,13.0,24.0,NO,26145.0,,,
8464101,26974000,26976000,NO,30.0,0.0,,NO,26312.0,,,
8464201,26974000,26976000,NO,30.0,1.0,10.0,NO,26687.0,,,
8465101,26976000,27000000,NO,30.0,0.0,,NO,20530.0,,,
8465201,26976000,27000000,NO,30.0,0.0,0.0,NO,20530.0,,,
8466000,27000000,27001000,NO,25.0,0.0,0.0,NO,21387.0,,,
8467000,27001000,27022000,NO,25.0,0.0,0.0,NO,17785.0,,,
8468000,27349000,27348000,NO,25.0,0.0,0.0,NO,16570.0,,,
8469000,27348000,27328000,NO,25.0,0.0,0.0,NO,23117.0,,,
8470000,21761000,21760000,NO,15.0,0.0,0.0,NO,86715.0,,,
8471000,21760000,21723000,NO,15.0,0.0,35.0,NO,80580.0,,,
8472000,21723000,21725000,NO,25.0,1.0,0.0,NO,72316.0,,,
8473000,21725000,21739000,NO,25.0,1.0,0.0,NO,68877.0,,,
8474000,21739000,21734000,NO,25.0,0.0,0.0,NO,68014.0,,,
8475000,21734000,33348000,NO,25.0,0.0,18.0,NO,70939.0,,,
8476000,33348000,21733000,NO,25.0,0.0,0.0,YES,78448.0,,,
8477000,21733000,21732000,NO,25.0,0.0,0.0,YES,96178.0,,,
8478000,21732000,21475000,NO,25.0,8.0,0.0,YES,82990.0,,,
8479000,32827000,32828000,NO,25.0,,,,,,,
8480000,28079000,32827000,NO,25.0,,,,,,,
8481000,32826000,28079000,NO,25.0,,,,,,,
8482000,50629000,22439000,NO,25.0,0.0,0.0,NO,25440.0,,,
8483000,20812000,20813000,YES,25.0,0.0,0.0,NO,31994.0,BIKE ROUTE,,YES
8483000,20812000,20813000,YES,25.0,0.0,0.0,NO,31994.0,BIKE ROUTE,,YES
8484000,20813000,20791000,YES,25.0,0.0,0.0,NO,30590.0,BIKE ROUTE,,YES
8484000,20813000,20791000,YES,25.0,0.0,0.0,NO,30590.0,BIKE ROUTE,,YES
8485000,20791000,20790000,YES,25.0,0.0,0.0,NO,42384.0,BIKE ROUTE,,YES
8485000,20791000,20790000,YES,25.0,0.0,0.0,NO,42384.0,BIKE ROUTE,,YES
8486000,20790000,20779000,YES,25.0,0.0,0.0,NO,32276.0,BIKE ROUTE,,YES
8486000,20790000,20779000,YES,25.0,0.0,0.0,NO,32276.0,BIKE ROUTE,,YES
8487000,22899000,22900000,NO,25.0,0.0,9.0,NO,23164.0,,,
8488000,22900000,22975000,NO,25.0,0.0,0.0,NO,23066.0,,,
8489000,50524000,27219000,NO,25.0,0.0,10.0,NO,85084.0,,,
8491000,22294000,33015000,NO,25.0,0.0,78.0,NO,11118.0,,,
8492000,33015000,22354000,NO,25.0,0.0,0.0,NO,5340.0,,,
8493000,22354000,22360000,NO,25.0,0.0,0.0,NO,5315.0,,,
8494000,22360000,22357000,NO,25.0,0.0,0.0,NO,15245.0,,,
8495000,22357000,33010000,NO,25.0,0.0,0.0,NO,16317.0,,,
8496000,33010000,22380000,NO,25.0,0.0,0.0,NO,15926.0,,,
8497000,22380000,22389000,NO,25.0,0.0,0.0,NO,31461.0,,,
8498000,22389000,22803000,NO,25.0,0.0,0.0,NO,28453.0,,,
8500000,22188000,22186000,NO,25.0,0.0,25.0,YES,60228.0,,,
8501000,22186000,22184000,NO,25.0,0.0,25.0,YES,55695.0,,,
8502000,22184000,22198000,NO,25.0,0.0,0.0,YES,48607.0,,,
8503000,21502000,21501000,NO,15.0,0.0,0.0,NO,28199.0,,,
8504000,21501000,21497000,NO,15.0,0.0,27.0,NO,28199.0,,,
8505000,21497000,21491000,NO,15.0,0.0,0.0,NO,28199.0,,,
8506000,21491000,21493000,NO,25.0,0.0,0.0,NO,20649.0,,,
8507000,21493000,51020000,NO,25.0,0.0,0.0,NO,16244.0,,,
8508000,27965000,27962000,NO,25.0,0.0,,NO,7907.0,,,
8509000,27962000,27959000,NO,25.0,0.0,,NO,8702.0,,,
8510000,27959000,27945000,NO,25.0,0.0,,NO,6331.0,,,
8511000,27945000,27944000,NO,25.0,0.0,,NO,6373.0,,,
8512001,27944000,35005000,NO,25.0,0.0,,NO,5028.0,,,
8512002,35005000,27943000,NO,35.0,0.0,,NO,7110.0,,,
8513000,27943000,27929000,NO,25.0,0.0,,NO,8906.0,,,
8514000,27929000,27926000,NO,25.0,0.0,,NO,8920.0,,,
8515000,27926000,23522000,NO,25.0,0.0,,NO,9239.0,,,
8516000,23522000,23520000,NO,25.0,0.0,,NO,7263.0,,,
8517000,23520000,23514000,NO,25.0,0.0,,NO,6898.0,,,
8518000,23514000,23513000,NO,25.0,0.0,,NO,6676.0,,,
8519000,23513000,23506000,NO,25.0,0.0,,NO,6019.0,,,
8520000,23506000,23505000,NO,25.0,0.0,,NO,5935.0,,,
8521000,23505000,23504000,NO,25.0,0.0,,NO,7189.0,,,
8522000,23504000,23497000,NO,25.0,0.0,,NO,6535.0,,,
8523000,23497000,23495000,NO,25.0,0.0,,NO,6535.0,,,
8524000,23495000,23496000,NO,25.0,0.0,,NO,5273.0,,,
8525000,26171000,26177000,NO,25.0,0.0,0.0,NO,18583.0,,,
8526000,26177000,26178000,NO,25.0,0.0,0.0,NO,22577.0,,,
8527000,26452000,50526000,NO,25.0,0.0,8.0,NO,55643.0,,,
8528000,23893000,50007000,NO,25.0,0.0,11.0,NO,15206.0,,,
8529000,23989000,23982000,NO,25.0,6.0,0.0,YES,28811.0,,,
8530000,23982000,23983000,NO,25.0,0.0,0.0,YES,28532.0,,,
8531000,20512000,20511000,NO,25.0,0.0,0.0,NO,33618.0,,,
8536000,51079000,22779000,NO,25.0,0.0,0.0,NO,5819.0,,,
8537000,23022000,22741000,YES,25.0,0.0,0.0,NO,37105.0,BIKE ROUTE,,NO
8537000,23022000,22741000,YES,25.0,0.0,0.0,NO,37105.0,BIKE ROUTE,,NO
8538000,22741000,22779000,YES,25.0,0.0,0.0,NO,12485.0,BIKE ROUTE,,NO
8538000,22741000,22779000,YES,25.0,0.0,0.0,NO,12485.0,BIKE ROUTE,,NO
8539000,22779000,22782000,YES,25.0,0.0,0.0,NO,5864.0,BIKE ROUTE,,NO
8539000,22779000,22782000,YES,25.0,0.0,0.0,NO,5864.0,BIKE ROUTE,,NO
8540000,21287000,50907000,NO,25.0,0.0,0.0,NO,71469.0,,,
8541000,28191000,21301000,NO,25.0,0.0,35.0,NO,78973.0,,,
8542000,21301000,21318000,NO,25.0,0.0,0.0,NO,108006.0,,,
8543000,30824000,26906000,NO,25.0,0.0,2.0,NO,95574.0,,,
8544000,26906000,26904000,NO,25.0,0.0,24.0,NO,86632.0,,,
8545000,26904000,51494000,NO,25.0,0.0,4.0,NO,85391.0,,,
8546000,27163000,27167000,NO,25.0,0.0,0.0,NO,17288.0,,,
8547000,25519000,50110000,NO,25.0,0.0,4.0,NO,41687.0,,,
8548000,23825000,23809000,NO,25.0,2.0,2.0,NO,57096.0,,,
8549000,21785000,21784000,YES,25.0,0.0,6.0,YES,85490.0,BIKE LANE,,NO
8549000,21785000,21784000,YES,25.0,0.0,6.0,YES,85490.0,BIKE LANE,,NO
8550000,21784000,21783000,YES,25.0,0.0,0.0,YES,82674.0,BIKE LANE,,YES
8550000,21784000,21783000,YES,25.0,0.0,0.0,YES,82674.0,BIKE ROUTE,,YES
8551000,25282000,25281000,NO,25.0,0.0,0.0,NO,66645.0,,,
8552000,23026000,23030000,NO,25.0,0.0,0.0,NO,24879.0,,,
8553000,23030000,23034000,NO,25.0,0.0,18.0,NO,31200.0,,,
8554000,26323000,26325000,NO,25.0,0.0,23.0,NO,46653.0,,,
8555000,26325000,26327000,NO,25.0,0.0,0.0,NO,50584.0,,,
8556000,26354000,26356000,NO,25.0,0.0,24.0,NO,62792.0,,,
8557000,26356000,26355000,NO,25.0,0.0,0.0,NO,53440.0,,,
8558000,26355000,26370000,NO,25.0,0.0,0.0,NO,59806.0,,,
8559000,26370000,26374000,NO,25.0,0.0,0.0,NO,68335.0,,,
8560000,26374000,26375000,NO,25.0,0.0,0.0,NO,61530.0,,,
8561000,26375000,26365000,NO,25.0,0.0,25.0,NO,50595.0,,,
8562000,26399000,32825000,NO,25.0,0.0,22.0,NO,85276.0,,,
8563000,26829000,26830000,NO,25.0,0.0,6.0,NO,62125.0,,,
8564000,26830000,26831000,NO,25.0,0.0,11.0,NO,65022.0,,,
8565000,26831000,26832000,NO,25.0,0.0,21.0,NO,87269.0,,,
8566000,26832000,26833000,NO,25.0,0.0,19.0,NO,87787.0,,,
8567000,26833000,26842000,NO,25.0,0.0,15.0,NO,80043.0,,,
8568000,26842000,26843000,NO,25.0,0.0,17.0,NO,43256.0,,,
8569000,26843000,26847000,NO,25.0,1.0,17.0,NO,46528.0,,,
8570000,26847000,26848000,NO,25.0,0.0,0.0,NO,34118.0,,,
8571000,26848000,26884000,NO,25.0,0.0,0.0,NO,34118.0,,,
8572000,26884000,26885000,NO,25.0,0.0,0.0,NO,28697.0,,,
8573000,26885000,26886000,NO,25.0,0.0,0.0,NO,7526.0,,,
8574000,26886000,26887000,NO,25.0,0.0,19.0,NO,7417.0,,,
8575000,26887000,30821000,NO,25.0,,,,,,,
8576000,30821000,26893000,NO,25.0,,,,,,,
8577000,26893000,26895000,NO,25.0,0.0,0.0,NO,5534.0,,,
8578000,26895000,26896000,NO,25.0,0.0,0.0,NO,5534.0,,,
8579000,26896000,26960000,NO,25.0,0.0,0.0,NO,9035.0,,,
8580000,26960000,27022000,YES,25.0,0.0,0.0,NO,14271.0,BIKE ROUTE,,YES
8580000,26960000,27022000,YES,25.0,0.0,0.0,NO,14271.0,BIKE ROUTE,,YES
8581000,27022000,27021000,YES,25.0,0.0,0.0,NO,17666.0,BIKE LANE,,NO
8581000,27022000,27021000,YES,25.0,0.0,0.0,NO,17666.0,BIKE LANE,,NO
8582000,27021000,27024000,YES,25.0,0.0,0.0,NO,13111.0,BIKE LANE,,NO
8582000,27021000,27024000,YES,25.0,0.0,0.0,NO,13111.0,BIKE LANE,,NO
8583000,27025000,27026000,NO,25.0,0.0,0.0,NO,11372.0,,,
8584000,30823000,51476000,NO,25.0,0.0,0.0,NO,1935.0,,,
8585000,51476000,33625000,NO,25.0,0.0,0.0,NO,1935.0,,,
8586000,33625000,27027000,NO,25.0,0.0,0.0,NO,1572.0,,,
8587000,50273000,25161000,NO,25.0,0.0,0.0,NO,159544.0,,,
8588000,24586000,24585000,NO,25.0,2.0,5.0,NO,73289.0,,,
8589000,50793000,28166000,NO,25.0,0.0,5.0,NO,17202.0,,,
8590000,21116000,21112000,NO,25.0,0.0,0.0,NO,19116.0,,,
8591000,25434000,25435000,NO,25.0,0.0,0.0,NO,70302.0,,,
8592000,25435000,25508000,NO,25.0,0.0,0.0,NO,42884.0,,,
8593000,20732000,20731000,NO,25.0,0.0,21.0,NO,23139.0,,,
8594000,20731000,20624000,NO,25.0,0.0,0.0,NO,21991.0,,,
8595000,20624000,20623000,NO,25.0,0.0,42.0,NO,19412.0,,,
8596000,23706000,23704000,NO,25.0,0.0,19.0,NO,29063.0,,,
8597000,21662000,21658000,NO,25.0,0.0,0.0,NO,22264.0,,,
8598001,21658000,35056000,NO,25.0,,,,,,,
8599001,35057000,21654000,NO,25.0,,,,,,,
8600000,21654000,21653000,NO,25.0,0.0,8.0,NO,19247.0,,,
8601000,21653000,21649000,NO,25.0,0.0,0.0,NO,16851.0,,,
8602000,21649000,20949000,NO,25.0,0.0,0.0,NO,11916.0,,,
8603000,21684000,21681000,NO,25.0,0.0,18.0,NO,62674.0,,,
8604000,21681000,21683000,NO,25.0,0.0,0.0,NO,68224.0,,,
8605000,21683000,21686000,NO,15.0,0.0,0.0,NO,60632.0,,,
8606000,21686000,21685000,NO,15.0,0.0,0.0,NO,62249.0,,,
8607000,21685000,21718000,NO,25.0,0.0,0.0,NO,73728.0,,,
8608000,21718000,21720000,NO,25.0,0.0,0.0,NO,64165.0,,,
8609000,21720000,21722000,NO,25.0,0.0,0.0,NO,54873.0,,,
8610000,21722000,21727000,NO,25.0,0.0,0.0,NO,79908.0,,,
8611000,21727000,21433000,NO,25.0,0.0,0.0,NO,81638.0,,,
8612000,21433000,21441000,NO,25.0,0.0,0.0,NO,87143.0,,,
8613000,21441000,21434000,NO,25.0,0.0,0.0,NO,84303.0,,,
8614000,22970000,22948000,NO,25.0,0.0,0.0,NO,15135.0,,,
8615000,22948000,22946000,NO,25.0,0.0,38.0,NO,13902.0,,,
8616101,22897000,22891000,NO,25.0,0.0,,NO,23091.0,,,
8616102,22891000,22888000,NO,25.0,0.0,,NO,27297.0,,,
8616201,22897000,22888000,NO,25.0,0.0,0.0,NO,25029.0,,,
8617000,22888000,22889000,NO,25.0,0.0,0.0,YES,31088.0,,,
8618000,22889000,22894000,NO,25.0,0.0,0.0,YES,30871.0,,,
8619101,22894000,22893000,NO,25.0,0.0,,NO,15587.0,,,
8619201,22894000,33584000,NO,25.0,0.0,5.0,NO,15587.0,,,
8619202,33584000,22893000,NO,25.0,0.0,0.0,NO,15587.0,,,
8620000,22893000,22960000,NO,25.0,0.0,0.0,YES,11275.0,,,
8621000,22960000,22962000,NO,25.0,0.0,0.0,NO,7510.0,,,
8622000,22962000,22968000,NO,25.0,0.0,0.0,NO,9282.0,,,
8623000,26739000,26738000,NO,25.0,0.0,0.0,NO,46343.0,,,
8624000,26738000,26753000,NO,25.0,0.0,23.0,NO,43936.0,,,
8625000,24648000,24649000,NO,25.0,6.0,0.0,YES,268980.0,,,
8626000,24649000,24906000,NO,25.0,8.0,0.0,YES,261544.0,,,
8627000,30728000,24557000,NO,25.0,20.0,9.0,NO,118612.0,,,
