gid,cnn_sgmt_pkey,street_name,street_type,full_street_name,street_layer,class_code,duel_car_way_yn,gis_length_miles,duel_car_way_id,corrected_length_miles,f_node_cnn_intrsctn_fkey,t_node_cnn_intrsctn_fkey,shape_length,sgmt_trnsprtn_pkey,daily_ride_qrt,daily_ride_eght,speed_avg_mta
191,100000,01ST,ST,01ST ST,STREETS,3,NO,0.043356253,0,0.043356255,30731000,24666000,88.37648116,100,143701,36333,
192,101000,01ST,ST,01ST ST,STREETS,3,NO,0.033331531,0,0.033331557,24666000,24564000,67.94193472,101,124386,27553,
193,102000,01ST,ST,01ST ST,STREETS,3,NO,0.017145618,0,0.017145586,24564000,24530000,34.94894716,102,118965,22658,
194,103000,01ST,ST,01ST ST,STREETS,3,NO,0.028235265,0,0.028235279,24530000,24563000,57.55348389,103,119853,19794,
195,104001,01ST,ST,01ST ST,STREETS,3,NO,0.023623285,0,0.02362328,24563000,54001000,48.15246351,104,82917,12656,
196,104002,01ST,ST,01ST ST,STREETS,3,NO,0.018227264,0,0.018227263,54001000,24542000,37.15339016,105,82433,24254,
197,105000,01ST,ST,01ST ST,STREETS,3,NO,0.035984939,0,0.03598495,24542000,24534000,73.34932316,106,81940,24254,
198,106000,01ST,ST,01ST ST,STREETS,3,NO,0.041566553,0,0.041566561,24534000,24532000,84.72606702,107,78643,22956,
199,107000,01ST,ST,01ST ST,STREETS,3,NO,0.043187326,0,0.043187328,24532000,24528000,88.02926498,108,62534,24511,
200,108001,01ST,ST,01ST ST,STREETS,3,NO,0.036458413,0,0.036458392,24528000,24526000,74.31319674,109,43461,17884,
201,110000,01ST,ST,01ST ST,STREETS,3,NO,0.040829697,0,0.040829748,24526000,24522000,83.22267838,110,46819,17896,
202,111000,01ST,ST,01ST ST,STREETS,3,NO,0.043455409,0,0.043455415,24522000,24500000,88.57418488,111,46359,2164,
203,112000,01ST,ST,01ST ST,STREETS,3,NO,0.036931806,0,0.03693178,24500000,24499000,75.27685654,112,44170,2164,
204,113000,01ST,ST,01ST ST,STREETS,3,NO,0.039401658,0,0.039401667,24499000,24494000,80.31065407,113,42885,1386,
205,114000,01ST,ST,01ST ST,STREETS,5,NO,0.053784061,0,0.053784071,24494000,50034000,109.6243576,114,42394,1386,
206,115001,DELANCEY,ST,DELANCEY ST,STREETS,5,NO,0.031676358,0,0.031676388,35003000,24478000,64.60200721,115,20206,0,
207,116001,DELANCEY,ST,DELANCEY ST,STREETS,5,NO,0.028172417,0,0.02817241,24478000,54007000,57.42049875,116,19420,0,
208,116002,DELANCEY,ST,DELANCEY ST,STREETS,5,NO,0.050007878,0,0.050007878,54007000,23600000,101.9245842,117,17987,0,
209,117000,DELANCEY,ST,DELANCEY ST,STREETS,5,NO,0.072120423,0,0.072120476,23600000,50091000,146.9924938,118,13063,0,
210,118000,02ND,AVE,02ND AVE,STREETS,5,NO,0.026467729,0,0.026467763,51403000,27579000,54.0605604,119,27927,9758,
211,119000,02ND,AVE,02ND AVE,STREETS,5,NO,0.091677766,0,0.091677731,27579000,27577000,187.2504705,120,36204,16813,
212,120000,02ND,AVE,02ND AVE,STREETS,5,NO,0.036767795,0,0.036767831,27577000,27565000,75.09673353,121,36204,17980,
213,121000,02ND,AVE,02ND AVE,STREETS,5,NO,0.129149017,0,0.129149015,27565000,27246000,263.7775853,122,80516,21840,
214,122000,02ND,AVE,02ND AVE,STREETS,5,NO,0.132828997,0,0.132829022,27246000,27231000,271.2867398,123,97110,40681,
215,123000,02ND,AVE,02ND AVE,STREETS,5,NO,0.133374019,0,0.133374031,27231000,27226000,272.3928098,124,89901,35654,
216,124000,02ND,AVE,02ND AVE,STREETS,5,NO,0.127986523,0,0.127986523,27226000,27224000,261.3830993,125,67077,7309,
217,125000,02ND,AVE,02ND AVE,STREETS,5,NO,0.128721111,0,0.12872114,27224000,27212000,262.8768074,126,34047,10596,
29,126000,02ND,AVE,02ND AVE,STREETS,5,NO,0.096677179,0,0.096677163,27212000,27210000,197.4317546,127,27857,10220,
30,127000,02ND,AVE,02ND AVE,STREETS,5,NO,0.065703295,0,0.065703277,27181000,27070000,134.1615483,128,29935,5029,
31,128000,02ND,AVE,02ND AVE,STREETS,5,NO,0.064817508,0,0.064817514,27070000,27068000,132.3511637,129,32437,15109,
32,129000,02ND,ST,02ND ST,STREETS,4,NO,0.043681366,0,0.04368139,30734000,24618000,89.0371419,130,179865,73208,
33,130000,02ND,ST,02ND ST,STREETS,4,NO,0.036334006,0,0.036334018,24618000,24605000,74.06037271,131,189071,73208,
34,131000,02ND,ST,02ND ST,STREETS,4,NO,0.042335618,0,0.042335608,24605000,24597000,86.29311978,132,179302,67625,
35,132000,02ND,ST,02ND ST,STREETS,4,NO,0.041878405,0,0.041878417,24597000,24594000,85.35866504,133,184753,14998,
36,133000,02ND,ST,02ND ST,STREETS,4,NO,0.036340292,0,0.036340286,24594000,24543000,74.0739867,134,163574,14796,
37,134000,02ND,ST,02ND ST,STREETS,4,NO,0.041314034,0,0.041314013,24543000,24540000,84.2094291,135,157739,9195,
38,135000,02ND,ST,02ND ST,STREETS,4,NO,0.042853507,0,0.042853498,24540000,24539000,87.34679608,136,116962,13251,
39,136000,02ND,ST,02ND ST,STREETS,4,NO,0.036458381,0,0.036458416,24539000,24535000,74.31143087,137,55550,11685,
40,137000,02ND,ST,02ND ST,STREETS,4,NO,0.041055177,0,0.041055166,24535000,24519000,83.6804241,138,58439,13118,
231,138000,02ND,ST,02ND ST,STREETS,4,NO,0.062790186,0,0.062790195,24519000,24511000,127.9807388,139,60659,18042,
232,139000,02ND,ST,02ND ST,STREETS,4,NO,0.057020139,0,0.057020152,24511000,24510000,116.2191118,140,62002,13781,
233,140000,02ND,ST,02ND ST,STREETS,4,NO,0.078470233,0,0.078470229,24510000,24492000,159.9384319,141,54567,18544,
234,141000,02ND,ST,02ND ST,STREETS,4,NO,0.041363242,0,0.04136326,24492000,24490000,84.30607941,142,45858,16579,
235,142000,02ND,ST,02ND ST,STREETS,4,NO,0.024926334,0,0.0249263,24490000,24489000,50.80433186,143,44981,15964,
236,143000,02ND,ST,02ND ST,STREETS,4,NO,0.016683027,0,0.016683071,24489000,24486000,34.00289898,144,43375,15964,
237,144000,02ND,ST,02ND ST,STREETS,4,NO,0.018712419,0,0.018712388,24486000,24484000,38.13905977,145,37933,11040,
238,145000,02ND,ST,02ND ST,STREETS,4,NO,0.017787842,0,0.017787843,24484000,24483000,36.25452472,146,38522,11040,
239,146000,02ND,ST,02ND ST,STREETS,4,NO,0.041578684,0,0.041578734,24483000,23803000,84.74379795,147,38522,12454,
240,147000,02ND,ST,02ND ST,STREETS,4,NO,0.120437304,0,0.120437292,23803000,23800000,245.4671455,148,30051,11616,
241,148000,02ND,ST,02ND ST,STREETS,4,NO,0.072599401,0,0.072599416,23800000,23589000,147.9638308,149,27487,2232,
242,150000,03RD,AVE,03RD AVE,STREETS,5,NO,0.029269787,0,0.0292698,51402000,27584000,59.78376225,150,23935,3194,
243,151000,03RD,AVE,03RD AVE,STREETS,5,NO,0.097599484,0,0.097599519,27584000,27583000,199.3452449,151,37590,11607,
244,152000,03RD,AVE,03RD AVE,STREETS,5,NO,0.030825482,0,0.030825447,27583000,27582000,62.95972901,152,37590,11607,
245,153000,03RD,AVE,03RD AVE,STREETS,5,NO,0.129113979,0,0.129114008,27582000,27247000,263.7060295,153,91965,22813,
246,154000,03RD,AVE,03RD AVE,STREETS,5,NO,0.133138665,0,0.133138665,27247000,27245000,271.9186446,154,95177,17776,
247,155000,03RD,AVE,03RD AVE,STREETS,5,NO,0.132987882,0,0.13298789,27245000,27236000,271.6043921,155,84415,13104,
248,156000,03RD,AVE,03RD AVE,STREETS,5,NO,0.128093792,0,0.12809384,27236000,27235000,261.6020426,156,87684,4448,24
249,157000,03RD,AVE,03RD AVE,STREETS,5,NO,0.128717322,0,0.128717307,27235000,27234000,262.8689344,157,37761,7815,
250,158000,03RD,AVE,03RD AVE,STREETS,5,NO,0.102635679,0,0.102635678,27234000,27233000,209.5998283,158,34549,8055,
251,159000,03RD,AVE,03RD AVE,STREETS,5,NO,0.013452794,0,0.013452808,33560000,27193000,27.45645641,159,27124,4837,
252,160000,03RD,AVE,03RD AVE,STREETS,5,NO,0.062783182,0,0.062783179,27193000,27081000,128.1987628,160,32292,4837,
253,161000,03RD,AVE,03RD AVE,STREETS,5,NO,0.064782131,0,0.064782131,27081000,27079000,132.2788415,161,30503,15051,
276,162000,03RD,AVE,03RD AVE,STREETS,5,NO,0.096204374,0,0.09620439,27079000,27065000,196.4369653,162,35628,14337,
254,163000,03RD,ST,03RD ST,STREETS,3,NO,0.050150307,0,0.050150324,30738000,24639000,102.3225184,163,267849,112427,
255,164000,03RD,ST,03RD ST,STREETS,3,NO,0.034418429,0,0.0344184,24639000,24616000,70.14798017,164,225064,111892,
256,165000,03RD,ST,03RD ST,STREETS,3,NO,0.042250034,0,0.042250027,24616000,24613000,86.11325351,165,249431,55134,
257,166000,03RD,ST,03RD ST,STREETS,3,NO,0.041157435,0,0.041157449,24613000,24609000,83.88586263,166,197387,36546,
258,167000,03RD,ST,03RD ST,STREETS,3,NO,0.078488071,0,0.078488092,24609000,24590000,159.9707558,167,211419,39746,
259,168000,03RD,ST,03RD ST,STREETS,3,NO,0.078863025,0,0.078863025,24590000,24587000,160.7448488,168,112688,25178,
260,169000,03RD,ST,03RD ST,STREETS,3,NO,0.041399649,0,0.041399663,24587000,24583000,84.38333427,169,85207,23882,
261,170000,03RD,ST,03RD ST,STREETS,3,NO,0.076593014,0,0.076593006,24583000,24592000,156.1102322,170,78895,31534,
262,171000,03RD,ST,03RD ST,STREETS,3,NO,0.043238695,0,0.043238724,24592000,24513000,88.12745182,171,82655,20157,
179,172000,03RD,ST,03RD ST,STREETS,3,NO,0.042245108,0,0.042245087,24513000,20657000,86.10216865,172,70143,9179,
180,173000,03RD,ST,03RD ST,STREETS,3,NO,0.035863168,0,0.0358632,20657000,23838000,73.09437943,173,76004,8302,
181,174000,03RD,ST,03RD ST,STREETS,3,NO,0.041666843,0,0.041666846,23838000,23831000,84.92308312,174,77413,12244,
182,175000,03RD,ST,03RD ST,STREETS,3,NO,0.025242888,0,0.025242867,23831000,23830000,51.44776804,175,53663,11594,
183,176000,03RD,ST,03RD ST,STREETS,3,NO,0.035157032,0,0.035157048,23830000,28061000,71.65416339,176,60621,18325,
184,177000,03RD,ST,03RD ST,STREETS,3,NO,0.033657963,0,0.033657952,28061000,23817000,68.59856155,177,61285,10673,
185,178000,03RD,ST,03RD ST,STREETS,3,NO,0.025733529,0,0.025733537,23817000,23811000,52.44749509,178,63026,11262,
186,179000,03RD,ST,03RD ST,STREETS,3,NO,0.120371534,0,0.120371514,23811000,23807000,245.3267168,179,70999,12059,
187,180000,03RD,ST,03RD ST,STREETS,3,NO,0.070596244,0,0.070596272,23807000,23799000,143.878792,180,53263,8117,
188,181000,03RD,ST,03RD ST,STREETS,3,NO,0.055746284,0,0.055746302,23799000,23796000,113.6120813,181,45762,9164,
189,182000,03RD,ST,03RD ST,STREETS,3,NO,0.076264356,0,0.076264345,23796000,23586000,155.4704274,182,37282,8575,
190,183000,03RD,ST,03RD ST,STREETS,3,NO,0.031731063,0,0.031731074,23586000,30021000,64.76225324,183,21931,7778,
277,184001,03RD,ST,03RD ST,STREETS,3,NO,0.120931075,0,0.120931089,30021000,34155000,246.9623557,184,16833,7875,
278,184101,03RD,ST,03RD ST,STREETS,3,YES,0.114764672,758,0.05703098,34155000,23579000,234.321623,185,15964,7973,
279,184201,03RD,ST,03RD ST,STREETS,3,YES,0.113359222,758,0.05703098,34155000,23579000,231.472988,186,15964,7973,
280,185101,03RD,ST,03RD ST,STREETS,3,YES,0.066976374,754,0.032821532,23579000,34157000,136.7339661,187,15964,195,
281,185102,03RD,ST,03RD ST,STREETS,3,YES,0.063201923,755,0.030706762,34157000,34159000,129.0337997,188,8089,7991,
282,185103,03RD,ST,03RD ST,STREETS,3,YES,0.033133078,757,0.015672348,34159000,34161000,67.63065715,189,12010,7894,31
283,185104,03RD,ST,03RD ST,STREETS,3,YES,0.128822333,876,0.052107029,34161000,34162000,263.0285643,190,15989,11815,31
284,185105,03RD,ST,03RD ST,STREETS,3,YES,0.133858704,756,0.052107029,34162000,23578000,273.3137614,191,19715,15794,31
285,185201,03RD,ST,03RD ST,STREETS,3,YES,0.066098087,754,0.032821532,23579000,34157000,134.9529231,192,15964,195,
286,185202,03RD,ST,03RD ST,STREETS,3,YES,0.063201923,755,0.030706762,34157000,34159000,129.0337872,193,8089,7991,
287,185203,03RD,ST,03RD ST,STREETS,3,YES,0.033133073,757,0.015672348,34159000,34161000,67.63064138,194,12010,7894,31
288,185204,03RD,ST,03RD ST,STREETS,3,YES,0.062823163,876,0.052107029,34161000,54090000,128.2767288,195,15989,7796,31
289,185206,03RD,ST,03RD ST,STREETS,3,YES,0.068932747,756,0.052107029,54091000,23578000,140.7296027,197,19715,15699,31
109,185207,03RD,ST,03RD ST,STREETS,5,YES,0.065999201,876,0.0329996,54090000,34162000,134.7518713,15490,,,
110,185208,03RD,ST,03RD ST,STREETS,5,YES,0.065999258,756,0.032999629,34162000,54091000,134.7590588,15491,,,
290,186101,03RD,ST,03RD ST,STREETS,3,YES,0.179870133,753,0.089933724,23578000,23572000,367.2557772,198,29786,17344,
291,186201,03RD,ST,03RD ST,STREETS,3,YES,0.179864737,753,0.089933724,23578000,23572000,367.2450518,199,29786,17344,
292,187101,03RD,ST,03RD ST,STREETS,3,YES,0.089869351,752,0.044845995,23572000,23570000,183.4712853,200,27777,10161,
293,187201,03RD,ST,03RD ST,STREETS,3,YES,0.089514634,752,0.044845995,23572000,23570000,182.7523927,201,27777,10161,
294,188101,03RD,ST,03RD ST,STREETS,3,YES,0.090491549,751,0.045052086,23570000,23567000,184.7384283,202,27766,18156,30
295,188201,03RD,ST,03RD ST,STREETS,3,YES,0.089716728,751,0.045052086,23570000,23567000,183.1681591,203,27766,18156,30
309,189101,03RD,ST,03RD ST,STREETS,3,YES,0.090054652,748,0.04508346,23567000,23564000,183.8424947,204,27869,18100,
310,189201,03RD,ST,03RD ST,STREETS,3,YES,0.090279181,748,0.04508346,23567000,23564000,184.2976882,205,27869,18100,
311,190101,03RD,ST,03RD ST,STREETS,3,YES,0.1783334,747,0.089278469,23564000,23555000,364.0786248,206,36451,17708,
312,190201,03RD,ST,03RD ST,STREETS,3,YES,0.178780474,747,0.089278469,23564000,23555000,364.9849519,207,36451,17708,
313,191101,03RD,ST,03RD ST,STREETS,3,YES,0.178301872,746,0.089364312,23555000,23551000,364.0005252,208,34066,16801,
314,191201,03RD,ST,03RD ST,STREETS,3,YES,0.17915533,746,0.089364312,23555000,23551000,365.7299024,209,34066,17560,
315,192101,03RD,ST,03RD ST,STREETS,3,YES,0.090496412,745,0.045259668,23551000,23550000,184.7247892,210,24577,15623,
316,192201,03RD,ST,03RD ST,STREETS,3,YES,0.090542225,745,0.045259668,23551000,23550000,184.8176544,211,24577,15623,
317,193101,03RD,ST,03RD ST,STREETS,3,YES,0.090399326,744,0.045199065,23550000,23541000,184.5237491,212,23270,15623,
318,193201,03RD,ST,03RD ST,STREETS,3,YES,0.090396917,744,0.045199065,23550000,23541000,184.5185932,213,23270,15623,
218,194101,03RD,ST,03RD ST,STREETS,3,YES,0.090573246,743,0.045253157,23541000,23536000,184.8725926,214,23270,15423,31
219,194201,03RD,ST,03RD ST,STREETS,3,YES,0.090439403,743,0.045253157,23541000,23536000,184.6012703,215,23270,15423,31
220,195101,03RD,ST,03RD ST,STREETS,3,YES,0.091431442,742,0.045634122,23536000,23535000,186.6292088,216,19311,15423,31
221,195201,03RD,ST,03RD ST,STREETS,3,YES,0.091104956,742,0.045634122,23536000,23535000,185.967635,217,19311,15423,31
222,196000,03RD,ST,03RD ST,STREETS,3,NO,0.08708372,0,0.087083724,23535000,20250000,177.7779532,218,22969,7647,
223,197101,03RD,ST,03RD ST,STREETS,3,YES,0.19835822,741,0.099336073,20250000,20247000,404.9081835,219,26008,15193,
224,197201,03RD,ST,03RD ST,STREETS,3,YES,0.198986088,741,0.099336073,20250000,20247000,406.179556,220,26008,15193,
225,198101,03RD,ST,03RD ST,STREETS,3,YES,0.076874418,738,0.038089807,20247000,20234000,156.900186,221,20738,7546,
226,198201,03RD,ST,03RD ST,STREETS,3,YES,0.075484744,738,0.038089807,20247000,20234000,154.0858522,222,20532,7546,
227,199101,03RD,ST,03RD ST,STREETS,3,YES,0.059195132,737,0.029399227,20234000,20240000,120.7877059,223,24597,12688,
228,199201,03RD,ST,03RD ST,STREETS,3,YES,0.058401795,737,0.029399227,20234000,20240000,119.1795098,224,24597,12688,
229,200101,03RD,ST,03RD ST,STREETS,3,YES,0.05398892,736,0.01796457,20240000,20244000,110.1558366,225,29826,16955,
230,200201,03RD,ST,03RD ST,STREETS,3,YES,0.015783345,736,0.01796457,20240000,20245000,32.18584508,226,24597,17221,
332,200202,03RD,ST,03RD ST,STREETS,3,YES,0.038015157,736,0.01796457,20245000,20244000,77.58270691,227,29826,9675,
333,201000,03RD,ST,03RD ST,STREETS,3,NO,0.059156293,0,0.059156306,20244000,20239000,120.7198351,228,34982,10691,
334,202101,03RD,ST,03RD ST,STREETS,3,YES,0.060221589,735,0.030092389,20239000,20238000,122.8690836,229,40270,14472,
335,202201,03RD,ST,03RD ST,STREETS,3,YES,0.060147912,735,0.030092389,20239000,20238000,122.7191362,230,40270,18818,
336,203101,03RD,ST,03RD ST,STREETS,3,YES,0.057739769,734,0.028927036,20238000,20231000,117.8042759,231,32910,18818,
337,203201,03RD,ST,03RD ST,STREETS,3,YES,0.05796838,734,0.028927036,20238000,20231000,118.2677909,232,33398,18818,
338,204101,03RD,ST,03RD ST,STREETS,3,YES,0.058380579,723,0.029247228,20231000,20227000,119.1106974,233,37357,20641,
339,204201,03RD,ST,03RD ST,STREETS,3,YES,0.05860828,723,0.029247228,20231000,20227000,119.5723634,234,37357,20641,
340,205101,03RD,ST,03RD ST,STREETS,3,YES,0.057912176,724,0.029012801,20227000,20229000,118.1535978,235,40027,16108,
341,205201,03RD,ST,03RD ST,STREETS,3,YES,0.058139051,724,0.029012801,20227000,20229000,118.6135848,236,40027,16554,
342,206101,03RD,ST,03RD ST,STREETS,3,YES,0.029966812,714,0.019525858,20229000,20230000,61.15337919,237,35497,16108,
343,206102,03RD,ST,03RD ST,STREETS,3,YES,0.028497774,714,0.019525858,20230000,20219000,58.12621634,238,38085,20273,
344,206201,03RD,ST,03RD ST,STREETS,3,YES,0.058690585,714,0.019525858,20229000,20219000,119.737803,239,39679,21173,
345,207101,03RD,ST,03RD ST,STREETS,3,YES,0.058108407,713,0.029110496,20219000,20223000,118.5515148,240,32545,20347,
346,207201,03RD,ST,03RD ST,STREETS,3,YES,0.058333569,713,0.029110496,20219000,20223000,119.0080188,241,33401,20793,
347,208101,03RD,ST,03RD ST,STREETS,3,YES,0.058061207,712,0.029086696,20223000,20224000,118.4539448,242,48512,20471,25
348,208201,03RD,ST,03RD ST,STREETS,3,YES,0.058285514,712,0.029086696,20223000,20224000,118.9087099,243,48512,20471,25
349,209101,03RD,ST,03RD ST,STREETS,3,YES,0.057723456,711,0.028845971,20224000,20213000,117.761492,244,50774,13187,
350,209201,03RD,ST,03RD ST,STREETS,3,YES,0.057660446,711,0.028845971,20224000,20213000,117.6345202,245,50774,17376,
351,210101,03RD,ST,03RD ST,STREETS,3,YES,0.0588677,710,0.029330045,20213000,20660000,120.0990492,246,54731,24443,
352,210201,03RD,ST,03RD ST,STREETS,3,YES,0.058452452,710,0.029330045,20213000,20660000,119.2569601,247,54731,27296,
353,211101,03RD,ST,03RD ST,STREETS,3,YES,0.058258232,709,0.029175053,20660000,20659000,118.8563753,248,50534,28851,
354,211201,03RD,ST,03RD ST,STREETS,3,YES,0.058441974,709,0.029175053,20660000,20659000,119.2291588,249,50534,28851,
355,212101,03RD,ST,03RD ST,STREETS,3,YES,0.057632867,708,0.028864332,20659000,33269000,117.5782747,250,52065,26358,
356,212201,03RD,ST,03RD ST,STREETS,3,YES,0.057824455,708,0.028864332,20659000,33269000,117.9670765,251,49494,28977,
357,213101,03RD,ST,03RD ST,STREETS,3,YES,0.058082996,707,0.029085769,33269000,20496000,118.4963624,252,51885,27284,
358,213201,03RD,ST,03RD ST,STREETS,3,YES,0.058260058,707,0.029085769,33269000,20496000,118.85534,253,54041,28839,
359,214101,03RD,ST,03RD ST,STREETS,3,YES,0.058121912,706,0.029109811,20496000,20498000,118.5745675,254,54332,24305,
360,214201,03RD,ST,03RD ST,STREETS,3,YES,0.058317301,706,0.029109811,20496000,20498000,118.9709726,255,54332,24305,
361,215101,03RD,ST,03RD ST,STREETS,3,YES,0.057647877,705,0.028867432,20498000,20500000,117.6091356,256,50978,22272,26
362,215201,03RD,ST,03RD ST,STREETS,3,YES,0.057821858,705,0.028867432,20498000,20500000,117.9609724,257,50978,22272,26
363,216101,03RD,ST,03RD ST,STREETS,3,YES,0.058210972,704,0.029159913,20500000,20502000,118.7500457,258,51824,22254,
364,216201,03RD,ST,03RD ST,STREETS,3,YES,0.058428623,704,0.029159913,20500000,20502000,119.1897162,259,51013,22254,
263,217101,03RD,ST,03RD ST,STREETS,3,YES,0.018332368,703,0.009139501,20502000,20508000,37.36772668,260,46204,22254,
264,217201,03RD,ST,03RD ST,STREETS,3,YES,0.018225674,703,0.009139501,20502000,20508000,37.15025275,261,46204,22254,
265,218101,03RD,ST,03RD ST,STREETS,3,YES,0.042843033,702,0.021485063,20508000,20507000,87.39187129,262,42607,21639,
266,218201,03RD,ST,03RD ST,STREETS,3,YES,0.043097177,702,0.021485063,20508000,20507000,87.90966299,263,42607,21271,
267,219101,03RD,ST,03RD ST,STREETS,3,YES,0.058140313,701,0.029122693,20507000,20504000,118.6042666,264,32141,20200,
268,219201,03RD,ST,03RD ST,STREETS,3,YES,0.058350421,701,0.029122693,20507000,20504000,119.0285587,265,32141,20200,
269,220101,03RD,ST,03RD ST,STREETS,3,YES,0.029586526,700,0.019360142,20504000,33263000,60.37240886,266,34728,20200,
270,220102,03RD,ST,03RD ST,STREETS,3,YES,0.028411123,700,0.019360142,33263000,20485000,57.94203258,267,37093,16638,
271,220201,03RD,ST,03RD ST,STREETS,3,YES,0.058163228,700,0.019360142,20504000,20485000,118.6480852,268,37934,20200,
272,221101,03RD,ST,03RD ST,STREETS,3,YES,0.057529834,699,0.028744417,20485000,20491000,117.3314539,269,29314,13665,
273,221201,03RD,ST,03RD ST,STREETS,3,YES,0.057447814,699,0.028744417,20485000,20491000,117.170481,270,29314,13665,
274,222101,03RD,ST,03RD ST,STREETS,3,YES,0.056962308,698,0.028481738,20491000,20493000,116.1785684,271,34663,19534,
275,222201,03RD,ST,03RD ST,STREETS,3,YES,0.056964692,698,0.028481738,20491000,20493000,116.1835104,272,34663,19534,
378,223101,03RD,ST,03RD ST,STREETS,3,YES,0.056088091,697,0.028048795,20493000,20517000,114.3944391,273,33745,11893,
379,223201,03RD,ST,03RD ST,STREETS,3,YES,0.056107045,697,0.028048795,20493000,20517000,114.4333479,274,33745,11893,
380,224101,03RD,ST,03RD ST,STREETS,3,YES,0.057494004,696,0.028744713,20517000,20489000,117.2615704,275,33897,14407,
381,224201,03RD,ST,03RD ST,STREETS,3,YES,0.05748489,696,0.028744713,20517000,20489000,117.2429421,276,34414,17697,
382,225101,03RD,ST,03RD ST,STREETS,3,YES,0.056795123,695,0.037331672,20489000,20515000,115.8632119,277,27653,15258,
383,225102,03RD,ST,03RD ST,STREETS,3,YES,0.054789126,695,0.037331672,20515000,20457000,111.7348882,278,33560,18483,
384,225201,03RD,ST,03RD ST,STREETS,3,YES,0.112405714,695,0.037331672,20489000,20457000,229.2645564,279,33560,18483,
385,226101,03RD,ST,03RD ST,STREETS,3,YES,0.05626277,694,0.028416093,20457000,20455000,114.7502424,280,27536,18837,28
386,226201,03RD,ST,03RD ST,STREETS,3,YES,0.057401594,694,0.028416093,20457000,20455000,117.0586812,281,30279,19281,28
387,227102,03RD,ST,03RD ST,STREETS,3,YES,0.033964311,693,0.020002843,20455000,34020000,69.28850642,282,30806,16803,
388,227103,03RD,ST,03RD ST,STREETS,3,YES,0.02554514,693,0.020002843,34020000,20472000,52.07911609,283,30806,18872,
389,227201,03RD,ST,03RD ST,STREETS,3,YES,0.060507638,693,0.020002843,20455000,20472000,123.3919117,284,30743,19301,
390,228101,03RD,ST,03RD ST,STREETS,3,YES,0.053981507,692,0.027109729,20472000,20471000,110.092749,285,31511,19252,
391,228201,03RD,ST,03RD ST,STREETS,3,YES,0.054457388,692,0.027109729,20472000,20471000,111.0548136,286,30743,19301,
392,229101,03RD,ST,03RD ST,STREETS,3,YES,0.055174956,691,0.02767487,20471000,20473000,112.5282633,287,25642,15298,
393,229201,03RD,ST,03RD ST,STREETS,3,YES,0.055524523,691,0.02767487,20471000,20473000,113.2352194,288,28002,15298,
394,230101,03RD,ST,03RD ST,STREETS,3,YES,0.056916047,690,0.019028602,20473000,20460000,116.0711347,289,31836,11269,
395,230201,03RD,ST,03RD ST,STREETS,3,YES,0.02042725,690,0.019028602,20473000,20475000,41.63247426,290,31836,11269,
396,230202,03RD,ST,03RD ST,STREETS,3,YES,0.036828275,690,0.019028602,20475000,20460000,75.12776759,291,35665,8044,
397,231101,03RD,ST,03RD ST,STREETS,3,YES,0.057291436,689,0.028589998,20460000,20466000,116.8373727,292,29554,7690,
398,231201,03RD,ST,03RD ST,STREETS,3,YES,0.057068506,689,0.028589998,20460000,20466000,116.3816585,293,33076,7690,
399,232101,03RD,ST,03RD ST,STREETS,3,YES,0.056694477,688,0.027667381,20466000,20467000,115.5216692,294,28113,4812,
400,232201,03RD,ST,03RD ST,STREETS,3,YES,0.053975074,688,0.027667381,20466000,20467000,109.9982403,295,28113,4812,
401,233101,03RD,ST,03RD ST,STREETS,3,YES,0.053775471,682,0.049105127,20467000,20465000,109.6057179,296,27147,2743,
402,233202,03RD,ST,03RD ST,STREETS,5,YES,0.142644985,682,0.049105127,20467000,53010000,290.7406609,297,36810,13691,
403,238000,04TH,AVE,04TH AVE,STREETS,5,NO,0.103736054,0,0.103736065,27588000,27587000,211.8790036,298,39009,10663,
319,239000,04TH,AVE,04TH AVE,STREETS,5,NO,0.024813901,0,0.02481391,27587000,27585000,50.68131159,299,41098,10663,
320,240000,04TH,AVE,04TH AVE,STREETS,5,NO,0.1290777,0,0.129077722,27585000,27250000,263.6313005,300,89370,14807,
321,241000,04TH,AVE,04TH AVE,STREETS,5,NO,0.133133363,0,0.133133359,27250000,27248000,271.9079188,301,92630,39699,
322,242000,04TH,AVE,04TH AVE,STREETS,5,NO,0.132914729,0,0.13291474,27248000,27242000,271.4545316,302,83614,38767,
323,243000,04TH,AVE,04TH AVE,STREETS,5,NO,0.128129744,0,0.128129738,27242000,27241000,261.6753423,303,87067,11072,
324,244000,04TH,AVE,04TH AVE,STREETS,5,NO,0.128784916,0,0.128784932,27241000,27238000,263.0068506,304,44002,16884,
325,245000,04TH,AVE,04TH AVE,STREETS,5,NO,0.108597298,0,0.108597313,27238000,27237000,221.7742508,305,46148,13778,
326,246000,04TH,AVE,04TH AVE,STREETS,5,NO,0.065735131,0,0.065735136,27194000,27082000,134.2263838,306,29798,5052,
327,247000,04TH,AVE,04TH AVE,STREETS,5,NO,0.064746877,0,0.064746897,27082000,27080000,132.2067732,307,37417,10230,
328,248000,04TH,AVE,04TH AVE,STREETS,5,NO,0.113565461,0,0.113565457,27080000,27072000,231.8855392,308,37417,13039,
329,249000,04TH,ST,04TH ST,STREETS,3,NO,0.046392127,0,0.046392124,24892000,24636000,94.55994499,309,236565,57393,
