Segment,Cluster
20428000,3
20429000,0
20430000,2
20431000,4
20432000,5
20433000,5
20434000,6
20436000,2
20438000,0
20439000,3
20441000,6
20442000,0
20443000,6
20444000,2
20445000,7
20446000,6
20447000,2
20448000,2
20449000,2
20450000,5
20451000,2
20452000,3
20453000,2
20454000,2
20455000,0
20456000,2
20457000,5
20458000,5
20459000,5
20460000,2
20461000,5
20463000,6
20465000,5
20466000,5
20467000,0
20469000,0
20470000,2
20471000,2
20472000,2
20473000,2
20475000,2
20476000,3
20477000,5
20478000,2
20479000,3
20480000,6
20481000,2
20482000,2
20483000,2
20484000,6
20485000,5
20486000,2
20487000,2
20488000,2
20489000,3
20490000,2
20491000,2
20492000,3
20493000,3
20494000,5
20495000,1
20496000,5
20497000,6
20498000,2
20499000,0
20500000,0
20501000,0
20502000,5
20503000,2
20504000,5
20505000,2
20506000,0
20507000,5
20508000,3
20510000,2
20511000,2
20512000,6
20513000,3
20514000,2
20515000,2
20517000,4
20520000,2
20521000,2
20522000,0
20523000,2
20524000,5
20525000,5
20526000,2
20527000,3
20528000,6
20529000,0
20530000,5
20531000,0
20532000,1
20533000,2
20534000,4
20535000,2
20537000,6
20538000,6
20539000,7
20540000,0
20541000,0
20542000,6
20546000,0
20548000,2
20550000,5
20552000,5
20554000,6
20555000,6
20556000,2
20557000,0
20558000,0
20559000,6
20560000,0
20561000,5
20562000,3
20563000,0
20564000,3
20565000,1
20566000,1
20568000,6
20569000,4
20570000,1
20571000,0
20572000,0
20573000,7
20574000,3
20575000,7
20576000,5
20577000,0
20578000,0
20579000,2
20580000,6
20581000,1
20582000,5
20583000,0
20584000,1
20585000,6
20586000,0
20587000,0
20588000,6
20589000,1
20590000,0
20591000,5
20592000,6
20593000,6
20594000,3
20596000,2
20597000,0
20598000,1
20599000,6
20600000,7
20601000,0
20602000,2
20603000,6
20604000,0
20606000,0
20608000,4
20609000,2
20610000,2
20612000,2
20613000,3
20614000,2
20615000,1
20617000,0
20618000,3
20619000,2
20620000,5
20621000,0
20622000,2
20623000,2
20624000,0
20625000,2
20626000,2
20628000,2
20631000,1
20633000,6
20637000,0
20638000,6
20639000,2
20640000,2
20641000,6
20642000,2
20643000,3
20644000,0
20645000,6
20646000,5
20647000,3
20650000,0
20651000,6
20652000,2
20653000,6
20654000,3
20655000,3
20656000,4
20657000,5
20659000,6
20660000,6
20661000,6
20662000,3
20663000,4
20664000,5
20665000,5
20666000,3
20667000,1
20668000,6
20669000,7
20670000,2
20671000,2
20672000,2
20673000,0
20674000,2
20675000,3
20676000,2
20677000,6
20679000,2
20680000,6
20681000,2
20682000,4
20683000,7
20684000,5
20687000,6
20688000,1
20690000,2
20691000,5
20692000,3
20694000,5
20695000,7
20696000,0
20697000,6
20700000,4
20703000,3
20704000,2
20707000,5
20708000,3
20712000,2
20716000,3
20717000,2
20723000,3
20724000,2
20725000,3
20726000,3
20727000,2
20730000,3
20731000,3
20732000,7
20733000,0
20734000,1
20735000,6
20736000,0
20737000,2
20738000,6
20739000,1
20740000,1
20741000,0
20742000,2
20743000,0
20744000,2
20745000,6
20747000,1
20748000,2
20749000,2
20751000,5
20753000,6
20754000,5
20755000,2
20756000,2
20757000,2
20758000,2
20759000,3
20760000,2
20761000,2
20762000,5
20763000,2
20764000,2
20765000,5
20766000,0
20767000,1
20769000,3
20770000,3
20771000,0
20772000,0
20773000,2
20776000,3
20777000,2
20779000,2
20783000,1
20785000,4
20788000,3
20790000,0
20791000,5
20793000,2
20794000,2
20795000,2
20796000,2
20798000,2
20799000,2
20800000,3
20801000,3
20802000,3
20803000,5
20804000,3
20805000,3
20806000,3
20807000,2
20808000,3
20809000,2
20810000,2
20811000,5
20812000,2
20813000,2
20814000,2
20815000,2
20816000,2
20817000,3
20820000,3
20821000,3
20822000,2
20824000,2
20825000,4
20827000,5
20828000,5
20830000,5
20831000,2
20833000,1
20834000,3
20835000,4
20837000,4
20838000,0
20841000,5
20842000,3
20843000,6
20844000,0
20846000,0
20847000,0
20851000,1
20852000,0
20853000,0
20854000,1
20855000,6
20856000,4
20858000,5
20859000,1
20861000,7
20863000,6
20864000,2
20865000,0
20866000,5
20867000,3
20868000,4
20869000,2
20870000,1
20871000,5
20872000,4
20874000,3
20875000,1
20876000,6
20877000,2
20878000,5
20879000,4
20880000,4
20881000,3
20882000,4
20883000,5
20884000,4
20885000,6
20886000,2
20887000,6
20888000,0
20889000,2
20890000,5
20891000,0
20892000,0
20893000,0
20894000,0
20895000,2
20896000,7
20897000,6
20899000,7
20900000,6
20901000,6
20902000,6
20903000,2
20904000,3
20905000,6
20907000,2
20908000,6
20909000,2
20910000,7
20911000,1
20912000,2
20913000,1
20914000,1
20915000,1
20916000,6
20917000,3
20918000,1
20919000,0
20920000,5
20921000,1
20922000,0
20923000,2
20924000,6
20925000,6
20926000,2
20927000,6
20928000,3
20929000,6
20930000,6
20931000,1
20932000,1
20934000,0
20935000,6
20936000,6
20938000,4
20939000,6
20941000,1
20942000,4
20943000,7
20944000,3
20945000,0
20948000,4
20949000,4
20950000,5
20952000,1
20953000,1
20954000,0
20955000,3
20957000,0
20959000,0
20960000,1
20961000,1
20962000,0
20963000,0
20964000,2
20965000,6
20966000,6
20967000,6
20968000,1
20969000,2
20970000,7
20972000,1
20973000,0
20974000,1
20976000,0
20978000,2
20979000,0
20980000,3
20981000,0
20982000,3
20983000,0
20984000,0
20985000,0
20986000,4
20987000,6
20988000,6
20989000,2
20990000,6
20991000,1
20992000,0
20994000,5
20996000,2
20999000,3
21000000,5
21002000,2
21003000,2
21004000,2
21006000,1
21007000,2
21008000,2
21009000,0
21010000,2
21011000,6
21012000,3
21013000,7
21017000,3
21018000,7
21020000,1
21021000,7
21022000,3
21023000,2
21026000,6
21029000,6
21030000,1
21033000,5
21036000,2
21037000,3
21039000,2
21043000,3
21044000,4
21045000,4
21046000,0
21047000,5
21048000,1
21050000,3
21051000,2
21052000,7
21053000,3
21054000,6
21055000,4
21056000,6
21057000,0
21058000,2
21059000,6
21060000,2
21061000,1
21062000,3
21063000,1
21064000,1
21065000,1
21066000,3
21067000,1
21068000,1
21069000,1
21070000,0
21071000,0
21073000,6
21074000,6
21075000,5
21076000,0
21077000,6
21078000,5
21079000,5
21080000,7
21081000,7
21082000,6
21084000,2
21085000,3
21086000,0
21087000,0
21088000,6
21089000,3
21090000,5
21091000,3
21092000,3
21093000,3
21095000,4
21096000,2
21097000,0
21099000,2
21102000,2
21103000,1
21105000,1
21106000,1
21107000,1
21108000,0
21109000,1
21110000,4
21111000,3
21112000,4
21113000,6
21114000,5
21115000,5
21116000,4
21117000,1
21118000,4
21119000,1
21120000,4
21122000,4
21123000,1
21124000,6
21125000,0
21126000,7
21127000,1
21128000,3
21129000,5
21130000,5
21131000,6
21132000,5
21133000,5
21134000,1
21135000,6
21136000,0
21137000,1
21139000,7
21140000,6
21141000,5
21142000,6
21143000,7
21144000,4
21146000,4
21147000,0
21148000,4
21149000,4
21150000,4
21151000,1
21153000,7
21154000,6
21155000,1
21156000,1
21159000,5
21161000,6
21162000,5
21164000,5
21165000,2
21166000,4
21168000,1
21170000,2
21171000,2
21172000,5
21173000,5
21174000,1
21175000,6
21176000,6
21177000,6
21178000,7
21180000,7
21181000,2
21183000,0
21184000,6
21185000,0
21186000,6
21187000,0
21188000,2
21189000,0
21190000,5
21191000,6
21193000,5
21195000,2
21197000,1
21198000,6
21199000,1
21200000,1
21201000,2
21202000,5
21203000,5
21204000,0
21205000,2
21206000,0
21207000,0
21210000,5
21211000,6
21212000,5
21213000,5
21214000,5
21215000,6
21216000,6
21217000,2
21218000,2
21219000,0
21220000,2
21221000,0
21222000,5
21223000,5
21224000,1
21225000,1
21228000,2
21229000,4
21230000,6
21231000,3
21232000,0
21233000,0
21234000,1
21235000,7
21236000,1
21237000,5
21239000,0
21240000,2
21242000,0
21243000,2
21244000,5
21245000,4
21246000,0
21248000,0
21249000,6
21250000,6
21251000,3
21252000,5
21253000,5
21254000,5
21255000,4
21256000,6
21257000,4
21258000,0
21259000,4
21260000,2
21261000,2
21262000,1
21263000,5
21264000,5
21265000,6
21266000,0
21268000,1
21272000,5
21274000,6
21275000,1
21278000,4
21279000,4
21280000,4
21281000,5
21282000,1
21283000,1
21285000,5
21286000,2
21287000,7
21288000,6
21290000,5
21291000,0
21293000,1
21295000,6
21296000,2
21298000,4
21299000,3
21301000,1
21303000,6
21304000,3
21305000,3
21306000,6
21307000,6
21308000,1
21309000,2
21310000,6
21313000,4
21314000,0
21315000,7
21316000,1
21317000,1
21318000,3
21319000,1
21320000,5
21321000,4
21322000,1
21323000,1
21324000,3
21325000,0
21326000,3
21327000,1
21328000,5
21329000,1
21330000,3
21331000,3
21332000,0
21333000,0
21334000,1
21335000,1
21337000,1
21338000,1
21339000,3
21340000,1
21341000,7
21342000,3
21343000,3
21344000,4
21345000,0
21346000,5
21347000,3
21348000,7
21349000,6
21350000,2
21351000,7
21352000,1
21353000,3
21354000,6
21355000,5
21359000,7
21361000,4
21362000,5
21364000,5
21366000,0
21369000,0
21370000,2
21371000,0
21372000,4
21373000,5
21374000,5
21377000,1
21379000,3
21382000,3
21383000,2
21384000,5
21385000,5
21386000,2
21387000,5
21388000,0
21389000,2
21390000,5
21391000,5
21392000,2
21393000,1
21394000,6
21395000,1
21396000,2
21397000,0
21398000,4
21399000,4
21400000,4
21401000,5
21402000,6
21403000,2
21404000,6
21405000,0
21406000,5
21407000,0
21408000,2
21409000,0
21410000,2
21411000,6
21412000,3
21414000,1
21415000,5
21416000,0
21418000,2
21419000,0
21420000,1
21421000,5
21422000,0
21423000,0
21424000,6
21425000,5
21426000,7
21427000,2
21428000,2
21429000,2
21430000,0
21431000,2
21432000,6
21433000,2
21434000,6
21435000,2
21437000,1
21438000,0
21439000,2
21440000,6
21441000,1
21442000,5
21443000,2
21444000,2
21447000,2
21449000,0
21452000,2
21453000,1
21454000,0
21456000,0
21457000,4
21459000,2
21460000,0
21461000,1
21465000,0
21466000,2
21467000,1
21468000,0
21469000,1
21470000,5
21471000,1
21472000,6
21473000,6
21474000,0
21475000,6
21476000,5
21477000,0
21478000,6
21479000,1
21480000,0
21481000,3
21483000,6
21484000,7
21485000,1
21486000,1
21487000,0
21488000,1
21489000,7
21491000,3
21493000,2
21494000,0
21495000,6
21496000,0
21497000,2
21499000,0
21500000,2
21501000,3
21502000,6
21503000,1
21505000,6
21506000,2
21507000,1
21508000,6
21509000,6
21510000,6
21511000,5
21512000,6
21513000,6
21515000,5
21516000,2
21517000,0
21519000,2
21520000,2
21522000,2
21523000,0
21524000,7
21525000,1
21526000,0
21527000,6
21528000,7
21529000,0
21531000,0
21537000,3
21538000,6
21539000,1
21540000,3
21541000,0
21542000,1
21543000,2
21544000,4
21545000,6
21547000,6
21548000,0
21549000,2
21550000,0
21551000,0
21552000,2
21553000,2
21554000,7
21555000,1
21556000,0
21557000,6
21558000,3
21560000,2
21561000,1
21562000,6
21564000,1
21565000,6
21566000,0
21568000,6
21569000,7
21570000,6
21571000,1
21575000,1
21577000,0
21578000,1
21579000,6
21580000,6
21581000,2
21582000,7
21583000,1
21584000,7
21588000,3
21589000,0
21592000,2
21593000,2
21594000,6
21596000,0
21597000,3
21598000,2
21600000,0
21602000,4
21603000,4
21605000,0
21607000,6
21608000,4
21610000,2
21611000,2
21612000,1
21613000,2
21615000,4
21616000,5
21618000,4
21619000,4
21621000,6
21622000,4
21624000,4
21625000,0
21626000,5
21627000,0
21628000,2
21631000,0
21632000,0
21633000,6
21634000,7
21635000,1
21636000,5
21637000,6
21638000,7
21639000,0
21640000,2
21641000,7
21642000,6
21643000,5
21644000,1
21645000,5
21646000,0
21647000,0
21648000,3
21649000,0
21650000,6
21651000,6
21652000,0
21653000,1
21654000,5
21657000,0
21658000,1
21659000,0
21660000,0
21661000,6
21662000,1
21663000,5
21664000,1
21665000,7
21666000,6
21667000,2
21668000,0
21669000,3
21674000,2
21675000,6
21678000,6
21679000,5
21680000,3
21681000,1
21682000,1
21683000,1
21684000,5
21685000,5
21686000,7
21687000,6
21688000,0
21689000,6
21690000,7
21691000,0
21693000,0
21694000,2
21695000,6
21696000,6
21697000,6
21699000,3
21701000,1
21702000,7
21703000,6
21704000,0
21705000,0
21706000,7
21708000,4
21709000,1
21710000,3
21711000,7
21712000,6
21713000,6
21714000,0
21715000,5
21716000,6
21717000,6
21718000,6
21719000,0
21721000,6
21722000,6
21723000,6
21724000,0
21725000,2
21726000,0
21727000,0
21728000,0
21729000,6
21730000,2
21731000,6
21732000,6
21733000,2
21734000,0
21735000,2
21736000,1
21737000,2
21738000,6
21739000,7
21740000,2
21741000,3
21742000,3
21743000,3
21744000,1
21745000,3
21746000,6
21747000,1
21748000,2
21749000,3
21750000,2
21751000,2
21752000,4
21753000,1
21754000,1
21755000,2
21757000,3
21758000,3
21759000,2
21760000,6
21761000,2
21762000,6
21763000,2
21764000,3
21765000,3
21766000,0
21767000,3
21768000,2
21769000,2
21771000,0
21772000,2
21773000,3
21774000,7
21775000,6
21776000,2
21777000,0
21778000,2
21779000,0
21780000,6
21781000,2
21782000,1
21783000,7
21784000,1
21785000,1
21786000,1
21787000,0
21788000,3
21789000,0
21790000,1
21791000,0
21792000,4
21795000,0
21796000,3
21798000,0
21799000,5
21800000,0
21801000,2
21802000,2
21803000,0
21804000,1
21805000,6
21806000,2
21808000,5
21809000,6
21810000,6
21811000,0
21812000,4
21813000,6
21814000,6
21815000,3
21816000,2
21817000,0
21818000,5
21819000,1
21820000,5
21821000,0
21823000,5
21825000,5
21826000,1
21827000,0
21829000,6
21831000,6
21832000,3
21835000,2
21836000,1
21837000,5
21838000,5
21839000,4
21840000,5
21841000,5
21843000,3
21844000,5
21846000,6
21847000,2
21848000,6
21849000,1
21850000,6
21852000,7
21854000,6
21855000,1
21856000,1
21858000,7
21859000,1
21860000,3
21862000,7
21863000,1
21865000,0
21866000,1
21868000,0
21869000,1
21870000,1
21871000,5
21872000,1
21873000,1
21874000,7
21875000,7
21876000,7
21877000,7
21878000,7
21879000,6
21880000,0
21881000,7
21883000,3
21884000,1
21885000,4
21886000,1
21887000,5
21888000,5
21889000,4
21890000,3
21891000,2
21892000,5
21893000,5
21894000,1
21895000,0
21896000,6
21897000,0
21898000,0
21899000,5
21900000,7
21901000,6
21902000,2
21903000,7
21904000,6
21905000,5
21906000,6
21907000,6
21908000,6
21909000,4
21910000,6
21911000,6
21912000,6
21913000,6
21915000,5
21916000,5
21917000,6
21918000,2
21920000,7
21921000,6
21922000,2
21923000,1
21924000,4
21927000,3
21928000,5
21929000,6
21930000,3
21931000,1
21932000,4
21933000,1
21934000,1
21935000,3
21936000,6
21937000,1
21938000,5
21939000,3
21940000,5
21941000,2
21942000,2
21943000,2
21944000,3
21945000,0
21946000,0
21947000,4
21948000,6
21949000,3
21950000,3
21953000,0
21954000,4
21955000,4
21956000,0
21958000,4
21959000,5
21960000,0
21961000,4
21962000,5
21963000,4
21964000,4
21965000,7
21966000,5
21967000,6
21968000,3
21969000,0
21971000,6
21972000,6
21973000,0
21974000,5
21977000,4
21978000,1
21979000,1
21981000,5
21983000,5
21984000,1
21985000,1
21986000,0
21987000,4
21988000,1
21990000,5
21991000,1
21992000,0
21993000,1
21994000,4
21995000,4
21996000,5
21997000,5
21998000,1
21999000,4
22000000,5
22001000,5
22002000,5
22003000,5
22004000,5
22005000,1
22006000,5
22007000,3
22008000,1
22010000,3
22012000,1
22013000,5
22014000,5
22015000,7
22017000,3
22019000,7
22020000,6
22021000,4
22022000,4
22023000,5
22024000,1
22025000,1
22026000,4
22027000,4
22028000,4
22029000,4
22030000,5
22031000,5
22034000,0
22035000,5
22036000,4
22037000,5
22038000,5
22039000,1
22040000,0
22042000,2
22043000,4
22044000,0
22045000,1
22046000,6
22047000,7
22048000,6
22049000,1
22050000,2
22052000,2
22053000,0
22055000,6
22057000,0
22058000,2
22059000,6
22060000,2
22063000,7
22064000,0
22067000,2
22068000,1
22069000,2
22070000,6
22071000,2
22072000,7
22073000,5
22074000,4
22075000,3
22076000,5
22077000,1
22078000,6
22079000,0
22081000,6
22082000,0
22084000,2
22088000,0
22089000,1
22091000,0
22092000,1
22093000,5
22094000,0
22095000,2
22097000,1
22098000,2
22099000,2
22100000,7
22101000,0
22102000,2
22104000,1
22105000,2
22106000,0
22107000,2
22108000,6
22109000,2
22110000,2
22111000,2
22112000,6
22113000,6
22114000,0
22115000,6
22116000,1
22117000,6
22118000,7
22119000,3
22120000,6
22122000,3
22123000,4
22124000,1
22125000,7
22128000,6
22131000,3
22132000,4
22133000,4
22134000,0
22138000,5
22139000,6
22140000,0
22141000,6
22142000,3
22143000,5
22148000,3
22149000,4
22150000,3
22151000,1
22152000,3
22153000,4
22154000,0
22155000,0
22156000,1
22157000,3
22158000,5
22159000,6
22160000,0
22161000,5
22162000,6
22163000,3
22164000,5
22165000,0
22166000,1
22167000,2
22168000,1
22169000,2
22171000,2
22172000,0
22174000,0
22176000,3
22177000,1
22178000,2
22179000,1
22180000,1
22181000,1
22182000,1
22183000,1
22184000,3
22185000,2
22186000,0
22188000,2
22189000,0
22190000,0
22191000,4
22192000,1
22193000,3
22195000,0
22196000,5
22198000,1
22199000,1
22200000,1
22201000,0
22203000,6
22204000,5
22205000,0
22206000,3
22208000,6
22209000,6
22210000,1
22211000,5
22212000,6
22213000,0
22214000,0
22217000,5
22218000,1
22219000,0
22220000,6
22221000,6
22222000,2
22223000,5
22225000,3
22228000,5
22229000,5
22230000,1
22231000,4
22232000,3
22233000,5
22235000,3
22236000,5
22237000,2
22238000,6
22239000,0
22240000,7
22241000,5
22242000,2
22243000,6
22244000,2
22245000,0
22246000,3
22247000,5
22248000,2
22249000,3
22250000,5
22251000,4
22252000,5
22253000,0
22254000,0
22255000,3
22256000,6
22257000,1
22258000,1
22259000,1
22260000,0
22261000,4
22264000,1
22265000,5
22266000,2
22267000,1
22268000,5
22269000,1
22270000,0
22271000,4
22272000,1
22273000,4
22274000,4
22275000,0
22276000,1
22277000,4
22278000,4
22279000,5
22281000,5
22282000,5
22284000,4
22285000,4
22286000,3
22287000,5
22289000,1
22290000,0
22291000,1
22293000,1
22294000,3
22295000,0
22296000,0
22298000,1
22300000,4
22301000,1
22302000,6
22303000,5
22304000,1
22305000,7
22307000,0
22308000,0
22311000,4
22312000,4
22313000,4
22314000,2
22316000,3
22318000,7
22320000,5
22322000,3
22324000,5
22325000,3
22328000,5
22329000,4
22331000,0
22333000,3
22334000,4
22335000,4
22336000,0
22337000,5
22338000,3
22339000,4
22341000,5
22343000,1
22344000,1
22345000,3
22346000,3
22347000,1
22348000,0
22349000,5
22351000,4
22352000,5
22353000,0
22354000,6
22355000,6
22356000,1
22357000,1
22358000,4
22359000,1
22360000,1
22361000,0
22362000,0
22363000,1
22364000,0
22365000,1
22366000,6
22368000,4
22369000,5
22370000,1
22371000,4
22372000,4
22373000,5
22374000,0
22375000,0
22376000,0
22377000,1
22378000,1
22379000,0
22380000,3
22381000,0
22382000,3
22383000,1
22384000,1
22386000,5
22387000,3
22388000,4
22389000,2
22391000,1
22397000,1
22401000,1
22402000,0
22404000,2
22405000,0
22406000,6
22407000,2
22408000,0
22409000,2
22410000,5
22411000,5
22413000,4
22414000,4
22415000,4
22416000,1
22417000,5
22418000,0
22419000,5
22420000,5
22421000,0
22422000,1
22423000,5
22424000,2
22425000,1
22426000,1
22427000,3
22431000,1
22432000,5
22433000,3
22435000,4
22436000,5
22437000,6
22439000,3
22441000,2
22443000,1
22444000,0
22445000,4
22446000,6
22448000,0
22449000,4
22452000,6
22455000,6
22456000,3
22457000,3
22459000,0
22460000,0
22461000,2
22463000,2
22464000,1
22465000,2
22466000,3
22469000,5
22470000,6
22471000,2
22472000,7
22473000,0
22474000,0
22475000,0
22476000,6
22477000,5
22479000,6
22480000,3
22481000,6
22482000,3
22483000,0
22484000,3
22486000,1
22487000,4
22490000,5
22491000,2
22492000,1
22493000,6
22494000,2
22495000,0
22496000,2
22497000,1
22498000,0
22499000,1
22500000,2
22509000,2
22511000,4
22512000,1
22513000,3
22515000,3
22516000,0
22517000,0
22520000,3
22522000,0
22523000,2
22524000,6
22525000,4
22527000,0
22528000,4
22530000,1
22531000,5
22533000,4
22534000,6
22536000,5
22537000,3
22539000,1
22543000,5
22544000,6
22545000,5
22546000,4
22548000,6
22549000,5
22551000,2
22554000,5
22555000,4
22556000,4
22561000,2
22563000,4
22564000,1
22565000,1
22566000,5
22567000,1
22568000,5
22570000,6
22572000,5
22573000,6
22574000,0
22575000,7
22576000,4
22577000,2
22578000,1
22579000,6
22580000,2
22581000,0
22582000,0
22583000,0
22584000,0
22585000,3
22586000,4
22587000,0
22588000,1
22589000,6
22590000,7
22591000,5
22592000,7
22593000,3
22594000,2
22595000,0
22596000,6
22597000,1
22598000,6
22600000,1
22601000,6
22604000,0
22605000,0
22606000,5
22607000,2
22609000,6
22610000,6
22611000,0
22612000,6
22613000,5
22614000,1
22615000,5
22616000,2
22617000,6
22618000,7
22619000,5
22620000,0
22621000,6
22622000,0
22623000,4
22625000,6
22626000,2
22627000,1
22628000,0
22629000,0
22630000,5
22631000,3
22634000,3
22635000,6
22636000,2
22637000,1
22639000,1
22640000,4
22641000,2
22642000,4
22643000,4
22644000,0
22645000,0
22646000,1
22647000,1
22648000,3
22649000,4
22650000,4
22651000,4
22653000,4
22654000,3
22655000,2
22656000,2
22659000,5
22661000,1
22662000,5
22663000,2
22665000,7
22666000,2
22667000,5
22668000,5
22669000,5
22670000,3
22673000,5
22674000,1
22676000,1
22677000,1
22678000,0
22679000,0
22680000,1
22681000,0
22682000,0
22683000,4
22684000,1
22686000,3
22687000,5
22688000,1
22689000,4
22690000,4
22691000,6
22692000,1
22693000,1
22694000,1
22695000,0
22696000,5
22697000,2
22698000,5
22699000,2
22700000,1
22702000,0
22703000,0
22704000,0
22705000,5
22706000,6
22707000,6
22708000,1
22709000,5
22710000,0
22711000,4
22712000,5
22713000,5
22714000,4
22715000,4
22716000,0
22717000,4
22718000,0
22719000,6
22720000,2
22721000,0
22722000,0
22723000,1
22724000,1
22725000,6
22726000,2
22727000,2
22728000,5
22729000,5
22730000,4
22731000,0
22732000,0
22733000,5
22734000,4
22735000,4
22736000,4
22737000,4
22739000,4
22740000,5
22741000,1
22743000,4
22744000,1
22745000,3
22746000,0
22747000,4
22748000,1
22749000,3
22751000,4
22752000,5
22753000,0
22754000,1
22755000,1
22756000,1
22757000,3
22758000,3
22759000,5
22760000,4
22762000,1
22763000,0
22764000,7
22765000,4
22766000,4
22767000,1
22768000,0
22769000,5
22770000,1
22771000,1
22772000,3
22773000,0
22774000,5
22775000,4
22776000,1
22777000,4
22778000,1
22779000,0
22781000,5
22782000,1
22786000,4
22787000,4
22788000,4
22789000,5
22790000,0
22791000,4
22792000,3
22795000,6
22796000,5
22797000,5
22798000,6
22799000,3
22800000,5
22801000,0
22803000,5
22804000,5
22805000,0
22807000,0
22808000,0
22809000,3
22810000,1
22811000,3
22813000,0
22815000,4
22816000,0
22817000,0
22818000,4
22819000,5
22821000,1
22823000,4
22825000,4
22826000,4
22827000,4
22828000,1
22830000,5
22831000,7
22832000,0
22833000,4
22835000,4
22836000,4
22837000,1
22839000,5
22840000,3
22841000,0
22842000,1
22843000,0
22844000,0
22845000,0
22846000,1
22847000,2
22851000,5
22852000,1
22854000,4
22855000,4
22856000,7
22857000,5
22859000,0
22860000,0
22861000,5
22862000,4
22863000,1
22864000,5
22865000,2
22867000,4
22868000,4
22871000,5
22872000,3
22873000,1
22875000,1
22876000,3
22877000,1
22878000,5
22879000,4
22880000,2
22881000,2
22882000,4
22883000,1
22885000,4
22886000,1
22888000,1
22889000,1
22890000,4
22891000,5
22892000,1
22893000,4
22894000,4
22895000,4
22896000,1
22897000,4
22898000,4
22899000,4
22900000,4
22901000,4
22902000,4
22903000,4
22904000,0
22905000,4
22907000,4
22908000,4
22909000,4
22910000,4
22911000,4
22913000,4
22914000,5
22915000,0
22916000,4
22917000,4
22918000,4
22919000,5
22920000,4
22921000,5
22922000,4
22923000,4
22924000,1
22926000,4
22927000,0
22928000,5
22929000,4
22930000,4
22931000,1
22932000,5
22933000,4
22935000,4
22936000,4
22937000,4
22938000,4
22939000,4
22940000,1
22941000,4
22943000,4
22944000,5
22945000,4
22946000,5
22947000,6
22948000,6
22949000,5
22950000,1
22951000,1
22952000,0
22953000,1
22954000,1
22955000,5
22956000,1
22957000,1
22958000,5
22960000,0
22961000,2
22962000,5
22963000,5
22964000,1
22965000,4
22967000,4
