latitude,longitude,Severity,Hour,Lane
37.77945872,-122.4023775,0,17,No
37.78377396,-122.4084121,0,18,Yes
37.79163084,-122.4411546,1,5,No
37.77187489,-122.4473349,0,0,No
37.78074902,-122.412242,0,0,Yes
37.78596341,-122.4945168,0,14,Yes
37.77626879,-122.4177611,0,14,Yes
37.75751356,-122.3960162,1,23,No
37.78303821,-122.4121444,0,7,No
37.74825533,-122.4136688,0,19,Yes
37.76189547,-122.4372987,0,15,No
37.76303087,-122.4262285,0,18,No
37.77188564,-122.4233968,2,8,Yes
37.72367236,-122.4551357,0,17,Yes
37.79117717,-122.400744,1,14,No
37.76853739,-122.4156138,0,12,Yes
37.78621073,-122.4053188,0,18,Yes
37.7698677,-122.4223648,0,20,No
37.77290912,-122.4221864,1,7,No
37.7710565,-122.4387091,2,17,No
37.7893245,-122.430551,0,15,No
37.78431101,-122.3951606,1,18,Yes
37.769502,-122.4133852,1,13,Yes
37.78202427,-122.4011597,1,10,No
37.78872519,-122.4020441,0,15,Yes
37.75913396,-122.4107585,1,13,No
37.77150059,-122.4051664,1,17,No
37.75223527,-122.4185137,0,18,No
37.80641092,-122.4368903,0,15,No
37.7858929,-122.4197387,1,8,Yes
37.71642647,-122.4312795,0,16,No
37.79746642,-122.4098995,1,9,Yes
37.7717791,-122.4405462,0,18,Yes
37.73229529,-122.4349928,0,16,No
37.76927927,-122.4201244,0,22,No
37.75983394,-122.4768139,1,19,No
37.77629925,-122.4200504,1,8,No
37.77848912,-122.4182266,1,15,Yes
37.77797142,-122.4093799,0,20,Yes
37.75445287,-122.4083428,1,14,No
37.77604429,-122.4295541,1,17,Yes
37.77941965,-122.4330855,1,8,No
37.77303605,-122.4219412,1,21,Yes
37.77836792,-122.3964786,1,8,No
37.78223395,-122.4416716,1,8,No
37.77466126,-122.4135852,1,16,Yes
37.78170479,-122.4189013,1,9,No
37.78165426,-122.4155052,1,17,Yes
37.78026013,-122.4185985,0,23,Yes
37.77290912,-122.4221864,1,21,No
37.78008727,-122.4005077,0,12,No
37.72361621,-122.4007847,1,7,No
37.78177542,-122.4902311,0,7,No
37.77188564,-122.4233968,2,12,Yes
37.74082931,-122.4491985,0,14,No
37.75698798,-122.4196891,0,19,No
37.77848912,-122.4182266,2,17,Yes
37.76933882,-122.4310782,2,22,Yes
37.76953479,-122.4506416,1,14,No
37.78749364,-122.397353,1,15,Yes
37.76363514,-122.4162273,1,18,Yes
37.75457056,-122.4015894,1,2,No
37.77293558,-122.4458902,1,14,Yes
37.7462414,-122.4246028,1,20,No
37.7698896,-122.4220225,1,14,No
37.79421604,-122.4030469,0,10,No
37.75767167,-122.4431625,2,18,No
37.77619041,-122.4585046,0,19,Yes
37.76792194,-122.4289861,1,1,No
37.77903213,-122.4018433,1,12,Yes
37.78422249,-122.4775093,1,15,No
37.77271287,-122.4407351,1,18,No
37.75981394,-122.4010875,0,19,No
37.77848912,-122.4182266,1,16,Yes
37.78137098,-122.4047724,1,10,Yes
37.76118879,-122.4300222,1,18,No
37.77733708,-122.4494283,0,8,Yes
37.77678712,-122.4140063,0,16,No
37.76981508,-122.4177532,0,21,No
37.72453317,-122.4592128,0,17,Yes
37.7710565,-122.4387091,1,16,No
37.79006435,-122.4002784,0,12,Yes
37.78814441,-122.4473121,0,10,No
37.81874902,-122.3690609,1,18,No
37.76920906,-122.4697582,1,16,No
37.73555356,-122.5035865,0,12,Yes
37.7902474,-122.4005553,1,16,Yes
37.78372378,-122.4142416,1,17,No
37.77126742,-122.4370456,0,18,No
37.7555025,-122.417659,0,21,Yes
37.78829362,-122.4025278,1,8,Yes
37.78047034,-122.4169476,1,23,Yes
37.75216679,-122.4196328,0,19,No
37.77299541,-122.4459024,0,20,No
37.78827958,-122.4001398,1,15,Yes
37.79298504,-122.396731,0,19,Yes
37.74470267,-122.4204633,1,23,No
37.77129635,-122.4054247,0,8,Yes
37.77188564,-122.4233968,1,0,Yes
37.76351476,-122.4781908,0,18,Yes
37.78267836,-122.4149629,2,12,No
37.75494434,-122.4187003,1,13,No
37.7408184,-122.4649487,1,7,Yes
37.7790246,-122.4286739,0,9,Yes
37.73440022,-122.4035786,0,7,No
37.7966829,-122.3954053,1,14,Yes
37.77376935,-122.4116101,0,0,No
37.76425159,-122.4113302,1,12,No
37.77500081,-122.4100741,0,18,Yes
37.79101665,-122.3991486,0,19,No
37.78682753,-122.4199279,2,19,Yes
37.73458098,-122.4735437,1,16,Yes
37.77085995,-122.4196949,0,15,No
37.74776192,-122.403561,0,12,Yes
37.71567255,-122.4394385,0,12,Yes
37.77808238,-122.4061504,0,8,Yes
37.80089648,-122.3991302,0,19,No
37.71863406,-122.4413178,0,8,Yes
37.77264947,-122.4150017,1,13,Yes
37.77031786,-122.4041975,1,9,Yes
37.79034992,-122.4224843,1,14,No
37.79665723,-122.395414,0,17,Yes
37.76010129,-122.4214252,0,8,No
37.76916522,-122.4535369,0,16,No
37.78417736,-122.410665,0,13,No
37.78325924,-122.4027082,1,2,No
37.76267071,-122.435188,1,8,Yes
37.77294372,-122.4458919,2,15,Yes
37.76813968,-122.4221992,1,1,Yes
37.79573345,-122.4234416,1,8,Yes
37.77973891,-122.4071595,1,20,No
37.79491792,-122.3935656,0,14,Yes
37.7800747,-122.4202472,1,18,No
37.73462557,-122.4751025,1,7,No
37.78661896,-122.4215701,1,0,Yes
37.77729986,-122.4196936,2,9,No
37.79822371,-122.39661,1,8,Yes
37.73651775,-122.4066678,0,8,Yes
37.77188564,-122.4233968,0,7,Yes
37.76156567,-122.4238007,1,20,No
37.77824088,-122.4141434,0,8,Yes
37.76618321,-122.4036579,0,10,Yes
37.80578627,-122.4422098,1,18,Yes
37.7868653,-122.4012443,0,15,No
37.77305345,-122.4186182,0,15,No
37.77636887,-122.4195063,0,21,No
37.74947244,-122.4997845,0,13,No
37.78427898,-122.4762635,1,0,No
37.7523291,-122.477415,1,14,Yes
37.805781,-122.4181,1,7,Yes
37.73151278,-122.4463927,1,15,No
37.80439856,-122.423123,0,13,No
37.75959524,-122.4213768,0,13,Yes
37.79356508,-122.4046134,2,22,No
37.75050583,-122.420507,0,7,No
37.76061067,-122.4393352,1,13,No
37.75233231,-122.4184539,1,17,No
37.77057992,-122.4424489,2,16,No
37.78599834,-122.4189026,2,22,No
37.7685849,-122.4178414,1,17,No
37.75853824,-122.4637802,2,16,No
37.76853739,-122.4156138,1,7,Yes
37.74890653,-122.4203537,1,16,No
37.76640577,-122.4242581,1,0,No
37.74167302,-122.5068655,1,11,No
37.76470412,-122.4254151,1,14,No
37.76799233,-122.4244152,1,21,No
37.77122592,-122.437373,0,15,No
37.7145672,-122.4426615,0,7,No
37.77066719,-122.4125267,0,8,Yes
37.77292745,-122.4458886,1,11,Yes
37.77400682,-122.4143219,2,7,No
37.76746975,-122.4289674,1,11,Yes
37.80667363,-122.4056588,1,11,No
37.77121899,-122.4374276,1,17,No
37.75581127,-122.4125476,1,22,Yes
37.7781257,-122.3918405,0,6,Yes
37.79939537,-122.435956,0,13,No
37.77316259,-122.4371938,2,22,Yes
37.77654089,-122.4175015,0,21,Yes
37.78149951,-122.4049333,0,17,Yes
37.79793965,-122.4067763,0,14,Yes
37.75753872,-122.4105265,0,16,No
37.7726592,-122.4068001,0,10,No
37.77438267,-122.4170317,1,14,No
37.77203201,-122.495972,1,21,No
37.755722,-122.4140167,0,8,Yes
37.78347389,-122.3882979,1,11,Yes
37.77188564,-122.4233968,0,7,Yes
37.78456014,-122.407337,1,16,Yes
37.75923379,-122.4158169,1,22,No
37.7828199,-122.4214025,1,13,No
37.77103204,-122.4538201,2,21,No
37.76403699,-122.4663106,0,16,No
37.7195137,-122.4444812,2,15,Yes
37.76939778,-122.4156061,1,14,Yes
37.78184339,-122.4107109,2,21,Yes
37.77501943,-122.419339,1,16,Yes
37.77432529,-122.4171041,1,9,Yes
37.78299271,-122.3999335,1,12,Yes
37.76331081,-122.482823,0,11,No
37.74007007,-122.424002,1,9,Yes
37.76813968,-122.4221992,0,7,Yes
37.79029016,-122.4001525,0,17,Yes
37.78868101,-122.3927158,0,13,Yes
37.78025254,-122.394094,0,11,No
37.78872115,-122.4020657,1,15,Yes
37.76311475,-122.4846185,1,13,No
37.78462091,-122.4688397,0,12,No
37.78917623,-122.401265,1,13,Yes
37.77302046,-122.4383131,0,8,Yes
37.77986129,-122.3895907,0,6,Yes
37.77037661,-122.4440395,0,8,No
37.7786512,-122.4169537,1,9,Yes
37.77345591,-122.4112234,0,20,No
37.76329977,-122.4217315,0,23,Yes
37.74900609,-122.3874338,3,14,No
37.77872802,-122.4721736,0,5,No
37.77569229,-122.3967504,1,16,Yes
37.7856858,-122.4213933,1,12,No
37.77662575,-122.4212354,1,12,No
37.76436586,-122.4588151,0,21,No
37.78073035,-122.402798,1,8,Yes
37.79744603,-122.4326832,2,7,No
37.78613126,-122.4054193,0,16,Yes
37.79101665,-122.3991486,1,12,No
37.78561596,-122.4059151,1,11,Yes
37.78289098,-122.4654924,1,11,No
37.77499179,-122.4100628,1,9,Yes
37.72600156,-122.4642202,1,20,Yes
37.77490283,-122.4310115,1,23,No
37.80561848,-122.4136042,1,13,No
37.7639629,-122.3878769,0,7,Yes
37.78431867,-122.4396847,1,9,No
37.7782532,-122.4347352,0,11,Yes
37.77334571,-122.4357515,1,17,Yes
37.7717753,-122.4330508,0,6,No
37.78434927,-122.4093092,0,16,No
37.77435867,-122.4202543,1,8,No
37.78993385,-122.4105697,0,20,No
37.74176468,-122.5046204,0,17,No
37.77339768,-122.4353324,1,14,No
37.71609356,-122.4698065,0,19,No
37.77603932,-122.4025241,0,19,No
37.7785051,-122.4056153,0,2,Yes
37.76196753,-122.4171789,1,8,No
37.77938189,-122.4022813,0,17,Yes
37.79096861,-122.4023804,0,16,No
37.77186925,-122.4140197,0,20,Yes
37.72660983,-122.5023319,0,12,No
37.76955451,-122.406085,1,17,Yes
37.78223057,-122.410292,0,9,No
37.79531294,-122.3979747,0,15,No
37.74776192,-122.403561,1,15,Yes
37.80065794,-122.4243026,0,17,No
37.77098286,-122.456764,0,16,Yes
37.78636728,-122.4538035,1,9,No
37.77967359,-122.4235413,1,10,No
37.77290912,-122.4221864,1,16,No
37.74871566,-122.4149686,2,20,No
37.76586799,-122.4310255,2,21,Yes
37.78949173,-122.3979176,0,7,No
37.71847613,-122.4394797,1,20,No
37.77293016,-122.4458891,0,16,Yes
37.80214803,-122.4179567,1,10,No
37.79017894,-122.4002936,1,12,Yes
37.7655476,-122.4114553,0,15,No
37.77578399,-122.458475,1,18,Yes
37.79706459,-122.4055129,1,7,No
37.76062927,-122.4126814,2,14,No
37.76491738,-122.4218864,0,9,No
37.77981399,-122.4299886,1,7,No
37.76179414,-122.4748549,2,21,No
37.76437351,-122.4308822,0,23,Yes
37.76416387,-122.4634201,1,18,No
37.77339821,-122.4658832,0,20,Yes
37.72294376,-122.4447632,0,13,No
37.78775665,-122.4201161,0,22,Yes
37.79171606,-122.3982644,1,9,No
37.77960128,-122.3980165,1,13,No
37.76924317,-122.4964335,1,10,Yes
37.77716566,-122.4104129,0,9,Yes
37.77769726,-122.4315956,2,6,Yes
37.76479739,-122.421875,1,18,Yes
37.78623093,-122.4548757,1,15,No
37.75908406,-122.4115798,1,22,No
37.76085043,-122.4962838,0,17,No
37.77749037,-122.4332187,0,21,Yes
37.75063965,-122.4182879,1,22,No
37.79215187,-122.4009419,1,10,Yes
37.77330383,-122.4680239,0,22,Yes
37.78489893,-122.4125245,1,12,No
37.80597737,-122.4183807,1,8,No
37.76611154,-122.4220023,1,17,Yes
37.77999354,-122.486878,1,20,No
37.77654089,-122.4175015,0,20,Yes
37.77002299,-122.4822111,0,15,Yes
37.72867748,-122.4252899,0,17,No
37.73099785,-122.4718334,0,17,No
37.77947326,-122.4167456,0,22,Yes
37.79502735,-122.4215828,1,14,Yes
37.75556828,-122.4165666,0,19,Yes
37.76831935,-122.4192249,1,15,Yes
37.76915207,-122.4341103,0,9,No
37.77746987,-122.4162617,1,15,No
37.7781257,-122.3918405,1,22,Yes
37.77396284,-122.438378,2,16,Yes
37.76552587,-122.5041169,0,18,Yes
37.76853618,-122.4156337,0,12,Yes
37.75210365,-122.4206648,0,19,No
37.76450712,-122.4218472,1,0,Yes
37.77975942,-122.3899036,1,18,Yes
37.7657833,-122.4075342,1,8,No
37.77499179,-122.4100628,1,0,Yes
37.80341264,-122.423275,0,17,Yes
37.73056444,-122.4295322,1,19,No
37.71221456,-122.4451784,1,16,No
37.77009808,-122.4537262,1,11,No
37.78153561,-122.4239178,1,16,No
37.75756949,-122.4233672,1,23,No
37.754776,-122.4175895,2,1,No
37.7653906,-122.4783242,1,16,Yes
37.78642032,-122.4704049,1,14,Yes
37.76913799,-122.4290978,0,1,No
37.75978449,-122.4779367,0,10,Yes
37.77977132,-122.4303234,0,7,No
37.77294372,-122.4458919,0,17,Yes
37.78142837,-122.432329,1,13,No
37.77514707,-122.4192556,0,9,No
37.78196077,-122.4206383,1,20,No
37.75210503,-122.418432,1,0,No
37.78649898,-122.4466478,0,7,Yes
37.77824834,-122.4198843,1,20,No
37.78646462,-122.4302878,1,17,Yes
37.74427418,-122.4389455,1,15,No
37.76510996,-122.4186984,0,1,No
37.7779193,-122.4298492,1,19,Yes
37.76653958,-122.4220438,0,8,No
37.76800643,-122.4244117,1,16,No
37.72927845,-122.3926245,0,12,Yes
37.76128957,-122.4283541,0,19,No
37.77024307,-122.4300736,0,9,No
37.75853818,-122.4637815,1,21,No
37.77514707,-122.4192556,1,1,No
37.79621896,-122.420135,1,19,No
37.7614251,-122.4193199,1,15,No
37.78145507,-122.4170855,0,8,Yes
37.7729956,-122.4459008,0,18,No
37.77851393,-122.4182318,1,14,Yes
37.73101993,-122.4718104,0,15,No
37.78934343,-122.3970483,1,17,No
37.72569215,-122.4751088,0,17,Yes
37.7900698,-122.390971,1,7,Yes
37.75390205,-122.4175059,0,17,No
37.7635595,-122.4771741,1,19,No
37.78144694,-122.4048675,1,13,Yes
37.78046987,-122.4125555,0,14,Yes
37.77273494,-122.4458495,1,13,Yes
37.76266813,-122.4321241,1,9,Yes
37.7851011,-122.4410243,1,11,No
37.76295848,-122.4273992,0,7,Yes
37.76967065,-122.4155492,0,15,Yes
37.77181713,-122.4016567,0,13,Yes
37.77281216,-122.4128242,0,7,No
37.76228997,-122.4013242,1,14,No
37.77074775,-122.4248526,0,18,No
37.78532043,-122.4062915,1,14,Yes
37.74229579,-122.4928369,1,14,No
37.75152682,-122.4956303,2,13,No
37.7551908,-122.4187239,1,18,No
37.76924515,-122.4079837,1,10,Yes
37.72162377,-122.4723224,1,9,Yes
37.76460024,-122.4264036,0,2,No
37.78782451,-122.4045786,0,18,No
37.78026013,-122.4185985,0,17,Yes
37.72431754,-122.4581914,2,1,No
37.76529839,-122.4155775,1,17,No
37.78393258,-122.4125953,2,2,No
37.78943368,-122.406957,0,0,Yes
37.76483924,-122.401599,2,18,No
37.77188564,-122.4233968,1,15,Yes
37.78684654,-122.4575124,1,17,Yes
37.76601707,-122.4036431,1,18,Yes
37.76853739,-122.4156138,0,17,Yes
37.78764185,-122.4034308,0,13,No
37.77014942,-122.4458215,1,12,No
37.78426859,-122.4099455,1,14,No
37.77250282,-122.4226197,0,13,Yes
37.77293016,-122.4458891,0,6,Yes
37.78026013,-122.4185985,2,22,Yes
37.73093844,-122.4105098,0,19,No
37.7833132,-122.4057429,0,22,No
37.7633904,-122.4810159,0,9,No
37.76297107,-122.4217,0,20,Yes
37.74954431,-122.4097618,0,19,No
37.76827365,-122.4199815,0,22,Yes
37.78764185,-122.4034308,1,11,No
37.75529478,-122.4209641,1,2,Yes
37.74228428,-122.4234524,0,6,No
37.74492368,-122.4203203,1,20,No
37.78121432,-122.4599983,0,22,No
37.77355433,-122.5036086,1,8,Yes
37.77195225,-122.4167202,1,14,No
37.77738819,-122.4264522,1,17,No
37.72424839,-122.429724,0,11,No
37.72573907,-122.4815603,2,12,No
37.73283296,-122.4048729,1,17,Yes
37.7203491,-122.3918703,1,14,No
37.77752169,-122.4099628,0,8,Yes
37.76987614,-122.4222329,1,21,No
37.77709023,-122.4585689,1,8,Yes
37.77268111,-122.4224754,1,15,Yes
37.77212353,-122.4378605,2,17,Yes
37.797249,-122.4057792,1,13,Yes
37.80489601,-122.4117665,0,13,No
37.75782548,-122.4799451,0,18,No
37.75969146,-122.5048018,1,10,No
37.77994149,-122.4558431,1,21,No
37.79427429,-122.426489,0,15,No
37.79243637,-122.4026816,1,14,No
37.7793025,-122.4340045,1,9,No
37.76532862,-122.4219263,0,8,Yes
37.77188564,-122.4233968,2,14,Yes
37.77003486,-122.431717,0,9,Yes
37.76269175,-122.4216733,2,17,Yes
37.77965963,-122.4387402,1,14,No
37.80516092,-122.4101362,1,14,No
37.78957192,-122.3884812,1,9,No
37.77124087,-122.4302743,0,15,No
37.78499201,-122.4591289,2,7,Yes
37.74252073,-122.4043063,0,5,Yes
37.7657833,-122.4075342,0,10,No
37.76310422,-122.4352258,0,16,No
37.77802661,-122.4138738,0,14,Yes
37.76329977,-122.4217315,0,2,Yes
37.77841628,-122.4099382,0,11,Yes
37.77831208,-122.3996483,0,12,No
37.7567213,-122.4378841,1,16,Yes
37.76680244,-122.3907972,0,18,No
37.78107223,-122.4474971,0,18,No
37.77388924,-122.4239471,2,16,No
37.77188564,-122.4233968,1,8,Yes
37.7831014,-122.4191817,1,11,No
37.76052794,-122.44093,1,15,No
37.76141728,-122.4834231,1,18,No
37.7858929,-122.4197387,1,9,Yes
37.74821854,-122.4158634,0,16,No
37.76867122,-122.4133962,1,0,Yes
37.78067164,-122.4121982,0,10,Yes
37.76736863,-122.4289358,0,13,No
37.76959116,-122.415577,0,9,No
37.77226591,-122.4291947,1,17,No
37.75705457,-122.4211321,1,2,Yes
37.72453317,-122.4592128,1,22,Yes
37.77872062,-122.4147347,0,12,Yes
37.72066911,-122.4466876,2,21,No
37.80526745,-122.4238086,1,14,Yes
37.76730689,-122.4531648,1,1,No
37.75012433,-122.3915733,1,9,Yes
37.73069349,-122.4356408,1,17,Yes
37.77438466,-122.4015181,1,9,No
37.76341522,-122.4804522,1,14,No
37.78328785,-122.4089522,1,20,Yes
37.78141785,-122.4324115,1,19,No
37.74716413,-122.4591585,0,17,Yes
37.76478127,-122.4241389,1,13,No
37.79088333,-122.4023629,1,19,No
37.7930603,-122.4011263,0,17,No
37.77078113,-122.4538522,1,18,No
37.7479193,-122.4202591,1,21,Yes
37.79533628,-122.3967441,0,12,No
37.76357024,-122.4173532,1,9,Yes
37.7236425,-122.4612121,1,15,No
37.78223057,-122.410292,1,9,No
37.79171606,-122.3982644,0,9,No
37.80559389,-122.4436512,0,13,Yes
37.7873249,-122.4385816,0,19,No
37.76183586,-122.4193593,0,16,No
37.77350033,-122.4648125,1,15,No
37.76619009,-122.4278258,0,9,No
37.77685589,-122.438177,1,13,No
37.77035062,-122.4292246,1,8,No
37.75262859,-122.4118998,0,20,No
37.76811154,-122.4155734,0,17,Yes
37.77170519,-122.4169146,0,18,No
37.72291375,-122.4468111,1,12,Yes
37.77188564,-122.4233968,2,23,Yes
37.78249042,-122.4156747,0,9,No
37.76416613,-122.5061915,1,13,No
37.76491738,-122.4218864,1,18,No
37.78215265,-122.41899,1,10,Yes
37.78908859,-122.4021098,0,15,Yes
37.75822683,-122.4257668,1,19,No
37.78636189,-122.4992117,1,12,Yes
37.77958444,-122.4167681,1,15,Yes
37.71121116,-122.4411303,1,19,No
37.76450761,-122.4286651,0,17,No
37.76586918,-122.4666397,1,17,No
37.77249834,-122.4226418,2,22,Yes
37.79187473,-122.3979753,1,8,Yes
37.72525955,-122.5030406,1,16,Yes
37.7719304,-122.4540832,1,18,No
37.77250282,-122.4226197,1,8,Yes
37.79321796,-122.4077351,1,9,Yes
37.79489065,-122.4215552,0,9,Yes
37.77264947,-122.4150017,1,17,Yes
37.75874761,-122.4168709,1,23,No
37.71584003,-122.4414887,2,12,No
37.70832812,-122.4498466,0,10,No
37.79696776,-122.4128857,1,19,Yes
37.79685078,-122.4138383,1,19,Yes
37.770771,-122.4884348,1,15,Yes
37.78942007,-122.3980083,1,9,No
37.78179824,-122.3883061,1,7,Yes
37.7815841,-122.4588823,2,16,Yes
37.79055979,-122.398604,1,19,No
37.73745474,-122.4752886,1,21,No
37.77881722,-122.4146877,0,21,Yes
37.78245048,-122.4392976,1,0,No
37.76584074,-122.4675126,1,17,No
37.7819867,-122.4517441,1,7,No
37.78151058,-122.415476,1,9,No
37.76626792,-122.4265385,0,17,No
37.77248135,-122.4648023,1,9,Yes
37.77943141,-122.4329932,1,18,No
37.75320106,-122.5000449,0,12,No
37.77593844,-122.4143456,0,8,No
37.76825817,-122.4531342,1,16,No
37.77567349,-122.3932041,0,17,Yes
37.76565756,-122.4287743,1,19,No
37.79706459,-122.4055129,1,12,No
37.77855633,-122.447561,0,21,Yes
37.76509751,-122.4189045,0,11,No
37.77258633,-122.4838151,1,10,No
37.7698677,-122.4223648,1,10,No
37.76800643,-122.4244117,0,13,No
37.80088675,-122.427825,0,20,No
37.78330849,-122.4394804,2,8,No
37.77293558,-122.4458902,1,17,Yes
37.74032804,-122.4232929,0,9,No
37.77294101,-122.4458913,1,13,Yes
37.78223057,-122.410292,0,20,No
37.76014755,-122.4206595,2,22,No
37.77107294,-122.4550565,1,18,Yes
37.78853582,-122.4064816,0,16,Yes
37.7136055,-122.4371119,1,17,No
37.77458714,-122.4810305,0,11,Yes
37.77246992,-122.4226294,0,13,Yes
37.76156567,-122.4238007,1,22,No
37.75235512,-122.4165409,0,13,No
37.77747114,-122.4180347,0,14,Yes
37.80414585,-122.4251095,0,12,No
37.7644826,-122.4074193,0,16,Yes
37.76518313,-122.4174866,1,14,No
37.74812528,-122.4202788,0,20,Yes
37.73566096,-122.3922137,1,12,No
37.73571646,-122.4428252,0,11,Yes
37.77188564,-122.4233968,1,15,Yes
37.76544761,-122.4131052,0,12,Yes
37.76049887,-122.4148419,0,14,No
37.76387943,-122.4609303,1,19,No
37.76946255,-122.4062134,0,15,Yes
37.734278,-122.4257918,1,20,No
37.77482479,-122.4241365,0,13,No
37.7892188,-122.4013893,1,18,Yes
37.77002983,-122.42238,1,16,Yes
37.77313349,-122.4374229,0,18,No
37.75594997,-122.4102373,0,15,Yes
37.77074775,-122.4248526,1,22,No
37.71425565,-122.4467791,1,6,No
37.76049887,-122.4148419,1,12,No
37.76288199,-122.4286361,0,10,Yes
37.77035179,-122.4121265,1,5,Yes
37.71415697,-122.4754751,1,7,No
37.77171679,-122.5028729,1,10,No
37.77189733,-122.4233656,1,9,Yes
37.76445795,-122.4074171,0,18,Yes
37.74715204,-122.4188773,0,9,No
37.7984297,-122.4022286,0,12,No
37.74805507,-122.4036062,3,14,Yes
37.77749037,-122.4332187,3,10,Yes
37.76951224,-122.4263182,1,16,Yes
37.7738187,-122.4585162,2,18,Yes
37.77188564,-122.4233968,1,2,Yes
37.77299541,-122.4459024,1,15,No
37.80023916,-122.4108336,1,1,No
37.76409086,-122.4130027,0,7,Yes
37.78470304,-122.4441549,1,7,No
37.78002327,-122.4358505,1,2,No
37.77459879,-122.4258885,1,15,No
37.80809626,-122.409051,1,19,No
37.78111713,-122.4272028,1,5,No
37.78372378,-122.4142416,0,3,No
37.76159621,-122.4260062,1,3,No
37.78296973,-122.4126808,0,13,No
37.7874627,-122.4452087,0,18,No
37.77664401,-122.4398442,0,23,No
37.80478354,-122.4370404,0,6,No
37.77153735,-122.4370488,1,19,No
37.78056792,-122.3905764,1,20,Yes
37.74726235,-122.3960086,1,19,Yes
37.79689996,-122.3957593,1,18,Yes
37.76142713,-122.4260765,0,16,No
37.78637309,-122.3956529,0,18,Yes
37.76464569,-122.4263817,0,22,No
37.76478345,-122.4241027,0,0,No
37.78709724,-122.3877949,0,16,No
37.80571312,-122.4204213,0,14,Yes
37.76607461,-122.402685,0,8,No
37.7249497,-122.4612105,1,19,No
37.76510996,-122.4186984,1,8,No
37.74332507,-122.4702374,1,9,No
37.77250282,-122.4226197,1,8,Yes
37.77550668,-122.4488515,0,20,No
37.73589035,-122.5061709,0,9,No
37.7879049,-122.440359,0,10,No
37.7909511,-122.4023768,1,5,No
37.76571546,-122.408663,0,14,No
37.7862401,-122.4020151,0,19,No
37.76201129,-122.4081992,1,12,No
37.72322233,-122.3952646,1,13,Yes
37.77893946,-122.4662842,1,9,Yes
37.77144905,-122.4703958,1,13,Yes
37.78403764,-122.4080512,0,9,Yes
37.7858929,-122.4197387,0,20,Yes
37.74166521,-122.3858977,3,15,Yes
37.78300408,-122.4124117,1,15,No
37.79557203,-122.4216928,1,13,Yes
37.77100577,-122.4196455,0,12,No
37.76653361,-122.4221426,1,17,No
37.76737275,-122.4727689,1,14,No
37.7635251,-122.419522,1,18,No
37.76596775,-122.478026,1,14,No
37.78123577,-122.4188085,2,8,No
37.75502908,-122.4254572,0,21,Yes
37.78703204,-122.4486035,0,10,No
37.78478505,-122.4212188,1,13,No
37.77851442,-122.4056035,0,14,Yes
37.78078185,-122.3996042,1,22,No
37.80646654,-122.4144727,0,17,Yes
37.78937811,-122.4011514,1,13,Yes
37.78039364,-122.4765553,1,13,No
37.7645345,-122.4218498,1,18,Yes
37.80165333,-122.4001191,0,17,No
37.72453317,-122.4592128,1,22,Yes
37.76966407,-122.4058527,1,14,Yes
37.76619864,-122.4276843,0,20,No
37.76800643,-122.4244117,1,8,No
37.78962044,-122.4204934,0,18,Yes
37.76344386,-122.4352569,0,21,No
37.77494494,-122.4101221,0,14,Yes
37.75197162,-122.4228788,1,21,No
37.76328051,-122.4217297,0,22,Yes
37.79117717,-122.400744,0,10,No
37.74879448,-122.406742,1,16,Yes
37.77239831,-122.4357164,0,8,Yes
37.74812329,-122.4034526,0,20,No
37.77484408,-122.4241292,2,1,No
37.77970729,-122.3899699,1,10,Yes
37.77005943,-122.4069893,0,23,No
37.77280049,-122.4474191,2,17,No
37.77220872,-122.4296442,1,21,No
37.78566542,-122.4196894,1,15,Yes
37.76945613,-122.429128,0,0,No
37.76800643,-122.4244117,1,13,No
37.79102656,-122.3990839,1,16,Yes
37.76537611,-122.4664042,0,17,No
37.78503681,-122.4004602,1,18,Yes
37.7455951,-122.4198858,1,18,No
37.76049101,-122.3885564,1,9,No
37.77407937,-122.437473,0,8,Yes
37.76317349,-122.4129244,1,9,Yes
37.77055371,-122.4250107,1,17,Yes
37.78354571,-122.4085501,0,16,Yes
37.79606828,-122.421793,1,16,Yes
37.77115833,-122.4527716,0,12,No
37.78138128,-122.4562957,1,15,No
37.72399973,-122.4850752,1,13,Yes
37.7869117,-122.3984235,1,17,Yes
37.7797375,-122.4587583,0,13,Yes
37.77333976,-122.399729,1,9,Yes
37.77292745,-122.4458886,0,16,Yes
37.78628222,-122.4994548,1,11,Yes
37.734146,-122.4984606,0,16,Yes
37.78027593,-122.4184744,1,9,Yes
37.78848964,-122.4219486,1,8,No
37.73185747,-122.3871665,1,19,Yes
37.77021017,-122.445345,1,21,No
37.78512118,-122.4333202,1,9,Yes
37.77842248,-122.4334073,0,15,Yes
37.76840527,-122.4178022,0,20,Yes
37.77220371,-122.4372349,0,0,No
37.76288604,-122.4285706,0,18,Yes
37.78153561,-122.4239178,1,15,No
37.78632906,-122.472185,1,18,No
37.79771621,-122.430559,0,8,No
37.78288534,-122.4427931,1,20,No
37.78216927,-122.4189933,0,13,No
37.79325186,-122.3987598,0,13,No
37.77875221,-122.4716386,0,6,No
37.77069808,-122.4123935,1,8,No
37.77629475,-122.4084103,1,11,Yes
37.77299541,-122.4459024,1,9,No
37.77499175,-122.4131611,1,11,No
37.77059663,-122.4032019,1,7,Yes
37.7715951,-122.4225263,1,17,Yes
37.75889599,-122.41469,0,15,No
