case,latitude,longitude,collision_time
2917377,37.78223057,-122.410292,13:03
2917396,37.74803062,-122.4900088,18:35
2917416,37.71863406,-122.4413178,13:28
2917424,37.75544622,-122.3870659,06:10
2917588,37.77247397,-122.4147839,17:06
2922324,37.7732478,-122.4289901,19:22
2945607,37.78181551,-122.401424,18:59
2945657,37.73959403,-122.4069932,13:56
2945670,37.76977179,-122.4040104,08:24
2947710,37.7694982,-122.4509285,13:14
2947922,37.71647847,-122.4410254,20:08
2947938,37.77502758,-122.4713731,17:10
2947941,37.78026013,-122.4185985,21:59
2947945,37.77890983,-122.4220786,22:00
2947977,37.76958608,-122.4075874,20:05
2963933,37.77638173,-122.4262464,04:21
2963953,37.79021873,-122.4206146,12:34
4585926,37.76297176,-122.4285167,17:00
2963965,37.77305345,-122.4186182,06:34
2967379,37.76502803,-122.4200548,13:42
2972577,37.73959403,-122.4069932,12:56
2972668,37.76400083,-122.5103413,16:11
2972777,37.77188564,-122.4233968,08:16
2973012,37.75342927,-122.4207869,10:00
2973045,37.73912042,-122.4239312,13:12
2978385,37.79573711,-122.4234131,19:50
2986921,37.77832856,-122.4266415,07:55
2986926,37.75050583,-122.420507,10:39
2986934,37.77993559,-122.5067217,11:40
2986941,37.77011145,-122.4200083,19:49
2987846,37.78047585,-122.4761692,18:00
2987874,37.77074775,-122.4248526,07:05
2987909,37.78896296,-122.3965708,16:21
3011042,37.7767126,-122.4173516,09:53
3011224,37.73606117,-122.4244663,18:02
3011243,37.77945872,-122.4023775,17:30
3011251,37.78377396,-122.4084121,18:22
3011259,37.79163084,-122.4411546,05:25
3011286,37.77187489,-122.4473349,00:35
3011307,37.78074902,-122.412242,00:17
3011313,37.78596341,-122.4945168,14:30
3011329,37.77626879,-122.4177611,14:22
3011350,37.75751356,-122.3960162,23:00
3013089,37.78303821,-122.4121444,07:43
3013101,37.74825533,-122.4136688,19:40
3020578,37.76189547,-122.4372987,15:38
3020580,37.76303087,-122.4262285,18:41
3020582,37.77188564,-122.4233968,08:20
3020584,37.72367236,-122.4551357,17:10
3020611,37.79117717,-122.400744,14:45
3020631,37.76853739,-122.4156138,12:20
3020917,37.78621073,-122.4053188,18:37
3020925,37.7698677,-122.4223648,20:57
3024051,37.77290912,-122.4221864,07:55
3037375,37.7710565,-122.4387091,17:10
3037391,37.7893245,-122.430551,15:30
3037399,37.78431101,-122.3951606,18:15
3038718,37.769502,-122.4133852,13:13
3042012,37.78202427,-122.4011597,10:04
3042040,37.78872519,-122.4020441,15:17
3042044,37.75913396,-122.4107585,13:03
3042048,37.77150059,-122.4051664,17:15
3042063,37.75223527,-122.4185137,18:27
3049619,37.80641092,-122.4368903,15:36
3049620,37.7858929,-122.4197387,08:25
3049647,37.71642647,-122.4312795,16:15
3049658,37.79746642,-122.4098995,09:30
3049667,37.7717791,-122.4405462,18:45
3060670,37.73229529,-122.4349928,16:10
3064154,37.76927927,-122.4201244,22:37
3099760,37.75983394,-122.4768139,19:40
3121106,37.77629925,-122.4200504,08:20
3123281,37.77848912,-122.4182266,15:35
3123285,37.77797142,-122.4093799,20:38
3123289,37.75445287,-122.4083428,14:45
3123325,37.77604429,-122.4295541,17:19
3123345,37.77941965,-122.4330855,08:25
3123862,37.77303605,-122.4219412,21:53
3123875,37.77836792,-122.3964786,08:22
3123882,37.78223395,-122.4416716,08:12
3123902,37.77466126,-122.4135852,16:25
3123908,37.78170479,-122.4189013,09:00
3123925,37.78165426,-122.4155052,17:35
3123942,37.78026013,-122.4185985,23:09
6067173,37.77290912,-122.4221864,21:05
3123943,37.78008727,-122.4005077,12:23
3123947,37.72361621,-122.4007847,07:35
3123960,37.78177542,-122.4902311,07:38
3123968,37.77188564,-122.4233968,12:30
3123976,37.74082931,-122.4491985,14:28
3123995,37.75698798,-122.4196891,19:45
3124017,37.77848912,-122.4182266,17:15
3124028,37.76933882,-122.4310782,22:34
3124068,37.76953479,-122.4506416,14:03
3124071,37.78749364,-122.397353,15:09
3126462,37.76363514,-122.4162273,18:04
3126466,37.75457056,-122.4015894,02:42
3163821,37.77293558,-122.4458902,14:31
3163891,37.7462414,-122.4246028,20:29
3163899,37.7698896,-122.4220225,14:50
3163907,37.79421604,-122.4030469,10:20
3235030,37.75767167,-122.4431625,18:16
3164198,37.77619041,-122.4585046,19:45
3164234,37.76792194,-122.4289861,01:18
3179467,37.77903213,-122.4018433,12:59
3179491,37.78422249,-122.4775093,15:30
3179499,37.77271287,-122.4407351,18:05
3179504,37.75981394,-122.4010875,19:15
3319385,37.77848912,-122.4182266,16:00
3179516,37.78137098,-122.4047724,10:18
3179519,37.76118879,-122.4300222,18:34
3179521,37.77733708,-122.4494283,08:33
3179531,37.77678712,-122.4140063,16:00
3179535,37.76981508,-122.4177532,21:00
3179540,37.72453317,-122.4592128,17:00
3179541,37.7710565,-122.4387091,16:11
3179548,37.79006435,-122.4002784,12:52
3179557,37.78814441,-122.4473121,10:55
3179558,37.81874902,-122.3690609,18:44
3179561,37.76920906,-122.4697582,16:32
3179571,37.73555356,-122.5035865,12:35
3179587,37.7902474,-122.4005553,16:47
3179590,37.78372378,-122.4142416,17:58
3179591,37.77126742,-122.4370456,18:30
3180415,37.7555025,-122.417659,21:33
3180439,37.78829362,-122.4025278,08:23
3182148,37.78047034,-122.4169476,23:05
3199920,37.75216679,-122.4196328,19:00
3199925,37.77299541,-122.4459024,20:27
3199927,37.78827958,-122.4001398,15:54
3199933,37.79298504,-122.396731,19:01
3199952,37.74470267,-122.4204633,23:02
3199960,37.77129635,-122.4054247,08:54
3200045,37.77188564,-122.4233968,00:35
3209163,37.76351476,-122.4781908,18:49
3211464,37.78267836,-122.4149629,12:02
3211468,37.75494434,-122.4187003,13:14
3211500,37.7408184,-122.4649487,07:55
3211516,37.7790246,-122.4286739,09:00
3211520,37.73440022,-122.4035786,07:26
3216592,37.7966829,-122.3954053,14:18
3216664,37.77376935,-122.4116101,00:46
3216676,37.76425159,-122.4113302,12:50
3216718,37.77500081,-122.4100741,18:20
3216719,37.79101665,-122.3991486,19:33
3216729,37.78682753,-122.4199279,19:45
3216749,37.73458098,-122.4735437,16:25
3217687,37.77085995,-122.4196949,15:35
3217691,37.74776192,-122.403561,12:28
3217695,37.71567255,-122.4394385,12:25
3217710,37.77808238,-122.4061504,08:58
3217728,37.80089648,-122.3991302,19:35
3217732,37.71863406,-122.4413178,08:00
3217738,37.77264947,-122.4150017,13:42
3217752,37.77031786,-122.4041975,09:38
3217756,37.79034992,-122.4224843,14:40
3217759,37.79665723,-122.395414,17:33
3217765,37.76010129,-122.4214252,08:03
3217774,37.76916522,-122.4535369,16:48
3217782,37.78417736,-122.410665,13:50
4647254,37.78325924,-122.4027082,02:08
3217790,37.76267071,-122.435188,08:20
3217825,37.77294372,-122.4458919,15:30
3217894,37.76813968,-122.4221992,01:38
3218027,37.79573345,-122.4234416,08:40
3218070,37.77973891,-122.4071595,20:39
3220903,37.79491792,-122.3935656,14:50
3220947,37.7800747,-122.4202472,18:35
3224101,37.73462557,-122.4751025,07:25
3229343,37.78661896,-122.4215701,00:13
3234946,37.77729986,-122.4196936,09:44
3234968,37.79822371,-122.39661,08:40
3234970,37.73651775,-122.4066678,08:05
3234978,37.77188564,-122.4233968,07:55
3234980,37.76156567,-122.4238007,20:58
3234988,37.77824088,-122.4141434,08:55
3234994,37.76618321,-122.4036579,10:21
3234998,37.80578627,-122.4422098,18:00
3235023,37.7868653,-122.4012443,15:44
3235036,37.77305345,-122.4186182,15:21
3235057,37.77636887,-122.4195063,21:22
3235058,37.74947244,-122.4997845,13:50
3235085,37.78427898,-122.4762635,00:45
3235087,37.7523291,-122.477415,14:56
3235105,37.805781,-122.4181,07:05
3235117,37.73151278,-122.4463927,15:45
3247445,37.80439856,-122.423123,13:28
3247449,37.75959524,-122.4213768,13:26
3250876,37.79356508,-122.4046134,22:28
3250885,37.75050583,-122.420507,07:11
6067177,37.76061067,-122.4393352,13:32
3250891,37.75233231,-122.4184539,17:39
3250894,37.77057992,-122.4424489,16:37
3250898,37.78599834,-122.4189026,22:19
3250904,37.7685849,-122.4178414,17:19
3250912,37.75853824,-122.4637802,16:50
3250914,37.76853739,-122.4156138,07:14
3250919,37.74890653,-122.4203537,16:24
3250923,37.76640577,-122.4242581,00:50
3250933,37.74167302,-122.5068655,11:50
3250934,37.76470412,-122.4254151,14:49
3250938,37.76799233,-122.4244152,21:03
3250942,37.77122592,-122.437373,15:02
3251478,37.7145672,-122.4426615,07:55
3253444,37.77066719,-122.4125267,08:52
3253448,37.77292745,-122.4458886,11:28
3253452,37.77400682,-122.4143219,07:58
3253463,37.76746975,-122.4289674,11:28
3253495,37.80667363,-122.4056588,11:35
3253500,37.77121899,-122.4374276,17:41
3253503,37.75581127,-122.4125476,22:55
3253507,37.7781257,-122.3918405,06:59
3253513,37.79939537,-122.435956,13:25
3253616,37.77316259,-122.4371938,22:44
3253647,37.77654089,-122.4175015,21:35
3253655,37.78149951,-122.4049333,17:25
3258103,37.79793965,-122.4067763,14:10
3258111,37.75753872,-122.4105265,16:08
3258153,37.7726592,-122.4068001,10:41
3258154,37.77438267,-122.4170317,14:00
3258157,37.77203201,-122.495972,21:58
3259343,37.755722,-122.4140167,08:07
3267131,37.78347389,-122.3882979,11:14
3267135,37.77188564,-122.4233968,07:56
3267143,37.78456014,-122.407337,16:18
3267147,37.75923379,-122.4158169,22:41
3268253,37.7828199,-122.4214025,13:54
3268462,37.77103204,-122.4538201,21:37
3268955,37.76403699,-122.4663106,16:10
3268959,37.7195137,-122.4444812,15:48
3282603,37.76939778,-122.4156061,14:01
3306724,37.78184339,-122.4107109,21:26
3306736,37.77501943,-122.419339,16:11
3306740,37.77432529,-122.4171041,09:09
3306764,37.78299271,-122.3999335,12:25
3306768,37.76331081,-122.482823,11:47
3306784,37.74007007,-122.424002,09:00
3306795,37.76813968,-122.4221992,07:06
3306802,37.79029016,-122.4001525,17:49
3306822,37.78868101,-122.3927158,13:21
3306834,37.78025254,-122.394094,11:46
3306849,37.78872115,-122.4020657,15:08
3306866,37.76311475,-122.4846185,13:40
3306878,37.78462091,-122.4688397,12:27
3309762,37.78917623,-122.401265,13:20
3309780,37.77302046,-122.4383131,08:39
3309783,37.77986129,-122.3895907,06:03
3309787,37.77037661,-122.4440395,08:52
3309803,37.7786512,-122.4169537,09:02
3309817,37.77345591,-122.4112234,20:35
3309821,37.76329977,-122.4217315,23:20
3309969,37.74900609,-122.3874338,14:18
3315763,37.77872802,-122.4721736,05:47
3318096,37.77569229,-122.3967504,16:25
3318778,37.7856858,-122.4213933,12:30
3318821,37.77662575,-122.4212354,12:20
3318841,37.76436586,-122.4588151,21:07
3318853,37.78073035,-122.402798,08:48
3318857,37.79744603,-122.4326832,07:32
3318964,37.78613126,-122.4054193,16:44
3319031,37.79101665,-122.3991486,12:25
3319373,37.78561596,-122.4059151,11:57
3319389,37.78289098,-122.4654924,11:44
3322814,37.77499179,-122.4100628,09:02
3322826,37.72600156,-122.4642202,20:54
3322845,37.77490283,-122.4310115,23:20
3324964,37.80561848,-122.4136042,13:05
3325816,37.7639629,-122.3878769,07:52
3334014,37.78431867,-122.4396847,09:20
3334061,37.7782532,-122.4347352,11:09
3335433,37.77334571,-122.4357515,17:03
3336115,37.7717753,-122.4330508,06:45
3336135,37.78434927,-122.4093092,16:43
3342337,37.77435867,-122.4202543,08:49
3342341,37.78993385,-122.4105697,20:16
3342349,37.74176468,-122.5046204,17:50
3342353,37.77339768,-122.4353324,14:47
3342357,37.71609356,-122.4698065,19:56
3342361,37.77603932,-122.4025241,19:42
3342365,37.7785051,-122.4056153,02:10
3342373,37.76196753,-122.4171789,08:07
3342439,37.77938189,-122.4022813,17:00
3342475,37.79096861,-122.4023804,16:46
3342578,37.77186925,-122.4140197,20:27
3342590,37.72660983,-122.5023319,12:55
6059107,37.76955451,-122.406085,17:00
3342606,37.78223057,-122.410292,09:30
3342609,37.79531294,-122.3979747,15:00
3343902,37.74776192,-122.403561,15:05
3346729,37.80065794,-122.4243026,17:50
3346740,37.77098286,-122.456764,16:39
3347990,37.78636728,-122.4538035,09:55
3347994,37.77967359,-122.4235413,10:15
3348025,37.77290912,-122.4221864,16:54
4788462,37.74871566,-122.4149686,20:08
3348041,37.76586799,-122.4310255,21:41
3348053,37.78949173,-122.3979176,07:50
3348083,37.71847613,-122.4394797,20:24
3348099,37.77293016,-122.4458891,16:46
3348192,37.80214803,-122.4179567,10:28
3348208,37.79017894,-122.4002936,12:00
3348654,37.7655476,-122.4114553,15:28
3348705,37.77578399,-122.458475,18:45
3358438,37.79706459,-122.4055129,07:43
3358446,37.76062927,-122.4126814,14:41
3359303,37.76491738,-122.4218864,09:08
3359311,37.77981399,-122.4299886,07:34
3360114,37.76179414,-122.4748549,21:07
3362831,37.76437351,-122.4308822,23:20
3362851,37.76416387,-122.4634201,18:40
3362963,37.77339821,-122.4658832,20:45
3362987,37.72294376,-122.4447632,13:02
3363007,37.78775665,-122.4201161,22:06
3365297,37.79171606,-122.3982644,09:17
3365313,37.77960128,-122.3980165,13:01
3369387,37.76924317,-122.4964335,10:28
3369395,37.77716566,-122.4104129,09:48
3369399,37.77769726,-122.4315956,06:46
3369435,37.76479739,-122.421875,18:00
3378605,37.78623093,-122.4548757,15:45
3381711,37.75908406,-122.4115798,22:13
3381715,37.76085043,-122.4962838,17:44
3381731,37.77749037,-122.4332187,21:44
3381747,37.75063965,-122.4182879,22:38
4807055,37.79215187,-122.4009419,10:00
3389275,37.77330383,-122.4680239,22:58
3389279,37.78489893,-122.4125245,12:45
3389302,37.80597737,-122.4183807,08:55
3389306,37.76611154,-122.4220023,17:17
3389333,37.77999354,-122.486878,20:40
3398890,37.77654089,-122.4175015,20:34
3398909,37.77002299,-122.4822111,15:12
3398929,37.72867748,-122.4252899,17:10
3398943,37.73099785,-122.4718334,17:09
3400046,37.77947326,-122.4167456,22:36
3400121,37.79502735,-122.4215828,14:49
3400125,37.75556828,-122.4165666,19:02
3400129,37.76831935,-122.4192249,15:00
3404459,37.76915207,-122.4341103,09:17
3416506,37.77746987,-122.4162617,15:57
3416518,37.7781257,-122.3918405,22:34
3416529,37.77396284,-122.438378,16:15
3416541,37.76552587,-122.5041169,18:58
3416553,37.76853618,-122.4156337,12:17
3416579,37.75210365,-122.4206648,19:38
3416588,37.76450712,-122.4218472,00:49
3416592,37.77975942,-122.3899036,18:30
3416603,37.7657833,-122.4075342,08:30
3416623,37.77499179,-122.4100628,00:55
3416635,37.80341264,-122.423275,17:35
3416654,37.73056444,-122.4295322,19:51
3416678,37.71221456,-122.4451784,16:18
3419988,37.77009808,-122.4537262,11:00
3420546,37.78153561,-122.4239178,16:23
3421326,37.75756949,-122.4233672,23:00
3425588,37.754776,-122.4175895,01:08
3426418,37.7653906,-122.4783242,16:38
3426446,37.78642032,-122.4704049,14:01
3431234,37.76913799,-122.4290978,01:45
3431366,37.75978449,-122.4779367,10:55
3431806,37.77977132,-122.4303234,07:05
3432055,37.77294372,-122.4458919,17:53
6059108,37.78142837,-122.432329,13:46
3433486,37.77514707,-122.4192556,09:51
3433762,37.78196077,-122.4206383,20:18
3433869,37.78649898,-122.4466478,07:21
3433946,37.77824834,-122.4198843,20:16
3435568,37.78646462,-122.4302878,17:50
3435733,37.74427418,-122.4389455,15:04
3435737,37.76510996,-122.4186984,01:14
3435931,37.7779193,-122.4298492,19:56
3435935,37.76653958,-122.4220438,08:10
3436046,37.76800643,-122.4244117,16:27
3436810,37.72927845,-122.3926245,12:25
3436845,37.76128957,-122.4283541,19:53
3436853,37.77024307,-122.4300736,09:45
3437675,37.75853818,-122.4637815,21:35
3437701,37.77514707,-122.4192556,01:45
3437845,37.79621896,-122.420135,19:59
3437849,37.7614251,-122.4193199,15:15
3437865,37.78145507,-122.4170855,08:00
3439368,37.7729956,-122.4459008,18:29
3441349,37.77851393,-122.4182318,14:25
3441435,37.73101993,-122.4718104,15:28
3441509,37.78934343,-122.3970483,17:04
3449791,37.72569215,-122.4751088,17:20
3463074,37.7900698,-122.390971,07:39
3466236,37.75390205,-122.4175059,17:36
3467848,37.7635595,-122.4771741,19:00
3468384,37.78144694,-122.4048675,13:29
3468427,37.78046987,-122.4125555,14:42
3469236,37.77273494,-122.4458495,13:16
3469239,37.76266813,-122.4321241,09:45
3469263,37.7851011,-122.4410243,11:02
3493717,37.76295848,-122.4273992,07:30
3493724,37.76967065,-122.4155492,15:20
3493729,37.77181713,-122.4016567,13:55
3493744,37.77281216,-122.4128242,07:34
3494442,37.76228997,-122.4013242,14:20
3496206,37.77074775,-122.4248526,18:30
3496220,37.78532043,-122.4062915,14:06
3496221,37.74229579,-122.4928369,14:50
3496563,37.75152682,-122.4956303,13:35
3496567,37.7551908,-122.4187239,18:22
3496587,37.76924515,-122.4079837,10:25
3497470,37.72162377,-122.4723224,09:22
3497530,37.76460024,-122.4264036,02:56
3497569,37.78782451,-122.4045786,18:40
3497577,37.78026013,-122.4185985,17:27
3538723,37.72431754,-122.4581914,01:10
3538739,37.76529839,-122.4155775,17:58
3538754,37.78393258,-122.4125953,02:30
3538759,37.78943368,-122.406957,00:30
3538770,37.76483924,-122.401599,18:06
3538778,37.77188564,-122.4233968,15:15
3538786,37.78684654,-122.4575124,17:40
3538870,37.76601707,-122.4036431,18:18
3538909,37.76853739,-122.4156138,17:22
3538913,37.78764185,-122.4034308,13:28
3538949,37.77014942,-122.4458215,12:06
3539307,37.78426859,-122.4099455,14:30
3539930,37.77250282,-122.4226197,13:00
3539974,37.77293016,-122.4458891,06:35
3540163,37.78026013,-122.4185985,22:06
3540167,37.73093844,-122.4105098,19:48
3540191,37.7833132,-122.4057429,22:13
4847768,37.7633904,-122.4810159,09:02
3548626,37.76297107,-122.4217,20:25
3550045,37.74954431,-122.4097618,19:30
3550092,37.76827365,-122.4199815,22:20
3550431,37.78764185,-122.4034308,11:08
3550451,37.75529478,-122.4209641,02:00
3550570,37.74228428,-122.4234524,06:10
3550656,37.74492368,-122.4203203,20:47
3550683,37.78121432,-122.4599983,22:00
3553171,37.77355433,-122.5036086,08:44
4870394,37.77195225,-122.4167202,14:01
3553175,37.77738819,-122.4264522,17:18
3553194,37.72424839,-122.429724,11:02
3576584,37.72573907,-122.4815603,12:07
3581487,37.73283296,-122.4048729,17:46
3601722,37.7203491,-122.3918703,14:20
3603173,37.77752169,-122.4099628,08:55
3603364,37.76987614,-122.4222329,21:06
3603420,37.77709023,-122.4585689,08:38
3603435,37.77268111,-122.4224754,15:51
3603439,37.77212353,-122.4378605,17:00
3603443,37.797249,-122.4057792,13:20
3611986,37.80489601,-122.4117665,13:25
3613896,37.75782548,-122.4799451,18:00
3613935,37.75969146,-122.5048018,10:43
3625496,37.77994149,-122.4558431,21:13
3625521,37.79427429,-122.426489,15:40
3625533,37.79243637,-122.4026816,14:55
3703606,37.7793025,-122.4340045,09:00
3703638,37.76532862,-122.4219263,08:17
4929867,37.77188564,-122.4233968,14:38
3703656,37.77003486,-122.431717,09:50
3703662,37.76269175,-122.4216733,17:24
3703664,37.77965963,-122.4387402,14:30
3707727,37.80516092,-122.4101362,14:55
3707731,37.78957192,-122.3884812,09:23
3709522,37.77124087,-122.4302743,15:35
3709530,37.78499201,-122.4591289,07:27
3709546,37.74252073,-122.4043063,05:00
3709553,37.7657833,-122.4075342,10:14
3709554,37.76310422,-122.4352258,16:47
3709569,37.77802661,-122.4138738,14:14
3709572,37.76329977,-122.4217315,02:57
3709573,37.77841628,-122.4099382,11:24
3709576,37.77831208,-122.3996483,12:17
3709577,37.7567213,-122.4378841,16:15
3709581,37.76680244,-122.3907972,18:50
3709588,37.78107223,-122.4474971,18:14
3716482,37.77388924,-122.4239471,16:30
3716490,37.77188564,-122.4233968,08:45
3716506,37.7831014,-122.4191817,11:05
3716510,37.76052794,-122.44093,15:41
3716529,37.76141728,-122.4834231,18:07
3716550,37.7858929,-122.4197387,09:40
3717042,37.74821854,-122.4158634,16:40
3717054,37.76867122,-122.4133962,00:25
3717097,37.78067164,-122.4121982,10:16
3717101,37.76736863,-122.4289358,13:30
3726611,37.76959116,-122.415577,09:45
3717109,37.77226591,-122.4291947,17:36
3717113,37.75705457,-122.4211321,02:00
3719186,37.72453317,-122.4592128,22:19
3722970,37.77872062,-122.4147347,12:50
3723286,37.72066911,-122.4466876,21:24
3723342,37.80526745,-122.4238086,14:35
3723451,37.76730689,-122.4531648,01:44
3724641,37.75012433,-122.3915733,09:52
3724643,37.73069349,-122.4356408,17:48
3724644,37.77438466,-122.4015181,09:12
3724653,37.76341522,-122.4804522,14:11
3724660,37.78328785,-122.4089522,20:05
3724662,37.78141785,-122.4324115,19:14
3724663,37.74716413,-122.4591585,17:00
3724667,37.76478127,-122.4241389,13:52
3724668,37.79088333,-122.4023629,19:06
3724670,37.7930603,-122.4011263,17:30
3724671,37.77078113,-122.4538522,18:40
3724675,37.7479193,-122.4202591,21:00
3724676,37.79533628,-122.3967441,12:35
3724684,37.76357024,-122.4173532,09:00
3724688,37.7236425,-122.4612121,15:15
3724689,37.78223057,-122.410292,09:51
3724698,37.79171606,-122.3982644,09:43
3724710,37.80559389,-122.4436512,13:40
3724711,37.7873249,-122.4385816,19:52
3726568,37.76183586,-122.4193593,16:21
3726584,37.77350033,-122.4648125,15:40
3988499,37.76619009,-122.4278258,09:30
3726616,37.77685589,-122.438177,13:05
3726619,37.77035062,-122.4292246,08:30
3726709,37.75262859,-122.4118998,20:47
3727056,37.76811154,-122.4155734,17:35
3727111,37.77170519,-122.4169146,18:22
3727120,37.72291375,-122.4468111,12:54
3727346,37.77188564,-122.4233968,23:52
3727681,37.78249042,-122.4156747,09:55
3727685,37.76416613,-122.5061915,13:25
3727706,37.76491738,-122.4218864,18:50
3727738,37.78215265,-122.41899,10:41
3727750,37.78908859,-122.4021098,15:35
3727783,37.75822683,-122.4257668,19:03
3728603,37.78636189,-122.4992117,12:05
3728650,37.77958444,-122.4167681,15:05
3728671,37.71121116,-122.4411303,19:30
3728677,37.76450761,-122.4286651,17:25
3728697,37.76586918,-122.4666397,17:52
3728701,37.77249834,-122.4226418,22:15
4114337,37.79187473,-122.3979753,08:47
3729105,37.72525955,-122.5030406,16:19
3729294,37.7719304,-122.4540832,18:08
3729333,37.77250282,-122.4226197,08:15
3730179,37.79321796,-122.4077351,09:05
3730228,37.79489065,-122.4215552,09:30
3733863,37.77264947,-122.4150017,17:20
3733879,37.75874761,-122.4168709,23:29
3733895,37.71584003,-122.4414887,12:23
3733906,37.70832812,-122.4498466,10:05
3733914,37.79696776,-122.4128857,19:59
3733918,37.79685078,-122.4138383,19:45
3734903,37.770771,-122.4884348,15:50
3736372,37.78942007,-122.3980083,09:03
3736376,37.78179824,-122.3883061,07:40
3737379,37.7815841,-122.4588823,16:55
3737424,37.79055979,-122.398604,19:00
3738880,37.73745474,-122.4752886,21:19
3739171,37.77881722,-122.4146877,21:19
5274438,37.76584074,-122.4675126,17:38
3739191,37.7819867,-122.4517441,07:44
3740073,37.78151058,-122.415476,09:50
3742327,37.76626792,-122.4265385,17:10
6049485,37.77248135,-122.4648023,09:14
3742359,37.77943141,-122.4329932,18:30
3742383,37.75320106,-122.5000449,12:25
3747546,37.77593844,-122.4143456,08:56
3747547,37.76825817,-122.4531342,16:40
3747559,37.77567349,-122.3932041,17:01
3747566,37.76565756,-122.4287743,19:20
3747584,37.79706459,-122.4055129,12:20
3748535,37.77855633,-122.447561,21:30
3748541,37.76509751,-122.4189045,11:30
6059248,37.77258633,-122.4838151,10:28
3749041,37.7698677,-122.4223648,10:50
3749045,37.76800643,-122.4244117,13:12
3749061,37.80088675,-122.427825,20:35
3749069,37.78330849,-122.4394804,08:41
3749081,37.77293558,-122.4458902,17:20
6059109,37.74032804,-122.4232929,09:49
3749085,37.77294101,-122.4458913,13:50
3749129,37.78223057,-122.410292,20:27
3749137,37.76014755,-122.4206595,22:46
3749139,37.77107294,-122.4550565,18:00
3749146,37.78853582,-122.4064816,16:35
3749149,37.7136055,-122.4371119,17:12
3749157,37.77458714,-122.4810305,11:57
3749166,37.77246992,-122.4226294,13:46
3749186,37.76156567,-122.4238007,22:46
3749210,37.75235512,-122.4165409,13:40
3749324,37.77747114,-122.4180347,14:04
3749332,37.80414585,-122.4251095,12:38
3751762,37.7644826,-122.4074193,16:16
3751810,37.76518313,-122.4174866,14:59
3751835,37.74812528,-122.4202788,20:17
3759117,37.73566096,-122.3922137,12:48
3764808,37.73571646,-122.4428252,11:50
3764850,37.77188564,-122.4233968,15:00
3765378,37.76544761,-122.4131052,12:32
3765382,37.76049887,-122.4148419,14:14
3767392,37.76387943,-122.4609303,19:27
3767418,37.76946255,-122.4062134,15:40
3767423,37.734278,-122.4257918,20:30
3767431,37.77482479,-122.4241365,13:30
3767540,37.7892188,-122.4013893,18:35
3767923,37.77002983,-122.42238,16:11
3767926,37.77313349,-122.4374229,18:29
3767950,37.75594997,-122.4102373,15:56
3767969,37.77074775,-122.4248526,22:30
3767970,37.71425565,-122.4467791,06:55
3767974,37.76049887,-122.4148419,12:46
3767998,37.76288199,-122.4286361,10:40
3768680,37.77035179,-122.4121265,05:32
3770214,37.71415697,-122.4754751,07:15
3770247,37.77171679,-122.5028729,10:15
3770251,37.77189733,-122.4233656,09:50
6059122,37.76445795,-122.4074171,18:57
3770311,37.74715204,-122.4188773,09:05
3770884,37.7984297,-122.4022286,12:13
3774546,37.74805507,-122.4036062,14:10
3774554,37.77749037,-122.4332187,10:50
3787625,37.76951224,-122.4263182,16:15
3787640,37.7738187,-122.4585162,18:42
3787644,37.77188564,-122.4233968,02:40
3787649,37.77299541,-122.4459024,15:20
3787680,37.80023916,-122.4108336,01:33
3787701,37.76409086,-122.4130027,07:28
3787725,37.78470304,-122.4441549,07:36
3787834,37.78002327,-122.4358505,02:25
3791447,37.77459879,-122.4258885,15:59
3791451,37.80809626,-122.409051,19:54
3791978,37.78111713,-122.4272028,05:29
3796816,37.78372378,-122.4142416,03:24
3796852,37.76159621,-122.4260062,03:30
3803067,37.78296973,-122.4126808,13:15
3804758,37.7874627,-122.4452087,18:30
3804762,37.77664401,-122.4398442,23:07
3804793,37.80478354,-122.4370404,06:40
3805367,37.77153735,-122.4370488,19:05
3805430,37.78056792,-122.3905764,20:07
3805434,37.74726235,-122.3960086,19:00
3808516,37.79689996,-122.3957593,18:20
3815642,37.76142713,-122.4260765,16:05
3815654,37.78637309,-122.3956529,18:55
3815670,37.76464569,-122.4263817,22:07
3825682,37.78709724,-122.3877949,16:50
3825733,37.80571312,-122.4204213,14:30
3825741,37.76607461,-122.402685,08:14
3825745,37.7249497,-122.4612105,19:40
3825749,37.76510996,-122.4186984,08:46
3825753,37.74332507,-122.4702374,09:00
3825757,37.77250282,-122.4226197,08:34
3825802,37.77550668,-122.4488515,20:42
3825806,37.73589035,-122.5061709,09:05
3827160,37.7879049,-122.440359,10:30
3827184,37.7909511,-122.4023768,05:18
3827196,37.76571546,-122.408663,14:07
3827200,37.7862401,-122.4020151,19:50
3834801,37.76201129,-122.4081992,12:25
3834829,37.72322233,-122.3952646,13:00
3834833,37.77893946,-122.4662842,09:36
3834853,37.77144905,-122.4703958,13:15
3834857,37.78403764,-122.4080512,09:45
3834865,37.7858929,-122.4197387,20:02
3837537,37.74166521,-122.3858977,15:35
3843202,37.78300408,-122.4124117,15:14
3843210,37.79557203,-122.4216928,13:35
3843214,37.77100577,-122.4196455,12:19
3843219,37.76653361,-122.4221426,17:25
3843231,37.76737275,-122.4727689,14:35
3843296,37.7635251,-122.419522,18:13
3843447,37.76596775,-122.478026,14:11
3843451,37.78123577,-122.4188085,08:56
3843463,37.75502908,-122.4254572,21:00
3843491,37.78703204,-122.4486035,10:25
3847284,37.78478505,-122.4212188,13:05
