cnn_sgmt_pkey,f_node_cnn_intrsctn_fkey,t_node_cnn_intrsctn_fkey,cyc_ntwrk_yn,speed_limit,pk_metered_cnt,pk_on_st_cnt,oneway_yn,daily_ride_qrt,facility_type,surface_type,sharrow,Cluster_x,Cluster_y,Score_y2,Scale_Score_y2
100000,30731000,24666000,NO,25.0,17.0,14.0,YES,143701.0,missing,missing,missing,3.0,3.0,6.766429479706735e-05,50.057783451409136
101000,24666000,24564000,NO,25.0,16.0,9.0,YES,124386.0,missing,missing,missing,3.0,3.0,6.766429479706735e-05,50.057783451409136
102000,24564000,24530000,NO,25.0,14.0,6.0,YES,118965.0,missing,missing,missing,3.0,4.0,6.756829510388646e-05,50.04509923424288
103000,24530000,24563000,NO,25.0,12.0,8.0,YES,119853.0,missing,missing,missing,4.0,5.0,6.769683783200787e-05,50.06207920337667
104001,24563000,54001000,NO,25.0,1.0,0.0,YES,82917.0,missing,missing,missing,5.0,4.0,8.26100939430816e-05,51.84076736550864
104002,54001000,24542000,NO,25.0,1.0,0.0,YES,82433.0,missing,missing,missing,4.0,5.0,7.678965232768407e-05,51.188032879610944
105000,24542000,24534000,NO,25.0,9.0,13.0,YES,81940.0,missing,missing,missing,5.0,2.0,7.296345767051894e-05,50.731406647828706
106000,24534000,24532000,NO,25.0,9.0,7.0,YES,78643.0,missing,missing,missing,2.0,4.0,6.771153307525396e-05,50.06401833096085
107000,24532000,24528000,NO,25.0,18.0,15.0,YES,62534.0,missing,missing,missing,4.0,3.0,6.760860438742805e-05,50.05042740000444
108001,24528000,24526000,NO,25.0,18.0,12.0,YES,43461.0,missing,missing,missing,3.0,3.0,6.881008230101722e-05,50.20779969326172
110000,24526000,24522000,NO,25.0,16.0,12.0,YES,46819.0,missing,missing,missing,3.0,3.0,6.881008230101722e-05,50.20779969326172
111000,24522000,24500000,NO,25.0,13.0,12.0,YES,46359.0,missing,missing,missing,3.0,4.0,6.956026207841972e-05,50.30467245975247
112000,24500000,24499000,NO,25.0,14.0,12.0,YES,44170.0,missing,missing,missing,4.0,5.0,6.968880480654115e-05,50.321166629476636
113000,24499000,24494000,NO,25.0,8.0,7.0,YES,42885.0,missing,missing,missing,5.0,0.0,7.420126519794832e-05,50.88169826609479
114000,24494000,50034000,NO,25.0,0.0,0.0,YES,42394.0,missing,missing,missing,0.0,3.0,0.00016194756416648793,57.85459518303105
115001,35003000,24478000,NO,25.0,0.0,14.0,NO,20206.0,missing,missing,missing,5.0,0.0,0.000271438502732489,62.46866683170133
116001,24478000,54007000,NO,25.0,0.0,3.0,NO,19420.0,missing,missing,missing,0.0,0.0,0.00026039234050541984,62.09749460200295
116002,54007000,23600000,NO,25.0,0.0,21.0,NO,17987.0,missing,missing,missing,0.0,3.0,0.0002718164154413818,62.48109659953674
165000,24616000,24613000,NO,25.0,4.0,4.0,YES,249431.0,missing,missing,missing,5.0,0.0,7.296837030809138e-05,50.7320081536289
185204,34161000,54090000,NO,25.0,0.0,0.0,NO,15989.0,missing,missing,missing,3.0,3.0,0.000598509397365328,69.53282633525909
185206,54091000,23578000,NO,25.0,0.0,0.0,NO,19715.0,missing,missing,missing,3.0,0.0,0.0003711767806246021,65.26449285896781
185207,54090000,34162000,NO,25.0,0.0,0.0,NO,30380.5,missing,missing,missing,3.0,1.0,0.00017780953175671992,58.68938946722483
186101,23578000,23572000,NO,30.0,0.0,0.0,NO,29786.0,missing,missing,missing,0.0,0.0,0.00016208907036202092,57.862398091025085
186201,23578000,23572000,NO,30.0,0.0,0.0,NO,29786.0,missing,missing,missing,0.0,0.0,0.00016208907036202092,57.862398091025085
187101,23572000,23570000,NO,30.0,0.0,0.0,NO,27777.0,missing,missing,missing,0.0,2.0,0.00016098606026500973,57.80139487048585
187201,23572000,23570000,NO,30.0,0.0,0.0,NO,27777.0,missing,missing,missing,0.0,2.0,0.00016098606026500973,57.80139487048585
188101,23570000,23567000,NO,30.0,0.0,35.0,NO,27766.0,missing,missing,missing,2.0,0.0,0.0001246945634823851,55.51920423596755
188201,23570000,23567000,NO,30.0,0.0,0.0,NO,27766.0,missing,missing,missing,2.0,0.0,0.00017146268297026974,58.36466348492395
117000,23600000,50091000,NO,25.0,0.0,44.0,NO,13063.0,missing,missing,missing,3.0,1.0,0.00036678471911469893,65.1581483786553
189201,23567000,23564000,NO,30.0,0.0,0.0,NO,27869.0,missing,missing,missing,0.0,5.0,0.00017199786984258922,58.39250571739919
190101,23564000,23555000,NO,30.0,0.0,27.0,NO,36451.0,missing,missing,missing,5.0,5.0,0.0001334891754281849,56.12808319895005
190201,23564000,23555000,NO,30.0,0.0,0.0,NO,36451.0,missing,missing,missing,5.0,5.0,0.00018898380721923068,59.23390147331072
203201,20238000,20231000,YES,30.0,0.0,0.0,NO,33398.0,BIKE ROUTE,missing,YES,1.0,0.0,0.00014766679294085197,57.029861080722696
204101,20231000,20227000,YES,30.0,0.0,0.0,NO,37357.0,BIKE ROUTE,missing,YES,0.0,3.0,0.0001426133500251484,56.71876894551521
204201,20231000,20227000,YES,30.0,0.0,0.0,NO,37357.0,BIKE ROUTE,missing,YES,0.0,3.0,0.0001426133500251484,56.71876894551521
205201,20227000,20229000,YES,30.0,0.0,0.0,NO,40027.0,BIKE ROUTE,missing,YES,3.0,1.0,0.00014761798407014748,57.02690760896854
206101,20229000,20230000,YES,30.0,0.0,0.0,NO,35497.0,BIKE ROUTE,missing,YES,1.0,6.0,0.00021019121956334334,60.18408729814783
206102,20230000,20219000,YES,30.0,0.0,0.0,NO,38085.0,BIKE ROUTE,missing,YES,6.0,5.0,0.00017765493957442083,58.681618653969934
206201,20229000,20219000,YES,30.0,0.0,0.0,NO,39679.0,BIKE ROUTE,missing,YES,1.0,5.0,0.0002044288106630953,59.93574146674132
207101,20219000,20223000,YES,30.0,0.0,0.0,NO,32545.0,BIKE ROUTE,missing,YES,5.0,5.0,0.00017054756920554474,58.31685421453851
207201,20219000,20223000,YES,30.0,0.0,0.0,NO,33401.0,BIKE ROUTE,missing,YES,5.0,5.0,0.00017054756920554474,58.31685421453851
208101,20223000,20224000,YES,25.0,0.0,0.0,NO,48512.0,BIKE ROUTE,missing,YES,5.0,5.0,0.0001651891924583695,58.03165630100665
208201,20223000,20224000,YES,25.0,0.0,0.0,NO,48512.0,BIKE ROUTE,missing,YES,5.0,5.0,0.0001651891924583695,58.03165630100665
209201,20224000,20213000,YES,25.0,0.0,0.0,NO,50774.0,BIKE ROUTE,missing,YES,5.0,5.0,0.0001651891924583695,58.03165630100665
210101,20213000,20660000,YES,25.0,7.0,15.0,NO,54731.0,BIKE ROUTE,missing,YES,5.0,4.0,7.147429697516015e-05,50.547180470007845
210201,20213000,20660000,YES,25.0,7.0,0.0,NO,54731.0,BIKE ROUTE,missing,YES,5.0,4.0,7.972002008259702e-05,51.52261814953012
211101,20660000,20659000,YES,25.0,8.0,15.0,NO,50534.0,BIKE ROUTE,missing,YES,4.0,4.0,7.05798213459627e-05,50.43466932623821
211201,20660000,20659000,YES,25.0,7.0,0.0,NO,50534.0,BIKE ROUTE,missing,YES,4.0,4.0,7.714153895464834e-05,51.22887911209396
214101,20496000,20498000,YES,25.0,8.0,16.0,NO,54332.0,BIKE ROUTE,missing,YES,5.0,0.0,7.130529066265696e-05,50.52603038476461
217101,20502000,20508000,YES,30.0,2.0,0.0,NO,46204.0,BIKE ROUTE,missing,YES,5.0,3.0,7.938304713786266e-05,51.48477456665813
221201,20485000,20491000,YES,30.0,0.0,0.0,NO,29314.0,BIKE ROUTE,missing,YES,5.0,0.0,0.00019217084689004005,59.38330865732485
222101,20491000,20493000,YES,30.0,0.0,13.0,NO,34663.0,BIKE ROUTE,missing,YES,0.0,5.0,0.00013542683731980313,56.25683222942372
224101,20517000,20489000,YES,30.0,0.0,0.0,NO,33897.0,BIKE ROUTE,missing,YES,1.0,5.0,0.0002044288106630953,59.93574146674132
224201,20517000,20489000,YES,30.0,0.0,0.0,NO,34414.0,BIKE ROUTE,missing,YES,1.0,5.0,0.0002044288106630953,59.93574146674132
226201,20457000,20455000,YES,30.0,0.0,0.0,NO,30279.0,BIKE ROUTE,missing,YES,5.0,5.0,0.00017054756920554474,58.31685421453851
231201,20460000,20466000,YES,30.0,0.0,0.0,NO,33076.0,BIKE ROUTE,missing,missing,0.0,5.0,0.000279891228914931,62.742631485586415
232101,20466000,20467000,YES,30.0,0.0,0.0,NO,28113.0,BIKE ROUTE,missing,missing,5.0,0.0,0.0001986323220798026,59.67876158621846
232201,20466000,20467000,YES,30.0,0.0,0.0,NO,28113.0,BIKE ROUTE,missing,missing,5.0,0.0,0.0001986323220798026,59.67876158621846
233101,20467000,20465000,YES,30.0,0.0,0.0,NO,27147.0,BIKE ROUTE,missing,NO,0.0,5.0,0.0004517404269061697,67.01938880492222
233202,20467000,53010000,YES,25.0,0.0,0.0,NO,36810.0,BIKE ROUTE,missing,NO,0.0,2.0,0.00023764819271310272,61.280945555737176
244000,27241000,27238000,NO,25.0,0.0,33.0,NO,44002.0,missing,missing,missing,5.0,2.0,0.00012303486774027918,55.39949366872743
245000,27238000,27237000,NO,25.0,0.0,40.0,NO,46148.0,missing,missing,missing,2.0,5.0,0.00011968831787189609,55.153123185380664
246000,27194000,27082000,NO,25.0,0.0,0.0,NO,29798.0,missing,missing,missing,3.0,5.0,0.00018244546216969357,58.919335536192435
247000,27082000,27080000,NO,25.0,0.0,0.0,NO,37417.0,missing,missing,missing,5.0,4.0,0.0001896531237940861,59.265486713033724
264000,23832000,23827000,NO,25.0,8.0,6.0,YES,60993.0,missing,missing,missing,5.0,3.0,7.286992005202675e-05,50.71994612185941
265000,23827000,23822000,NO,25.0,17.0,17.0,YES,53536.0,missing,missing,missing,3.0,3.0,6.780753276843485e-05,50.07667573474653
266000,23822000,23821000,NO,25.0,6.0,4.0,YES,49038.0,missing,missing,missing,3.0,3.0,6.881008230101722e-05,50.20779969326172
267001,23821000,23798000,YES,25.0,0.0,0.0,YES,52904.0,BIKE ROUTE,missing,NO,3.0,5.0,0.00029647569503229017,63.256908913546795
9938000,32964000,32965000,NO,25.0,0.0,0.0,NO,30380.5,missing,missing,missing,5.0,0.0,0.0002394973697055588,61.35019318074444
269000,23798000,23797000,YES,25.0,0.0,0.0,NO,45226.0,BIKE ROUTE,missing,NO,5.0,3.0,0.0002007622115251199,59.77404870128349
275000,51428000,27595000,NO,25.0,0.0,0.0,NO,23647.0,missing,missing,missing,0.0,0.0,0.00016493148890491847,58.01770794964108
276000,27595000,27594000,NO,25.0,0.0,0.0,NO,34428.0,missing,missing,missing,0.0,5.0,0.00017493914641841766,58.54399110648316
118000,51403000,27579000,NO,25.0,0.0,0.0,NO,27927.0,missing,missing,missing,4.0,5.0,0.00018998542960400628,59.28112693282682
119000,27579000,27577000,NO,25.0,0.0,0.0,NO,36204.0,missing,missing,missing,5.0,5.0,0.0001953153817806452,59.52831426449703
120000,27577000,27565000,NO,25.0,0.0,7.0,NO,36204.0,missing,missing,missing,5.0,1.0,0.0001455975387827399,56.90378377615261
121000,27565000,27246000,NO,25.0,1.0,20.0,NO,80516.0,missing,missing,missing,1.0,6.0,6.88535142379156e-05,50.21343691628525
122000,27246000,27231000,NO,25.0,12.0,32.0,NO,97110.0,missing,missing,missing,6.0,4.0,7.293646272254495e-05,50.72810065002041
123000,27231000,27226000,NO,25.0,6.0,31.0,NO,89901.0,missing,missing,missing,4.0,0.0,6.87020833326527e-05,50.19376659096463
277000,27594000,27586000,NO,25.0,0.0,2.0,NO,34428.0,missing,missing,missing,5.0,4.0,0.00015439457569839182,57.4278983341387
278000,27586000,27251000,NO,25.0,12.0,38.0,NO,72369.0,missing,missing,missing,4.0,0.0,6.87020833326527e-05,50.19376659096463
279000,27251000,27249000,NO,25.0,11.0,34.0,NO,77356.0,missing,missing,missing,0.0,5.0,6.895402354023494e-05,50.226468838487065
280000,27249000,27244000,NO,25.0,6.0,35.0,NO,68127.0,missing,missing,missing,5.0,4.0,7.029457945947472e-05,50.39849029545107
281000,27244000,27243000,NO,25.0,1.0,0.0,NO,69015.0,missing,missing,missing,4.0,4.0,7.884749966431756e-05,51.42429837693453
282000,27243000,27240000,NO,25.0,0.0,0.0,NO,45248.0,missing,missing,missing,4.0,1.0,0.00018346085750365563,58.968919527671616
283000,27240000,27239000,NO,25.0,0.0,0.0,NO,40927.0,missing,missing,missing,1.0,4.0,0.0001685345281885729,58.210775565060956
284000,27196000,27085000,YES,25.0,0.0,0.0,NO,39396.0,BIKE ROUTE,GREEN-BACKED SHARROWS,YES,4.0,0.0,0.0001551176292304581,57.46963988486361
295000,23945000,23944000,YES,25.0,6.0,4.0,NO,142998.0,BIKE ROUTE,GREEN-BACKED SHARROWS,YES,3.0,0.0,6.914618708532502e-05,50.25133175421544
297000,23940000,23939000,YES,25.0,11.0,9.0,NO,72179.0,BIKE ROUTE,GREEN-BACKED SHARROWS,YES,0.0,3.0,6.908432774364592e-05,50.243335685570926
322000,27086000,27084000,YES,15.0,0.0,17.0,NO,44095.0,BIKE ROUTE,missing,YES,4.0,5.0,0.0001430794108589543,56.74791762424326
323000,27084000,27078000,YES,15.0,0.0,0.0,NO,56161.0,BIKE LANE,missing,NO,5.0,1.0,0.00021519249132945635,60.394172144454615
324000,27078000,27077000,YES,15.0,0.0,38.0,NO,57668.0,BIKE LANE,missing,NO,1.0,5.0,0.00014323594120791366,56.757686151168855
325000,27077000,27076000,NO,25.0,0.0,0.0,NO,59824.0,missing,missing,missing,5.0,2.0,0.00018431504340730385,59.01041923457932
332000,23946000,24280000,NO,25.0,12.0,12.0,NO,88413.0,missing,missing,missing,0.0,5.0,6.909532413512826e-05,50.24475762538954
333000,24280000,23943000,NO,25.0,12.0,9.0,NO,67802.0,missing,missing,missing,5.0,5.0,7.07633511634962e-05,50.45787035050756
340000,23897000,23890000,NO,25.0,0.0,28.0,NO,43173.0,missing,missing,missing,0.0,3.0,0.00011694867025637577,54.94624885848151
342000,23886000,23855000,NO,25.0,0.0,11.0,NO,17867.0,missing,missing,missing,5.0,3.0,0.00030929529486437875,63.63509535905014
349000,51426000,27600000,NO,25.0,0.0,0.0,NO,26284.0,missing,missing,missing,5.0,3.0,0.00019071921813950491,59.31556655653452
350000,27600000,27593000,NO,25.0,0.0,0.0,NO,35140.0,missing,missing,missing,3.0,2.0,0.00017476646451469185,58.53516804350578
351000,27593000,27287000,NO,15.0,11.0,40.0,NO,69632.0,missing,missing,missing,2.0,1.0,7.298910157707358e-05,50.73454605460944
352000,27287000,27285000,NO,25.0,22.0,38.0,NO,85417.0,missing,missing,missing,1.0,4.0,6.857557347954835e-05,50.1773001503104
353000,27285000,27276000,NO,25.0,8.0,29.0,NO,75430.0,missing,missing,missing,4.0,5.0,6.870411620766975e-05,50.19403094105752
354000,27276000,27274000,NO,25.0,1.0,0.0,NO,63254.0,missing,missing,missing,5.0,3.0,8.486902966939073e-05,52.081782685420436
355000,27274000,27273000,NO,15.0,1.0,0.0,NO,49283.0,missing,missing,missing,3.0,4.0,8.259605528331596e-05,51.83924900619439
366001,24319000,24315000,YES,25.0,1.0,18.0,YES,157378.0,BIKE LANE,missing,NO,0.0,5.0,7.603796399774622e-05,51.10014791400951
368000,24315000,24291000,YES,25.0,7.0,7.0,YES,138578.0,BIKE LANE,missing,NO,5.0,0.0,8.259637072057598e-05,51.83928312532663
369000,24291000,24289000,YES,25.0,7.0,5.0,YES,130084.0,BIKE LANE,missing,NO,0.0,0.0,7.01557587239178e-05,50.38082964032148
370000,24289000,24265000,YES,25.0,14.0,13.0,YES,87321.0,BIKE LANE,missing,NO,0.0,0.0,7.157619209721795e-05,50.55990785662742
374001,50078000,50079000,YES,25.0,0.0,5.0,YES,42468.0,BIKE LANE,missing,NO,0.0,0.0,0.00019940232433637118,59.71332739951576
374002,50079000,23875000,YES,25.0,0.0,0.0,YES,40084.0,BIKE LANE,missing,NO,0.0,0.0,0.0003502942334448829,64.74717076695626
375000,23875000,23856000,YES,25.0,0.0,26.0,YES,46139.0,BIKE LANE,missing,NO,0.0,0.0,0.00018291598049042563,58.94234620181122
376000,23856000,23854000,YES,25.0,0.0,26.0,YES,32950.0,BIKE LANE,missing,NO,0.0,2.0,0.00030484683246371206,63.50566869807935
381000,23791000,23790000,YES,25.0,0.0,13.0,NO,1279.0,BIKE LANE,missing,NO,3.0,0.0,0.0019633346928224897,80.14601801156525
403000,27091000,27040000,NO,25.0,0.0,0.0,YES,17124.0,missing,missing,missing,4.0,6.0,0.0005698643578178312,69.09466930115312
404000,24429000,24327000,YES,25.0,9.0,8.0,YES,152966.0,BIKE LANE,missing,NO,0.0,3.0,6.991441436834015e-05,50.35004266474418
405000,24327000,24311000,YES,25.0,25.0,23.0,YES,150166.0,BIKE LANE,missing,NO,3.0,5.0,7.225617364495592e-05,50.64438103904142
406000,24311000,24310000,YES,25.0,11.0,9.0,YES,133382.0,BIKE LANE,missing,NO,5.0,0.0,8.259637072057598e-05,51.83928312532663
407000,24310000,24302000,YES,25.0,15.0,12.0,YES,124377.0,BIKE LANE,missing,NO,0.0,0.0,7.01557587239178e-05,50.38082964032148
415002,50081000,24199000,YES,25.0,0.0,5.0,YES,35682.0,BIKE LANE,missing,NO,3.0,0.0,0.0002904198266703299,63.072532161171026
416000,24199000,23872000,YES,25.0,21.0,32.0,YES,45481.0,BIKE LANE,GREEN PAINT,NO,0.0,0.0,7.465312290261989e-05,50.935937868897184
417000,23872000,23871000,YES,25.0,28.0,39.0,YES,37619.0,BIKE LANE,missing,NO,0.0,3.0,0.0001535111103678168,57.37663012932873
459000,24198000,23881000,NO,25.0,45.0,46.0,YES,63446.0,missing,missing,missing,0.0,0.0,6.802966369902683e-05,50.10589476714735
460000,23881000,33614000,NO,25.0,0.0,10.0,YES,49883.0,missing,missing,missing,0.0,0.0,0.0001321136543995922,56.03554659958924
461000,51417000,27609000,NO,25.0,0.0,0.0,NO,27046.0,missing,missing,missing,5.0,4.0,0.0001896531237940861,59.265486713033724
462000,27609000,27607000,NO,25.0,0.0,0.0,NO,38684.0,missing,missing,missing,4.0,5.0,0.00018998542960400628,59.28112693282682
463000,27607000,27303000,NO,25.0,11.0,41.0,NO,87378.0,missing,missing,missing,5.0,5.0,7.06220505686029e-05,50.44001309629596
464000,27303000,27301000,NO,25.0,14.0,35.0,NO,101608.0,missing,missing,missing,5.0,4.0,7.015134148810723e-05,50.38026710985068
465000,27301000,27295000,NO,25.0,5.0,34.0,NO,87047.0,missing,missing,missing,4.0,5.0,6.870411620766975e-05,50.19403094105752
466000,27295000,27293000,NO,25.0,0.0,0.0,NO,72754.0,missing,missing,missing,5.0,3.0,0.00018401525060749251,58.99587606826198
467000,27293000,27292000,NO,25.0,0.0,0.0,NO,52189.0,missing,missing,missing,3.0,5.0,0.0001785840422702325,58.728219991362195
468000,27292000,27262000,NO,25.0,0.0,0.0,NO,53425.0,missing,missing,missing,5.0,1.0,0.00022011060159933014,60.59605530976353
470000,27157000,27155000,NO,25.0,7.0,0.0,NO,36937.0,missing,missing,missing,5.0,2.0,9.034449133515708e-05,52.64034248541371
471000,27155000,27148000,NO,25.0,4.0,0.0,NO,48833.0,missing,missing,missing,2.0,2.0,7.845964866226397e-05,51.38024365583932
472000,27148000,27146000,NO,25.0,0.0,0.0,NO,50209.0,missing,missing,missing,2.0,2.0,0.00017010395677598332,58.29358569622033
473000,27146000,27110000,NO,25.0,0.0,0.0,NO,53228.0,missing,missing,missing,2.0,2.0,0.00016798437842024114,58.18156452847735
474000,27110000,27108000,NO,25.0,0.0,0.0,NO,42505.0,missing,missing,missing,2.0,5.0,0.00017977530100015505,58.78761693256605
475000,27108000,27100000,NO,25.0,0.0,0.0,NO,34664.0,missing,missing,missing,5.0,6.0,0.00019796816767898064,59.648839537136325
476000,27100000,27098000,NO,25.0,0.0,40.0,NO,17246.0,missing,missing,missing,6.0,6.0,0.0003427478100906698,64.5526016691389
477000,27098000,27094000,NO,25.0,0.0,0.0,NO,9542.0,missing,missing,missing,6.0,1.0,0.000462736730704295,67.23425590261104
485000,24413000,24412000,YES,30.0,17.0,11.0,YES,141912.0,BIKE ROUTE,missing,YES,5.0,3.0,7.795480513082679e-05,51.32257278118023
487000,24248000,24233000,NO,30.0,34.0,36.0,YES,108338.0,missing,missing,missing,0.0,3.0,6.76450813720817e-05,50.055246267100955
488000,24233000,24232000,NO,30.0,20.0,17.0,YES,71951.0,missing,missing,missing,3.0,0.0,6.804887712401248e-05,50.108417610380826
489000,24232000,24206000,NO,30.0,17.0,15.0,YES,70912.0,missing,missing,missing,0.0,0.0,6.817096429392015e-05,50.124431797137305
490000,24206000,24192000,NO,30.0,25.0,37.0,YES,73807.0,missing,missing,missing,0.0,2.0,6.788185696194137e-05,50.0864629575735
491000,24192000,24190000,NO,25.0,0.0,32.0,YES,71338.0,missing,missing,missing,2.0,3.0,0.00012311613914650212,55.4053931155394
492000,51416000,27612000,NO,25.0,0.0,6.0,NO,25758.0,missing,missing,missing,1.0,4.0,0.00013931761171787971,56.50988510328669
493000,27612000,27610000,NO,25.0,0.0,0.0,NO,31905.0,missing,missing,missing,4.0,4.0,0.0001841116477322476,59.00055494554887
494000,27610000,27305000,NO,25.0,11.0,31.0,NO,77772.0,missing,missing,missing,4.0,6.0,6.883415987695689e-05,50.21092526760408
504000,27128000,27126000,NO,25.0,0.0,0.0,NO,38304.0,missing,missing,missing,6.0,6.0,0.000198160063646118,59.657495297080004
505000,27126000,27125000,NO,25.0,0.0,40.0,NO,26838.0,missing,missing,missing,6.0,6.0,0.00013955852984288668,56.525321052393124
506000,27125000,27113000,NO,25.0,0.0,0.0,NO,9010.0,missing,missing,missing,6.0,6.0,0.00052981119620723,68.44358157829647
507000,27113000,27099000,NO,25.0,0.0,0.0,NO,5689.0,missing,missing,missing,6.0,1.0,0.0007013268804021594,70.94914725475167
508000,30747000,24421000,YES,25.0,39.0,35.0,NO,156829.0,BIKE ROUTE,missing,NO,3.0,5.0,8.328938800499533e-05,51.91393016786968
510000,24363000,24355000,YES,25.0,9.0,8.0,NO,121230.0,BIKE LANE,missing,NO,0.0,0.0,7.100728514577654e-05,50.48861443480544
511000,24355000,24353000,YES,25.0,12.0,10.0,NO,114519.0,BIKE LANE,missing,NO,0.0,3.0,7.076854572502758e-05,50.45852614789821
512000,24353000,24350000,YES,25.0,12.0,9.0,NO,116318.0,BIKE LANE,missing,NO,3.0,0.0,7.093370995129107e-05,50.47935256378955
513000,24350000,24249000,YES,25.0,19.0,15.0,NO,90884.0,BIKE LANE,missing,NO,0.0,2.0,7.162790038041629e-05,50.56635964070921
530000,27159000,27130000,NO,15.0,0.0,0.0,NO,30951.0,missing,missing,missing,3.0,3.0,0.00018542039079817008,59.063836804465026
531000,27130000,27129000,NO,15.0,0.0,0.0,NO,23677.0,missing,missing,missing,3.0,4.0,0.00018437127375635365,59.013144374959836
532000,27129000,27127000,NO,25.0,0.0,0.0,NO,15669.0,missing,missing,missing,4.0,4.0,0.0004914414675348608,67.77194379875802
533000,27116000,27111000,NO,25.0,0.0,0.0,NO,6924.0,missing,missing,missing,1.0,6.0,0.0007805794481539681,71.90564128887894
534000,27112000,32884000,NO,25.0,0.0,0.0,NO,5742.0,missing,missing,missing,1.0,3.0,0.0006310836340097071,70.00629321043684
536000,27095000,32885000,NO,25.0,0.0,0.0,NO,5389.0,missing,missing,missing,5.0,0.0,0.0008120586886241374,72.25885602664138
537000,32885000,32887000,NO,25.0,0.0,28.0,NO,5144.0,missing,missing,missing,0.0,6.0,0.0005521808344248131,68.81304538772352
538000,50557000,22968000,NO,25.0,0.0,22.0,NO,9282.0,missing,missing,missing,2.0,6.0,0.0004369578125902042,66.72214548548241
539000,22968000,22988000,NO,25.0,0.0,0.0,NO,9282.0,missing,missing,missing,6.0,2.0,0.0004533379041303828,67.05092607338736
553000,27622000,27621000,NO,25.0,0.0,0.0,NO,28849.0,missing,missing,missing,1.0,5.0,0.00018098771736513487,58.84766603626218
554000,27621000,27485000,NO,25.0,0.0,41.0,NO,73204.0,missing,missing,missing,5.0,1.0,0.0001230218009952539,55.398544797246856
555000,27485000,27480000,NO,25.0,0.0,49.0,NO,70135.0,missing,missing,missing,1.0,5.0,0.00011661520724655911,54.92073845070304
556000,27480000,27476000,NO,25.0,1.0,40.0,NO,61444.0,missing,missing,missing,5.0,1.0,7.311083481402572e-05,50.749433986058264
557000,27476000,27473000,NO,25.0,0.0,0.0,NO,62667.0,missing,missing,missing,1.0,5.0,0.0001752416502833892,58.55942636209426
558000,27473000,27448000,NO,15.0,0.0,0.0,NO,34019.0,missing,missing,missing,5.0,5.0,0.00021235046053919268,60.27539563981267
559000,27448000,27447000,NO,25.0,0.0,0.0,NO,36972.0,missing,missing,missing,5.0,5.0,0.0001953153817806452,59.52831426449703
560000,27261000,27174000,NO,15.0,0.0,0.0,NO,16312.0,missing,missing,missing,5.0,4.0,0.0004647488093937017,67.2730185661572
561000,27174000,27169000,NO,15.0,0.0,55.0,NO,17159.0,missing,missing,missing,4.0,6.0,0.0011309438142993932,75.21810551253489
562000,27169000,27167000,NO,25.0,0.0,0.0,NO,2793.0,missing,missing,missing,6.0,5.0,0.0009282425848589416,73.45351261336445
563101,27347000,27139000,NO,25.0,0.0,0.0,NO,7399.0,missing,missing,missing,4.0,1.0,0.0008011697470868768,72.13824930581818
563102,27139000,27134000,NO,25.0,0.0,0.0,NO,4099.0,missing,missing,missing,1.0,2.0,0.0007034140695194242,70.97569581628512
563201,27347000,32877000,NO,25.0,0.0,0.0,NO,7399.0,missing,missing,missing,4.0,3.0,0.0008198185969578818,72.34382247864899
563202,32877000,27134000,NO,25.0,0.0,0.0,NO,4386.0,missing,missing,missing,3.0,2.0,0.0008077221410744662,72.21101901825176
591000,25837000,25845000,YES,25.0,0.0,0.0,YES,32447.0,BIKE LANE,missing,NO,5.0,5.0,0.0005511874012450508,68.79695770777748
592000,25845000,25871000,YES,25.0,0.0,20.0,YES,39792.0,BIKE LANE,missing,NO,5.0,4.0,0.001250245750846024,76.11407335514744
593000,25871000,25874000,YES,25.0,12.0,10.0,YES,37250.0,BIKE LANE,missing,NO,4.0,6.0,0.00016397791621402304,57.96590507670368
597000,25883000,25977000,YES,25.0,0.0,25.0,NO,34175.0,BIKE ROUTE,missing,YES,5.0,0.0,0.00013785297790189918,56.415465739408276
604000,51488000,27625000,YES,25.0,0.0,0.0,NO,18935.0,BIKE ROUTE,missing,NO,0.0,0.0,0.0008134482968545052,72.27413094014906
614000,27357000,27352000,NO,25.0,5.0,0.0,NO,28345.0,missing,missing,missing,6.0,3.0,8.872393605666853e-05,52.478634374574696
615000,27352000,27351000,NO,25.0,0.0,0.0,NO,14909.0,missing,missing,missing,3.0,1.0,0.0004890756539134989,67.72883148754295
617000,27165000,27164000,NO,25.0,0.0,11.0,NO,3611.0,missing,missing,missing,5.0,0.0,0.0008753918155563086,72.92978886750564
618101,27347000,32878000,NO,25.0,0.0,0.0,NO,13909.0,missing,missing,missing,4.0,3.0,0.0004949214246891715,67.83498349182041
618102,32878000,32879000,NO,25.0,0.0,0.0,NO,20395.0,missing,missing,missing,3.0,1.0,0.000397250932779227,65.8710183436251
618103,27133000,32879000,NO,25.0,0.0,0.0,NO,3803.0,missing,missing,missing,6.0,1.0,0.0008485658476354681,72.65172857360982
618201,27347000,32880000,NO,25.0,0.0,0.0,NO,20438.0,missing,missing,missing,4.0,3.0,0.00040881906809965134,66.12746411161241
618202,32880000,27325000,NO,25.0,0.0,0.0,NO,20395.0,missing,missing,missing,3.0,3.0,0.00041442110662401273,66.24905509055752
619000,27325000,27321000,NO,25.0,0.0,0.0,YES,13893.0,missing,missing,missing,3.0,0.0,0.0005166970947267925,68.21966114925738
