cnn_sgmt_pkey,f_node_cnn_intrsctn_fkey,t_node_cnn_intrsctn_fkey,cyc_ntwrk_yn,speed_limit,pk_metered_cnt,pk_on_st_cnt,oneway_yn,daily_ride_qrt,facility_type,surface_type,sharrow,Cluster_x,Cluster_y,Score_y2,Scale_Score_y2
4777201,22038000,22036000,NO,30.0,0.0,0.0,NO,9258.0,missing,missing,missing,5.0,1.0,0.0004163684300977596,66.29093666432523
3549000,25221000,25225000,NO,25.0,10.0,10.0,NO,134158.0,missing,missing,missing,4.0,3.0,6.846140653542957e-05,50.16241415717751
3550000,25225000,26500000,NO,25.0,14.0,14.0,NO,123880.0,missing,missing,missing,3.0,0.0,6.889907433718533e-05,50.219346542674714
3589000,27619000,27620000,NO,25.0,0.0,0.0,NO,29666.0,missing,missing,missing,2.0,4.0,0.00017442274970728508,58.51758019653707
3590000,27620000,27621000,NO,25.0,0.0,0.0,NO,29612.0,missing,missing,missing,4.0,5.0,0.00018998542960400628,59.28112693282682
3591000,27621000,27623000,NO,25.0,0.0,16.0,NO,34017.0,missing,missing,missing,5.0,1.0,0.0001455975387827399,56.90378377615261
3598000,27643000,27644000,NO,25.0,0.0,14.0,NO,19656.0,missing,missing,missing,4.0,4.0,0.0002981476921484983,63.30715124666385
3619000,20976000,20974000,NO,25.0,0.0,0.0,NO,15369.0,missing,missing,missing,0.0,6.0,0.0005075976868995048,68.06092541273726
3620000,20974000,20992000,NO,15.0,0.0,38.0,NO,19181.0,missing,missing,missing,6.0,6.0,0.0007396863991802423,71.42490174701459
3621000,20992000,20981000,NO,25.0,0.0,0.0,NO,17000.0,missing,missing,missing,6.0,4.0,0.00041417373552027185,66.24372073609604
3622000,20981000,20964000,NO,15.0,0.0,0.0,NO,18872.0,missing,missing,missing,4.0,0.0,0.00040868657516738964,66.12456825487541
3623000,20964000,20962000,NO,15.0,0.0,0.0,NO,17914.0,missing,missing,missing,0.0,4.0,0.00037698413923711166,65.40318998594667
3624000,20962000,20959000,NO,15.0,0.0,0.0,NO,13686.0,missing,missing,missing,4.0,6.0,0.002098879469896642,80.74244370330733
3962000,25531000,25569000,NO,25.0,0.0,0.0,NO,37413.0,missing,missing,missing,6.0,4.0,0.00018297499387882416,58.945228069083754
3963000,25569000,25570000,NO,25.0,0.0,0.0,NO,41760.0,missing,missing,missing,4.0,6.0,0.00019075147520891285,59.31707746741087
8111000,24521000,24520000,NO,25.0,0.0,0.0,NO,30380.5,missing,missing,missing,3.0,3.0,0.00017670993165301222,58.63396887044941
3964000,25570000,25567000,NO,25.0,0.0,0.0,NO,58265.0,missing,missing,missing,6.0,1.0,0.0002128976147396361,60.29838583916438
3965000,25567000,50362000,NO,25.0,0.0,0.0,NO,55268.0,missing,missing,missing,1.0,3.0,0.00016646008954369036,58.100127599602814
3966000,50345000,30060000,NO,25.0,0.0,3.0,NO,63154.0,missing,missing,missing,1.0,6.0,0.00013592285085823095,56.289494006012404
3967000,30060000,25579000,NO,25.0,0.0,0.0,NO,63154.0,missing,missing,missing,6.0,2.0,0.00017798048159348026,58.697974660695394
3968000,25579000,26690000,NO,25.0,0.0,0.0,NO,59274.0,missing,missing,missing,2.0,4.0,0.00016867668262553946,58.21830796822573
4782101,21994000,22282000,NO,30.0,0.0,0.0,NO,9143.0,missing,missing,missing,1.0,5.0,0.00047688448303436154,67.50331183639712
4782201,21994000,22282000,NO,30.0,0.0,56.0,NO,9143.0,missing,missing,missing,1.0,5.0,0.0003501182065781424,64.74268020975053
4783101,22282000,22279000,NO,30.0,0.0,0.0,NO,11752.0,missing,missing,missing,5.0,5.0,0.00043560966821625695,66.69453889059669
4783201,22282000,22279000,NO,30.0,0.0,0.0,NO,11752.0,missing,missing,missing,5.0,5.0,0.00043560966821625695,66.69453889059669
4784101,22279000,22278000,NO,30.0,0.0,0.0,NO,10535.0,missing,missing,missing,5.0,1.0,0.000403907542579158,66.01948187251331
4784201,22279000,22278000,NO,30.0,0.0,0.0,NO,10535.0,missing,missing,missing,5.0,1.0,0.000403907542579158,66.01948187251331
4786000,50875000,20535000,NO,25.0,0.0,0.0,NO,27169.0,missing,missing,missing,3.0,0.0,0.0001748751963231982,58.540724636250914
4787000,23019000,23037000,NO,25.0,0.0,0.0,NO,29554.0,missing,missing,missing,5.0,1.0,0.00022634361304356434,60.845528759537615
4788000,30824000,26903000,NO,25.0,0.0,0.0,NO,96302.0,missing,missing,missing,2.0,4.0,0.00016684089739453433,58.120542374668986
4789000,51098000,21520000,NO,25.0,0.0,0.0,NO,34377.0,missing,missing,missing,6.0,0.0,0.00022288091002854303,60.70779655245582
4794000,21950000,33494000,NO,25.0,0.0,0.0,NO,16446.0,missing,missing,missing,3.0,1.0,0.0004998987438793349,67.9243818723255
4795000,33494000,21962000,NO,25.0,0.0,8.0,NO,13873.0,missing,missing,missing,1.0,5.0,0.0003900577171439277,65.70776380728374
4796000,26007000,26010000,NO,25.0,0.0,0.0,NO,45795.0,missing,missing,missing,4.0,5.0,0.00018635894087800283,59.10894425148122
4797000,26010000,26011000,NO,25.0,0.0,0.0,NO,49529.0,missing,missing,missing,5.0,1.0,0.0002219775193324878,60.671511353994546
4798101,26011000,26026000,NO,25.0,0.0,0.0,NO,46057.0,missing,missing,missing,1.0,2.0,0.0001668431727689816,58.12066421540641
4798201,26011000,26026000,NO,25.0,0.0,0.0,NO,46057.0,missing,missing,missing,1.0,2.0,0.0001668431727689816,58.12066421540641
4799101,26026000,26029000,NO,25.0,1.0,0.0,NO,54747.0,missing,missing,missing,2.0,1.0,7.929835955038015e-05,51.47523850880617
4799201,26026000,26029000,NO,25.0,1.0,21.0,NO,54747.0,missing,missing,missing,2.0,1.0,6.985780257180778e-05,50.34280562056654
4808201,26077000,26076000,NO,25.0,0.0,15.0,NO,97172.0,missing,missing,missing,4.0,2.0,0.00012997326650597562,55.889620857973654
4809101,26076000,26800000,NO,25.0,0.0,0.0,NO,88366.0,missing,missing,missing,2.0,1.0,0.00017172978091353988,58.3785696700087
4810201,26800000,26802000,NO,25.0,0.0,22.0,NO,80566.0,missing,missing,missing,1.0,0.0,0.00011524649012316626,54.81525973070164
4811101,26802000,26621000,NO,25.0,0.0,0.0,NO,80504.0,missing,missing,missing,0.0,3.0,0.00016013455936065532,57.75401508885487
4811201,26802000,26621000,NO,25.0,0.0,10.0,NO,80504.0,missing,missing,missing,0.0,3.0,0.00012427828480383505,55.4893292506374
4812101,26621000,26805000,NO,25.0,5.0,0.0,NO,74530.0,missing,missing,missing,3.0,1.0,7.929835955038015e-05,51.47523850880617
4812102,26805000,26623000,NO,25.0,10.0,0.0,NO,71906.0,missing,missing,missing,1.0,3.0,7.627076829467544e-05,51.12745916813283
4812201,26621000,26623000,NO,25.0,12.0,13.0,NO,75335.0,missing,missing,missing,3.0,3.0,6.880357288780383e-05,50.206954501164645
4813101,26623000,26624000,NO,25.0,18.0,0.0,NO,75510.0,missing,missing,missing,3.0,0.0,7.855807057930769e-05,51.39144366372676
4813201,26623000,26624000,NO,25.0,18.0,18.0,NO,75510.0,missing,missing,missing,3.0,0.0,6.904231230855282e-05,50.23790059798034
3969000,26690000,26695000,NO,25.0,0.0,0.0,NO,60951.0,missing,missing,missing,4.0,4.0,0.00017836558065050195,58.71728437181794
4814101,26624000,26810000,NO,25.0,14.0,0.0,NO,92031.0,missing,missing,missing,0.0,4.0,7.51482341330417e-05,50.994993828074215
4814201,26624000,26810000,NO,25.0,13.0,14.0,NO,92031.0,missing,missing,missing,0.0,4.0,6.869572327298185e-05,50.19293949384712
4815101,26810000,26643000,NO,25.0,20.0,0.0,NO,77993.0,missing,missing,missing,4.0,5.0,8.05275565927106e-05,51.61266105262344
4815201,26810000,26643000,NO,25.0,19.0,18.0,NO,77993.0,missing,missing,missing,4.0,5.0,6.884541680256308e-05,50.21238618409488
4816101,26643000,26818000,NO,25.0,15.0,0.0,NO,44685.0,missing,missing,missing,5.0,0.0,0.00011151633560344395,54.52131257970176
4816201,26643000,26818000,NO,25.0,15.0,15.0,NO,44685.0,missing,missing,missing,5.0,0.0,7.180030216183723e-05,50.587837080928054
4817101,26818000,26821000,NO,25.0,0.0,0.0,NO,43459.0,missing,missing,missing,0.0,5.0,0.00017154570173751404,58.368988092141805
4817201,26818000,26821000,NO,25.0,0.0,0.0,NO,43182.0,missing,missing,missing,0.0,5.0,0.00017154570173751404,58.368988092141805
4818101,26821000,26824000,NO,25.0,0.0,0.0,NO,36346.0,missing,missing,missing,5.0,4.0,0.0001896531237940861,59.265486713033724
4825000,26871000,26872000,NO,25.0,0.0,21.0,NO,8790.0,missing,missing,missing,2.0,5.0,0.0004058332712598942,66.06197561718085
4826000,26872000,26875000,NO,25.0,0.0,0.0,NO,17170.0,missing,missing,missing,5.0,4.0,0.0004529178632529652,67.04264444152591
4827000,26875000,26967000,NO,25.0,0.0,0.0,NO,21273.0,missing,missing,missing,4.0,0.0,0.00048801794534942405,67.7094893201017
4828000,26967000,26974000,NO,25.0,0.0,0.0,NO,22523.0,missing,missing,missing,0.0,0.0,0.00016493148890491847,58.01770794964108
4829000,26974000,26977000,NO,25.0,15.0,14.0,NO,23316.0,missing,missing,missing,0.0,4.0,7.544894289403049e-05,51.030672193053576
4830000,26977000,27003000,NO,25.0,1.0,10.0,NO,24523.0,missing,missing,missing,4.0,4.0,7.536097138821586e-05,51.02024932359376
4831000,27003000,27004000,NO,25.0,0.0,0.0,NO,24720.0,missing,missing,missing,4.0,2.0,0.00018287745920571804,58.94046454694315
4832000,27004000,26994000,NO,15.0,0.0,0.0,NO,19670.0,missing,missing,missing,2.0,2.0,0.00037332959729454666,65.31616006200747
4833000,26994000,27012000,NO,15.0,0.0,22.0,NO,10116.0,missing,missing,missing,2.0,4.0,0.00043715238283488424,66.72612275812467
4834000,27012000,26998000,NO,15.0,0.0,0.0,NO,5645.0,missing,missing,missing,4.0,2.0,0.0029460392035851146,83.77158218339639
4835000,26998000,27015000,NO,25.0,0.0,0.0,NO,4271.0,missing,missing,missing,2.0,0.0,0.0007484779655418393,71.53046081006998
3774000,22975000,22972000,NO,25.0,0.0,0.0,NO,831.0,missing,missing,missing,1.0,1.0,0.004135167908298607,86.80079481659826
3775000,22972000,33578000,NO,25.0,0.0,0.0,NO,1125.0,missing,missing,missing,1.0,3.0,0.0029632754243203692,83.82369940818359
3776000,33578000,22976000,NO,25.0,0.0,0.0,NO,2290.0,missing,missing,missing,3.0,2.0,0.0010641756733282784,74.67445447462018
3777000,22976000,50635000,NO,25.0,0.0,0.0,NO,5539.0,missing,missing,missing,2.0,3.0,0.0006672485070964857,70.50413186385687
3778000,20412000,50984000,NO,25.0,0.0,0.0,NO,41491.0,missing,missing,missing,4.0,6.0,0.00019075147520891285,59.31707746741087
3779000,24853000,24854000,NO,25.0,0.0,0.0,YES,50227.0,missing,missing,missing,3.0,2.0,0.0001685412542460682,58.21113210496286
3780000,21694000,21778000,NO,25.0,0.0,13.0,NO,65156.0,missing,missing,missing,0.0,0.0,0.00012219341350615614,55.33818289924767
3785000,25983000,25824000,NO,25.0,0.0,18.0,NO,25879.0,missing,missing,missing,3.0,4.0,0.0001410135040218783,56.617980544473454
4836000,23867000,33618000,NO,25.0,0.0,0.0,NO,19281.0,missing,missing,missing,0.0,3.0,0.00035504971853373064,64.86763984160436
4837000,33618000,23869000,NO,25.0,0.0,13.0,NO,19281.0,missing,missing,missing,3.0,0.0,0.00028918780863994157,63.03455183095345
4838000,23869000,33620000,NO,25.0,0.0,0.0,NO,19281.0,missing,missing,missing,0.0,3.0,0.00035504971853373064,64.86763984160436
4861101,25865000,25875000,NO,25.0,0.0,0.0,NO,30919.0,missing,missing,missing,2.0,4.0,0.00017442274970728508,58.51758019653707
4861102,25875000,25871000,NO,25.0,9.0,21.0,NO,42869.0,missing,missing,missing,4.0,4.0,6.921477476754091e-05,50.26018918376218
4861201,25865000,25871000,NO,25.0,13.0,0.0,NO,46033.0,missing,missing,missing,2.0,4.0,7.771373289185116e-05,51.294901974615385
4862101,25871000,25841000,NO,25.0,0.0,17.0,NO,45111.0,missing,missing,missing,4.0,2.0,0.00013385994469495565,56.152863145420866
4862201,25871000,25841000,NO,25.0,1.0,0.0,NO,43696.0,missing,missing,missing,4.0,2.0,8.059596496731274e-05,51.62024727324794
4863101,25841000,25840000,NO,25.0,0.0,13.0,NO,38022.0,missing,missing,missing,2.0,5.0,0.00014125269183115378,56.63312157347515
4863201,25841000,25840000,NO,25.0,0.0,0.0,NO,37619.0,missing,missing,missing,2.0,5.0,0.00018236755022651478,58.915519532040676
4864101,25840000,25839000,NO,25.0,0.0,12.0,NO,33166.0,missing,missing,missing,5.0,3.0,0.00014609122823860867,56.93402571829711
4864201,25840000,25839000,NO,25.0,0.0,0.0,NO,33356.0,missing,missing,missing,5.0,3.0,0.00019071921813950491,59.31556655653452
4865101,25839000,25706000,NO,25.0,0.0,27.0,NO,43755.0,missing,missing,missing,3.0,3.0,0.00011951468518142269,55.14015318287832
4865201,25839000,25706000,NO,25.0,0.0,0.0,NO,39925.0,missing,missing,missing,3.0,3.0,0.00017680026105290495,58.63853451724286
4866101,25706000,25705000,NO,25.0,0.0,14.0,NO,36212.0,missing,missing,missing,3.0,2.0,0.00013912838720736844,56.497742505991255
4866201,25706000,25705000,NO,25.0,0.0,0.0,NO,35795.0,missing,missing,missing,3.0,2.0,0.00017476646451469185,58.53516804350578
4867101,25705000,25703000,NO,25.0,0.0,0.0,NO,33384.0,missing,missing,missing,2.0,0.0,0.00017430510151316724,58.51155218930913
4867201,25705000,25703000,NO,25.0,0.0,0.0,NO,32927.0,missing,missing,missing,2.0,0.0,0.00017430510151316724,58.51155218930913
4868101,25703000,25702000,NO,25.0,0.0,0.0,NO,30736.0,missing,missing,missing,0.0,4.0,0.00016461471492947268,58.00053248748024
4868102,25702000,25691000,NO,25.0,0.0,0.0,NO,33240.0,missing,missing,missing,4.0,0.0,0.00018796485783044193,59.185601534805954
4868201,25703000,25691000,NO,25.0,0.0,0.0,NO,31570.0,missing,missing,missing,0.0,0.0,0.00016493148890491847,58.01770794964108
4869101,25691000,25684000,NO,25.0,0.0,0.0,NO,32783.0,missing,missing,missing,0.0,5.0,0.00017493914641841766,58.54399110648316
4869201,25691000,25684000,NO,25.0,0.0,0.0,NO,32770.0,missing,missing,missing,0.0,5.0,0.00017493914641841766,58.54399110648316
4870101,25684000,25683000,NO,25.0,0.0,0.0,NO,22749.0,missing,missing,missing,5.0,3.0,0.00019071921813950491,59.31556655653452
3793000,25756000,25755000,NO,25.0,0.0,0.0,NO,28015.0,missing,missing,missing,4.0,5.0,0.00018998542960400628,59.28112693282682
4870201,25684000,25683000,NO,25.0,0.0,0.0,NO,22981.0,missing,missing,missing,5.0,3.0,0.00019071921813950491,59.31556655653452
4871101,25683000,25682000,NO,25.0,0.0,0.0,NO,9355.0,missing,missing,missing,3.0,0.0,0.000507220479333834,68.054283895588
4871201,25683000,25682000,NO,25.0,0.0,0.0,NO,8175.0,missing,missing,missing,3.0,0.0,0.0006021327328632182,69.5867490073501
4872101,25682000,25679000,NO,25.0,0.0,22.0,NO,9361.0,missing,missing,missing,0.0,3.0,0.0003456448460617919,64.62779777307188
4872201,25682000,25679000,NO,25.0,0.0,0.0,NO,8870.0,missing,missing,missing,0.0,3.0,0.0004729716950558755,67.42970705339116
4873101,25679000,25670000,NO,25.0,0.0,0.0,NO,6158.0,missing,missing,missing,3.0,5.0,0.0007371465567663302,71.39417256917523
4873201,25679000,25670000,NO,25.0,0.0,0.0,NO,6981.0,missing,missing,missing,3.0,5.0,0.0007721482102006648,71.80861812285146
4874101,25670000,25635000,NO,25.0,0.0,0.0,NO,1860.0,missing,missing,missing,5.0,6.0,0.001636006173092998,78.51658110754562
4874201,25670000,25635000,NO,25.0,0.0,0.0,NO,1373.0,missing,missing,missing,5.0,6.0,0.002150026983293849,80.95754520918274
4875101,25635000,25631000,NO,25.0,0.0,0.0,NO,7393.0,missing,missing,missing,6.0,2.0,0.0007082373630263595,71.03674685027028
4875201,25635000,25631000,NO,25.0,0.0,0.0,NO,6425.0,missing,missing,missing,6.0,2.0,0.0006462939844549866,70.21906574234548
4876101,25631000,25617000,NO,25.0,0.0,52.0,NO,12560.0,missing,missing,missing,2.0,2.0,0.00036100824401260245,65.01632778797219
4876201,25631000,25617000,NO,25.0,0.0,0.0,NO,11603.0,missing,missing,missing,2.0,2.0,0.00048300505412469214,67.61724540254784
4877101,25617000,25614000,NO,25.0,0.0,0.0,NO,14015.0,missing,missing,missing,2.0,2.0,0.00048300505412469214,67.61724540254784
4877201,25617000,25614000,NO,25.0,0.0,0.0,NO,14687.0,missing,missing,missing,2.0,2.0,0.0004867790621854055,67.68678065978283
4878101,25614000,25613000,NO,25.0,0.0,0.0,NO,13469.0,missing,missing,missing,2.0,0.0,0.0004648537084177979,67.27503483888027
4878201,25614000,25613000,NO,25.0,0.0,0.0,NO,14076.0,missing,missing,missing,2.0,0.0,0.0004648537084177979,67.27503483888027
4879101,25613000,25610000,NO,25.0,0.0,11.0,NO,13988.0,missing,missing,missing,0.0,5.0,0.0003659038763080805,65.13666738800343
4879201,25613000,25610000,NO,25.0,0.0,0.0,NO,12997.0,missing,missing,missing,0.0,5.0,0.00047592100468152966,67.48524371598509
3788000,25807000,25822000,NO,25.0,0.0,14.0,NO,33300.0,missing,missing,missing,5.0,2.0,0.0001444872132589579,56.8353921926186
4880101,25610000,25609000,NO,25.0,0.0,0.0,NO,12390.0,missing,missing,missing,5.0,4.0,0.0004578318880689731,67.13905344969926
8080000,23321000,33509000,NO,25.0,0.0,0.0,NO,30380.5,missing,missing,missing,5.0,6.0,0.00019796816767898064,59.648839537136325
4887201,21347000,21893000,NO,25.0,0.0,0.0,NO,76628.0,missing,missing,missing,3.0,5.0,0.00017648109962275436,58.62239223588705
4888101,21893000,21892000,YES,25.0,0.0,18.0,NO,78898.0,BIKE ROUTE,missing,YES,5.0,5.0,0.0001340721357121793,56.16701383114723
4888201,21893000,21892000,YES,25.0,0.0,0.0,NO,78898.0,BIKE ROUTE,missing,YES,5.0,5.0,0.00016317893697793793,57.92226801992835
4889101,21892000,21841000,YES,25.0,0.0,0.0,NO,89204.0,BIKE ROUTE,missing,YES,5.0,5.0,0.00016317893697793793,57.92226801992835
4889201,21892000,21841000,YES,25.0,0.0,0.0,NO,89509.0,BIKE ROUTE,missing,YES,5.0,5.0,0.00016317893697793793,57.92226801992835
4890101,21841000,33699000,NO,25.0,0.0,0.0,NO,100778.0,missing,missing,missing,5.0,5.0,0.00018750737684503354,59.16383092711348
4890201,21841000,21837000,NO,25.0,0.0,0.0,NO,107179.0,missing,missing,missing,5.0,5.0,0.00018750737684503354,59.16383092711348
4891000,50684000,25702000,NO,25.0,0.0,0.0,NO,40896.0,missing,missing,missing,0.0,4.0,0.0001624272934707314,57.88102076111434
4892000,33644000,20051000,NO,25.0,0.0,0.0,NO,30380.5,missing,missing,missing,,,0.00017670993165301222,58.63396887044941
4897001,35028000,20034000,NO,25.0,0.0,0.0,NO,30380.5,missing,missing,missing,3.0,2.0,0.00017476646451469185,58.53516804350578
4913000,22663000,22670000,NO,25.0,0.0,0.0,NO,2146.0,missing,missing,missing,0.0,3.0,0.0009636890796710224,73.7883190431531
4914000,50668000,22670000,NO,25.0,0.0,0.0,NO,2146.0,missing,missing,missing,2.0,3.0,0.0010581509448975071,74.62373187105354
4915000,22670000,33018000,NO,25.0,0.0,0.0,NO,2146.0,missing,missing,missing,3.0,4.0,0.001083281796105994,74.83343157410718
4918000,33019000,50666000,NO,25.0,0.0,0.0,NO,925.0,missing,missing,missing,4.0,5.0,0.004124490434133627,86.77769642156706
4919000,33019000,33018000,NO,25.0,0.0,0.0,NO,1511.0,missing,missing,missing,4.0,4.0,0.0018762274684551898,79.74058219289779
4920000,22892000,22893000,NO,25.0,0.0,5.0,NO,17524.0,missing,missing,missing,3.0,1.0,0.0003676659928073556,65.17958831416794
4921000,22893000,22973000,NO,25.0,0.0,0.0,NO,11275.0,missing,missing,missing,1.0,1.0,0.00044912051170764485,66.96742441667729
4922000,22973000,22961000,NO,25.0,0.0,22.0,NO,30380.5,missing,missing,missing,1.0,0.0,0.0001254602097614051,55.57389271620033
4923000,22961000,22969000,NO,25.0,0.0,0.0,NO,2487.0,missing,missing,missing,0.0,5.0,0.0006945890637650884,70.86290136451359
4924000,22969000,50638000,NO,25.0,0.0,25.0,NO,4419.0,missing,missing,missing,5.0,3.0,0.0006885945732614717,70.78546405250441
4925000,22362000,22368000,NO,25.0,0.0,14.0,NO,6240.0,missing,missing,missing,6.0,1.0,0.0005368429970138022,68.56137589106962
4926101,22835000,22873000,NO,25.0,0.0,22.0,NO,21432.0,missing,missing,missing,1.0,2.0,0.00012617382644371645,55.624565164828184
4975001,34018000,21608000,NO,15.0,0.0,19.0,NO,21575.0,missing,missing,missing,3.0,1.0,0.00014324715852270318,56.758385775681205
4926201,22835000,22873000,NO,25.0,0.0,0.0,NO,21432.0,missing,missing,missing,1.0,2.0,0.00022565852411623305,60.81844668624214
4927000,22873000,22956000,NO,25.0,0.0,0.0,NO,21432.0,missing,missing,missing,2.0,2.0,0.0002286742824768002,60.937051942947875
4928000,22956000,22957000,NO,25.0,0.0,0.0,NO,19552.0,missing,missing,missing,2.0,6.0,0.0004212486135035949,66.39504144387647
4929000,24247000,24234000,NO,25.0,5.0,0.0,YES,105641.0,missing,missing,missing,0.0,3.0,7.202418424773141e-05,50.61565098676007
4930000,24234000,50693000,NO,25.0,0.0,8.0,YES,77370.0,missing,missing,missing,3.0,3.0,0.0001384957056709878,56.4570228709989
4931000,24230000,24204000,NO,25.0,0.0,26.0,YES,65259.0,missing,missing,missing,5.0,3.0,0.00016300081565181278,57.91251062057104
4932000,24204000,33031000,NO,25.0,0.0,0.0,YES,58019.0,missing,missing,missing,3.0,3.0,0.00016624164168593336,58.088395711604065
4933000,50178000,25052000,NO,25.0,0.0,0.0,NO,114967.0,missing,missing,missing,2.0,2.0,0.00016556454290552185,58.05193347757506
4934000,25689000,25691000,NO,25.0,0.0,42.0,NO,54626.0,missing,missing,missing,5.0,0.0,0.00011909695297687715,55.1088720915824
4938000,20046000,20058000,NO,25.0,0.0,0.0,NO,7012.0,missing,missing,missing,5.0,1.0,0.0007434858752676694,71.47067462119722
4939000,50808000,20108000,NO,25.0,0.0,0.0,NO,3847.0,missing,missing,missing,3.0,,0.000787519360403162,71.98471980407064
4940000,50569000,26162000,NO,25.0,0.0,30.0,NO,20149.0,missing,missing,missing,2.0,6.0,0.00033268627260133496,64.28641357825222
4941000,26162000,25829000,YES,25.0,0.0,0.0,NO,22299.0,BIKE ROUTE,missing,NO,6.0,3.0,0.0006050935040234435,69.63057100422671
4942000,25829000,26144000,NO,25.0,0.0,12.0,NO,22419.0,missing,missing,missing,3.0,5.0,0.00014095751598186505,56.61443268907196
4943000,26144000,26143000,NO,25.0,0.0,0.0,NO,21634.0,missing,missing,missing,5.0,2.0,0.0001908007154741226,59.319383373153514
4944000,26143000,26138000,NO,25.0,0.0,0.0,NO,21992.0,missing,missing,missing,2.0,2.0,0.00017352839961078115,58.47165348439488
4945000,26138000,26137000,NO,25.0,0.0,0.0,NO,21130.0,missing,missing,missing,2.0,3.0,0.0010620289769350468,74.65641429626123
4946000,26137000,26136000,NO,25.0,0.0,19.0,NO,21347.0,missing,missing,missing,3.0,3.0,0.0001428520220524443,56.7337080066786
4947000,26136000,26135000,NO,25.0,0.0,0.0,NO,16159.0,missing,missing,missing,3.0,6.0,0.0005755161451195213,69.18283804726198
3789000,25822000,25814000,NO,25.0,0.0,14.0,NO,32694.0,missing,missing,missing,2.0,5.0,0.00014125269183115378,56.63312157347515
3790000,25814000,25813000,NO,25.0,37.0,35.0,NO,39165.0,missing,missing,missing,5.0,6.0,7.877292297826429e-05,51.415844308831865
3791000,25813000,25811000,NO,25.0,40.0,40.0,NO,38924.0,missing,missing,missing,6.0,0.0,8.023990624078111e-05,51.580691075046175
3792000,25811000,25756000,NO,25.0,2.0,0.0,NO,36723.0,missing,missing,missing,0.0,4.0,7.888203562121791e-05,51.428210689939874
3794000,25755000,25754000,NO,25.0,0.0,17.0,NO,24775.0,missing,missing,missing,5.0,4.0,0.00014723896451328497,57.00393948051318
4949000,32958000,26090000,NO,25.0,0.0,0.0,NO,21869.0,missing,missing,missing,2.0,4.0,0.00020427754189772683,59.929128246131455
4950000,26090000,25778000,NO,15.0,0.0,0.0,NO,27558.0,missing,missing,missing,4.0,3.0,0.00022246361591520951,60.69105401098287
4951000,25778000,25777000,NO,15.0,0.0,0.0,NO,27988.0,missing,missing,missing,3.0,5.0,0.00019557393553393284,59.54013303296219
4952000,25777000,25769000,NO,15.0,0.0,0.0,NO,27034.0,missing,missing,missing,5.0,4.0,0.00020765799552217908,60.0757608639628
4953000,25769000,25768000,NO,15.0,0.0,20.0,NO,32584.0,missing,missing,missing,4.0,0.0,0.00015176014745442082,57.274142626702144
4955000,25765000,25764000,NO,25.0,0.0,0.0,NO,31956.0,missing,missing,missing,4.0,5.0,0.00018998542960400628,59.28112693282682
4956000,25764000,25763000,NO,25.0,0.0,19.0,NO,25865.0,missing,missing,missing,5.0,0.0,0.00014184231794645222,56.670336763530884
4957000,25763000,22316000,NO,25.0,0.0,0.0,NO,21835.0,missing,missing,missing,0.0,5.0,0.00020888343792291604,60.12832760647092
4958000,22316000,22046000,NO,25.0,0.0,19.0,NO,20778.0,missing,missing,missing,5.0,4.0,0.00030942863508969805,63.638946056475774
4967000,21415000,21414000,NO,25.0,0.0,0.0,NO,12088.0,missing,missing,missing,5.0,2.0,0.0004715826852093699,67.40343138407337
3795000,25754000,25750000,NO,25.0,0.0,0.0,NO,29220.0,missing,missing,missing,4.0,0.0,0.00018796485783044193,59.185601534805954
3796000,25750000,25753000,NO,25.0,0.0,0.0,NO,33552.0,missing,missing,missing,0.0,2.0,0.00016392733684083817,57.96314894359146
3797000,25753000,25752000,NO,25.0,0.0,0.0,NO,37786.0,missing,missing,missing,2.0,2.0,0.00017352839961078115,58.47165348439488
3798000,25752000,25745000,NO,25.0,0.0,0.0,NO,36100.0,missing,missing,missing,2.0,4.0,0.00017442274970728508,58.51758019653707
3799000,25745000,25742000,NO,25.0,0.0,0.0,NO,40011.0,missing,missing,missing,4.0,4.0,0.0001833824858727708,58.96510225340556
3800000,25742000,25744000,NO,25.0,9.0,0.0,NO,39332.0,missing,missing,missing,4.0,4.0,8.193569353603103e-05,51.76753406566655
3801000,25744000,25739000,NO,25.0,15.0,15.0,NO,40664.0,missing,missing,missing,4.0,3.0,7.271582729621242e-05,50.701034070410714
4839000,33620000,23878000,NO,25.0,0.0,0.0,NO,26002.0,missing,missing,missing,3.0,0.0,0.0001748751963231982,58.540724636250914
4968000,21414000,51007000,NO,25.0,0.0,0.0,NO,10137.0,missing,missing,missing,2.0,0.0,0.0004648537084177979,67.27503483888027
4969000,30727000,30049000,NO,25.0,0.0,0.0,NO,100609.0,missing,missing,missing,0.0,1.0,0.0001601602221391711,57.75544671272287
4970000,30049000,24574000,NO,25.0,13.0,12.0,NO,92625.0,missing,missing,missing,1.0,3.0,6.866033491643635e-05,50.18833599857699
4971000,24574000,24575000,NO,25.0,12.0,14.0,NO,89292.0,missing,missing,missing,3.0,3.0,6.880357288780383e-05,50.206954501164645
4972000,24575000,24571000,NO,25.0,20.0,11.0,NO,82120.0,missing,missing,missing,3.0,3.0,6.880357288780383e-05,50.206954501164645
4993000,26005000,26010000,NO,25.0,0.0,16.0,NO,45418.0,missing,missing,missing,4.0,5.0,0.00013517557601654964,56.24024135852579
3805000,22024000,22021000,NO,25.0,0.0,0.0,NO,28494.0,missing,missing,missing,6.0,1.0,0.00021830604832823451,60.52250910999459
